General,General,General,General,General,General,General,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Corner kicks,Corner kicks,Corner kicks,Outcomes,Outcomes,Outcomes
Player,Nation,Pos,Age,Born,90s,Att,Live,Dead,Fk,Tb,Sw,Crs,Ti,Ck,In,Out,Str,Cmp,Off,Blocks
Adolfo Gaich,ARG,FW,23,1999,8.1,165,160,4,0,0,0,0,0,0,0,0,0,94,1,4
Adrien Tameze,CMR,MF,28,1994,33.7,1092,1020,64,49,0,6,21,4,0,0,0,0,835,8,30
Ajdin Hrustic,AUS,MF,26,1996,2.5,94,82,12,6,0,1,7,0,4,2,0,0,75,0,4
Alessandro Cortinovis,ITA,MF,21,2001,0.1,6,6,0,0,0,0,1,0,0,0,0,0,5,0,0
Antonín Barák,CZE,MF,27,1994,0.3,14,13,1,0,0,0,1,0,0,0,0,0,11,0,0
Bruno Amione,ARG,DF,20,2002,0.6,16,9,7,0,0,0,0,3,0,0,0,0,11,0,1
Cyril Ngonge,BEL,"MF,FW",22,2000,8.3,175,160,12,2,1,1,18,0,7,3,3,0,98,3,8
Darko Lazović,SRB,"MF,DF",31,1990,24.9,836,710,117,10,6,1,123,69,37,15,16,0,517,9,38
Davide Faraoni,ITA,DF,30,1991,16.5,592,451,137,7,1,6,37,130,0,0,0,0,394,4,15
Deyovaisio Zeefuik,NED,DF,24,1998,0.1,7,6,1,0,0,1,1,1,0,0,0,0,5,0,0
Diego Coppola,ITA,DF,18,2003,13.1,557,499,55,12,0,2,3,43,0,0,0,0,403,3,10
Fabio Depaoli,ITA,DF,25,1997,24.1,685,499,183,5,1,2,60,176,2,1,1,0,440,3,17
Federico Ceccherini,ITA,DF,30,1992,15.7,623,572,51,20,0,2,6,28,0,0,0,0,479,0,15
Filippo Terracciano,ITA,"DF,MF",19,2003,9.1,343,290,51,7,1,4,25,42,2,1,1,0,235,2,12
Giangiacomo Magnani,ITA,DF,26,1995,17.0,499,485,12,8,0,6,4,4,0,0,0,0,367,2,2
Ibrahim Sulemana,GHA,MF,19,2003,7.2,183,183,0,0,0,3,2,0,0,0,0,0,133,0,7
Isak Hien,SWE,DF,23,1999,29.0,1031,979,49,26,0,5,1,23,0,0,0,0,775,3,18
Ivan Ilić,SRB,MF,21,2001,9.5,401,332,68,17,1,3,47,2,39,14,19,0,279,1,13
Jayden Braaf,NED,"MF,FW",19,2002,3.2,78,76,1,1,0,0,5,0,0,0,0,0,60,1,6
Josh Doig,SCO,DF,20,2002,15.0,534,412,119,1,0,0,46,116,2,2,0,0,360,3,21
Juan David Cabal,COL,DF,21,2001,4.9,223,209,14,7,0,7,8,7,0,0,0,0,166,0,7
Kevin Lasagna,ITA,"FW,MF",29,1992,17.5,258,236,16,1,0,1,13,3,0,0,0,0,157,6,17
Koray Günter,GER,DF,27,1994,11.1,422,400,21,20,0,3,3,1,0,0,0,0,323,1,5
Lorenzo Montipò,ITA,GK,26,1996,37.0,1192,786,403,119,0,2,0,0,0,0,0,0,745,3,0
Martin Hongla,CMR,MF,24,1998,5.8,212,204,8,5,0,3,8,1,0,0,0,0,166,0,1
Miguel Veloso,POR,MF,36,1986,12.9,599,511,86,49,1,4,62,6,29,17,9,1,429,2,12
Milan Đurić,BIH,FW,32,1990,15.2,523,514,7,0,2,0,0,2,0,0,0,0,268,2,3
Oliver Abildgaard,DEN,MF,26,1996,6.6,195,194,0,0,0,1,5,0,0,0,0,0,115,1,2
Ondrej Duda,SVK,MF,27,1994,11.8,433,400,30,10,2,6,14,2,7,4,1,0,323,3,9
Panagiotis Retsos,GRE,DF,23,1998,1.4,56,43,12,3,0,1,0,9,0,0,0,0,44,1,1
Paweł Dawidowicz,POL,DF,27,1995,18.1,827,756,70,31,1,1,13,39,0,0,0,0,613,1,11
Roberto Piccoli,ITA,FW,21,2001,2.1,25,23,1,0,0,0,3,0,0,0,0,0,13,1,0
Simone Perilli,ITA,GK,27,1995,1.0,34,19,15,2,0,0,0,0,0,0,0,0,10,0,0
Simone Verdi,ITA,"MF,FW",30,1992,12.2,414,331,79,17,5,7,77,5,40,22,13,0,270,4,26
Thomas Henry,FRA,FW,27,1994,11.4,226,213,9,0,1,2,5,1,0,0,0,0,115,4,9
Yayah Kallon,SLE,"MF,FW",21,2001,9.6,237,223,12,2,0,0,33,4,1,0,0,0,148,2,10
