General,General,General,General,General,General,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,General,General,General,General
Player,Nation,Pos,Age,Born,90s,Tkl,Tklw,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+int,Clr,Err
Adolfo Gaich,ARG,FW,23,1999,8.1,5,3,0,3,2,1,6,16.7,5,7,2,5,3,8,7,1
Adrien Tameze,CMR,MF,28,1994,33.7,51,30,21,26,4,28,63,44.4,35,51,14,37,37,88,55,2
Ajdin Hrustic,AUS,MF,26,1996,2.5,2,1,1,1,0,1,2,50.0,1,2,0,2,0,2,2,1
Alessandro Cortinovis,ITA,MF,21,2001,0.1,1,0,1,0,0,0,0,,0,1,0,1,0,1,0,0
Antonín Barák,CZE,MF,27,1994,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Bruno Amione,ARG,DF,20,2002,0.6,1,1,1,0,0,1,2,50.0,1,1,0,1,0,1,4,0
Cyril Ngonge,BEL,"MF,FW",22,2000,8.3,7,3,2,2,3,3,11,27.3,8,7,0,7,6,13,4,0
Darko Lazović,SRB,"MF,DF",31,1990,24.9,24,13,9,12,3,13,29,44.8,16,14,3,11,16,40,19,0
Davide Faraoni,ITA,DF,30,1991,16.5,34,24,19,13,2,16,41,39.0,25,30,11,19,15,49,37,0
Deyovaisio Zeefuik,NED,DF,24,1998,0.1,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0
Diego Coppola,ITA,DF,18,2003,13.1,25,17,15,10,0,11,24,45.8,13,20,6,14,14,39,38,0
Fabio Depaoli,ITA,DF,25,1997,24.1,48,28,25,16,7,25,44,56.8,19,32,6,26,18,66,33,3
Federico Ceccherini,ITA,DF,30,1992,15.7,25,19,15,9,1,13,23,56.5,10,17,10,7,19,44,55,0
Filippo Terracciano,ITA,"DF,MF",19,2003,9.1,20,13,11,7,2,15,20,75.0,5,7,4,3,10,30,14,0
Giangiacomo Magnani,ITA,DF,26,1995,17.0,33,22,20,11,2,19,25,76.0,6,20,15,5,21,54,76,0
Ibrahim Sulemana,GHA,MF,19,2003,7.2,19,13,10,7,2,6,12,50.0,6,8,2,6,14,33,15,0
Isak Hien,SWE,DF,23,1999,29.0,73,36,54,19,0,38,61,62.3,23,40,17,23,31,104,92,1
Ivan Ilić,SRB,MF,21,2001,9.5,16,10,9,7,0,6,11,54.5,5,10,1,9,8,24,14,0
Jayden Braaf,NED,"MF,FW",19,2002,3.2,5,3,2,3,0,0,0,,0,1,0,1,2,7,1,0
Josh Doig,SCO,DF,20,2002,15.0,19,8,6,7,6,6,16,37.5,10,25,6,19,11,30,13,1
Juan David Cabal,COL,DF,21,2001,4.9,10,6,7,3,0,7,12,58.3,5,8,5,3,13,23,12,0
Kevin Lasagna,ITA,"FW,MF",29,1992,17.5,12,6,7,3,2,6,14,42.9,8,17,1,16,5,17,13,0
Koray Günter,GER,DF,27,1994,11.1,10,6,1,8,1,4,7,57.1,3,24,15,9,30,40,46,0
Lorenzo Montipò,ITA,GK,26,1996,37.0,1,0,1,0,0,0,3,0.0,3,1,0,1,0,1,26,3
Martin Hongla,CMR,MF,24,1998,5.8,8,5,4,4,0,5,5,100.0,0,7,1,6,6,14,9,0
Miguel Veloso,POR,MF,36,1986,12.9,33,10,20,12,1,16,26,61.5,10,26,6,20,6,39,14,0
Milan Đurić,BIH,FW,32,1990,15.2,2,1,1,0,1,1,3,33.3,2,7,4,3,1,3,24,0
Oliver Abildgaard,DEN,MF,26,1996,6.6,10,6,6,3,1,7,16,43.8,9,7,1,6,5,15,17,0
Ondrej Duda,SVK,MF,27,1994,11.8,22,14,7,12,3,9,16,56.3,7,11,0,11,13,35,8,0
Panagiotis Retsos,GRE,DF,23,1998,1.4,5,4,2,2,1,3,3,100.0,0,4,1,3,2,7,3,0
Paweł Dawidowicz,POL,DF,27,1995,18.1,48,31,28,17,3,22,31,71.0,9,14,9,5,23,71,71,0
Roberto Piccoli,ITA,FW,21,2001,2.1,1,0,1,0,0,0,2,0.0,2,2,0,2,0,1,2,0
Simone Perilli,ITA,GK,27,1995,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Simone Verdi,ITA,"MF,FW",30,1992,12.2,15,10,7,5,3,6,17,35.3,11,8,1,7,0,15,2,0
Thomas Henry,FRA,FW,27,1994,11.4,5,3,1,1,3,1,5,20.0,4,6,2,4,0,5,14,0
Yayah Kallon,SLE,"MF,FW",21,2001,9.6,14,10,5,4,5,7,12,58.3,5,10,0,10,8,22,5,0
