name,position,id
George Baldock,DF,394854c4
Enda Stevens,DF,17d4507a
Chris Basham,DF,1aa84968
Oliver Norwood,MF,43439614
Dean Henderson,GK,e5a76dfe
John Egan,DF,debe38a0
Jack O'Connell,DF,312626c1
John Fleck,MF,b63e789d
John Lundstram,MF,0df2b165
Oliver McBurnie,FW,78b8ac63
David McGoldrick,FW,dbe56a33
Sander Berge,MF,d0b6129f
Lys Mousset,FW,d9cfca3d
Billy Sharp,FW,e8c9f4e9
Callum Robinson,"FW,MF",e75750a3
Ben Osborn,"MF,DF",79bc4c45
Jack Robinson,DF,7399c7a8
Luke Freeman,MF,636b64cd
Muhamed Bešić,MF,7ca9f0f0
Phil Jagielka,DF,3233eefd
Simon Moore,GK,e7434f04
Richairo Živković,FW,d2d74d9c
Leon Clarke,"FW,MF",91c975a0
Jack Rodwell,MF,a07579ee
Ravel Morrison,MF,bf59c794
Kieron Freeman,FW,c13c24c8
Jake Eastwood,GK,54d9b72d
Panagiotis Retsos,DF,4bd00a50
Richard Stearman,DF,9a3a436e
Michael Verrips,GK,424595d5
