name,position,id
Ederson,GK,3bb7b8b4
Kevin De Bruyne,MF,e46012d4
Raheem Sterling,FW,b400bde0
Rodri,MF,6434f10d
Kyle Walker,DF,86dd77d1
Fernandinho,DF,101da2b5
Bernardo Silva,"FW,MF",3eb22ec9
David Silva,MF,e2716bd0
Gabriel Jesus,FW,b66315ae
İlkay Gündoğan,MF,819b3158
Riyad Mahrez,"FW,MF",892d5bb1
Nicolás Otamendi,DF,0d267745
Benjamin Mendy,DF,5271c8f1
Sergio Agüero,FW,4d034881
Aymeric Laporte,DF,119b9a8e
Oleksandr Zinchenko,DF,51cf8561
João Cancelo,DF,bd6351cd
John Stones,DF,5eecec3d
Phil Foden,"FW,MF",ed1e53f3
Eric García,DF,2bed3eab
Angeliño,DF,30941e96
Claudio Bravo,GK,10072610
Tommy Doyle,MF,5526deb1
Leroy Sané,FW,2b114be3
Scott Carson,GK,3e1550ee
Taylor Harwood-Bellis,DF,47327321
Cole Palmer,"FW,MF",dc7f8a28
