name,position,id
Pierre-Emerick Aubameyang,FW,d5dd5f1f
David Luiz,DF,c0e27d1a
Bernd Leno,GK,2628fd2b
Granit Xhaka,MF,e61b8aee
Nicolas Pépé,FW,57e3f0c7
Alexandre Lacazette,FW,9dbb75ca
Bukayo Saka,"DF,FW",bc7dc64d
Mattéo Guendouzi,MF,5ea8ef20
Sead Kolašinac,DF,3935e52e
Sokratis Papastathopoulos,DF,b682dcf6
Dani Ceballos,MF,c0617e2b
Mesut Özil,MF,16380240
Lucas Torreira,MF,52611641
Ainsley Maitland-Niles,DF,e3a5814e
Shkodran Mustafi,DF,3f2d59fe
Héctor Bellerín,"DF,MF",f874dd44
Calum Chambers,DF,dc6f5bdd
Kieran Tierney,"DF,MF",fce2302c
Joe Willock,"MF,FW",a3b03921
Emiliano Martínez,GK,7956236f
Eddie Nketiah,FW,a53649b7
Reiss Nelson,FW,c5bdb6e3
Gabriel Martinelli,FW,48a5a5d6
Rob Holding,DF,d79a8c87
Nacho Monreal,DF,d4cb83cc
Cédric Soares,"MF,DF",839c14e1
Pablo Marí,DF,aa54ec6f
Henrikh Mkhitaryan,FW,dd0daf32
Emile Smith Rowe,MF,17695062
Tyreece John-Jules,FW,247e5cfc
Matt Macey,GK,136e7649
Konstantinos Mavropanos,DF,00963611
Zech Medley,DF,692e9958
Matthew Smith,MF,54b6eed9
