name,position,id
Max Aarons,DF,774cf58b
Tim Krul,GK,f23f9d20
Teemu Pukki,FW,0745b37d
Kenny McLean,MF,471f16b3
Ben Godfrey,DF,9f7c837d
Todd Cantwell,"FW,MF",f63d8a4b
Emi Buendía,"FW,MF",66b76d44
Alexander Tettey,"MF,DF",75566759
Jamal Lewis,DF,efb9215a
Christoph Zimmermann,DF,2d5f03bf
Sam Byram,DF,1bf811d4
Onel Hernández,"FW,MF",007b39a5
Grant Hanley,DF,e9254eec
Marco Stiepermann,MF,b606638c
Tom Trybull,MF,552aa16c
Ondrej Duda,MF,79ca3e23
Ibrahim Amadou,"DF,MF",9260926b
Lukas Rupp,"FW,MF",3faa1780
Moritz Leitner,MF,9460aaed
Timm Klose,DF,5f1d07f6
Mario Vrančić,MF,16fa6881
Josip Drmić,FW,15ea94de
Adam Idah,"FW,MF",291e3ec3
Michael McGovern,GK,51a19d04
Ralf Fährmann,GK,1e43fad8
Dennis Srbeny,"MF,FW",1fdec858
Josh Martin,"FW,MF",3f072a68
Patrick Roberts,"FW,MF",59d93937
Akin Famewo,MF,9d9a71c1
Jordan Thomas,FW,b547f08c
Daniel Adshead,MF,8f817fc7
Philip Heise,"DF,MF",ef66b362
Archie Mair,GK,70e9afd8
