name,position,id
Aaron Ramsdale,GK,466fb2c5
Callum Wilson,FW,c596fcb0
Jefferson Lerma,MF,9b5ce51a
Philip Billing,MF,d328a254
Nathan Aké,DF,eaeca114
Steve Cook,DF,3e5e4e63
Diego Rico,DF,d9ba39fc
Adam Smith,DF,20b104bc
Joshua King,"FW,MF",43458538
Ryan Fraser,"MF,FW",d56543a0
Harry Wilson,"MF,FW",c6dc9ecd
Dominic Solanke,FW,e77dc3b2
Jack Stacey,DF,558807c0
Lewis Cook,"MF,FW",2afc7272
Dan Gosling,MF,7fec31a0
Simon Francis,DF,1e0b6a73
Chris Mepham,DF,fed96827
David Brooks,"MF,FW",dc4cae05
Junior Stanislas,"MF,FW",6992791d
Lloyd Kelly,DF,f31def1e
Arnaut Danjuma,MF,f08490a6
Andrew Surman,MF,7d41b619
Charlie Daniels,DF,9d107085
Jack Simpson,DF,76fa5f80
Mark Travers,GK,fe558029
Jordon Ibe,DF,9f736ed2
Sam Surridge,"FW,MF",b017b770
Artur Boruc,GK,34ccf6fa
Mihai Dobre,"FW,MF",a1f3f5a0
Gavin Kilkenny,MF,3eeda7dd
Christian Saydee,FW,af102dc3
