name,position,id
Ben Foster,GK,d0b3ceb9
Abdoulaye Doucouré,MF,02b29014
Étienne Capoue,MF,5acc4a10
Craig Cathcart,DF,89e4b358
Will Hughes,MF,a0666d3e
Craig Dawson,DF,3e9e06cb
Christian Kabasele,DF,914ab9a1
Kiko Femenía,DF,e5d01ecf
Troy Deeney,FW,82e34b69
Gerard Deulofeu,FW,39583cfd
Ismaila Sarr,"FW,MF",bfdb33aa
Adam Masina,DF,de0f152c
Roberto Pereyra,"FW,MF",75f2c59f
Adrian Mariappa,DF,8aa5f52c
José Holebas,DF,12aa7661
Tom Cleverley,MF,6cdd8245
Nathaniel Chalobah,MF,422862ea
Danny Welbeck,"FW,MF",ce5143da
Andre Gray,FW,c24dba2a
Daryl Janmaat,DF,45da6694
Dimitri Foulquier,"DF,MF",45e17712
Sebastian Prödl,DF,f5e6d08d
Ignacio Pussetto,"FW,MF",62437b4f
Isaac Success,"FW,MF",f573a8bf
João Pedro,"FW,MF",e8832875
Domingos Quina,"MF,FW",41fb0f4e
Tom Dele-Bashiru,MF,0666f848
Heurelho Gomes,GK,d596e193
Adalberto Peñaranda,"FW,MF",4b3f2936
Ken Sema,"DF,FW",1770bd68
