name,position,id
Martin Dúbravka,GK,3a949a25
Miguel Almirón,"MF,FW",862a1c15
Joelinton,FW,c17bfb65
Federico Fernández,DF,f25b010f
Isaac Hayden,MF,c951a6df
Jonjo Shelvey,MF,3727dd3c
Jamaal Lascelles,DF,450ab6fc
Allan Saint-Maximin,"MF,FW",2b16cb1a
Fabian Schär,"DF,MF",c8aa95da
Javier Manquillo,DF,758dd7f0
Jetro Willems,DF,9050ddc4
Sean Longstaff,MF,a2b105e0
Matt Ritchie,"DF,MF",71ef519e
Paul Dummett,DF,3fe6bd8c
Ciaran Clark,DF,2b91cf8e
Emil Krafth,DF,77cf6852
DeAndre Yedlin,DF,ae0a7ddf
Danny Rose,DF,89d10e53
Dwight Gayle,FW,e58a03c6
Nabil Bentaleb,MF,3189f61a
Christian Atsu,"MF,FW",8816329f
Matthew Longstaff,MF,c0027d2d
Andy Carroll,FW,b581987a
Valentino Lazaro,"DF,MF",016ff750
Florian Lejeune,DF,6eaed4eb
Yoshinori Mutō,"MF,FW",5343eb4e
Ki Sung-yueng,MF,1d8c99b0
Kelland Watts,DF,603e4f0b
Thomas Allan,MF,e95726c1
Karl Darlow,GK,cde3309f
Rob Elliot,GK,b1b25949
Liam Gibson,"DF,MF",b51f8aee
Jack Young,MF,ad7cd1fa
