name,position,id
Nick Pope,GK,4b40d9ca
James Tarkowski,DF,15ea812b
Dwight McNeil,MF,fc15fb84
Ashley Westwood,MF,495945ef
Ben Mee,DF,8df7a2fb
Jack Cork,MF,74e12f1e
Chris Wood,FW,4e9a0555
Charlie Taylor,DF,cc2d7ad5
Jeff Hendrick,MF,989d5705
Phil Bardsley,DF,1ae30132
Erik Pieters,"DF,MF",1ef37668
Jay Rodriguez,FW,4ab53cdb
Matthew Lowton,DF,9a9c05db
Ashley Barnes,FW,2691c772
Josh Brownhill,MF,47369df8
Matěj Vydra,FW,0d4ceb32
Jóhann Berg Guðmundsson,MF,f72293fc
Kevin Long,DF,5a4280b1
Robbie Brady,MF,96bb8cc2
Aaron Lennon,MF,2ff964a0
Danny Drinkwater,MF,2649ff32
Max Thompson,FW,fa38722f
Josh Benson,MF,bf3aeb61
Anthony Driscoll-Glennon,"DF,MF",6a39bd42
Jimmy Dunne,DF,1fdfd6da
Ben Gibson,DF,bcfb0142
Mace Goodridge,MF,6abefdff
Joe Hart,GK,cb4f24c6
Lukas Jensen,GK,47ed3795
Ali Koiki,"DF,MF",82726be5
Joel Mumbongo,FW,f8e588df
Bailey Peacock-Farrell,GK,4879f8cb
Bobby Thomas,DF,6a471ee8
