General,General,General,General,General,General,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-ons,Take-ons,Take-ons,Take-ons,Take-ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
Player,Nation,Pos,Age,Born,90s,Touches,Def pen,Def 3rd,Mid 3rd,Att 3rd,Att pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,Totdist,Prgdist,Prgc,1/3,Cpa,Mis,Dis,Rec,Prgr
Adil Aouchiche,FRA,MF,20,2002,2.8,192,7,30,104,61,8,192,7,2,28.6,3,42.9,149,996,559,16,10,1,6,8,137,20
Adrian Grbić,AUT,"MF,FW",25,1996,0.3,11,0,1,3,7,0,11,0,0,,0,,6,31,17,1,1,0,0,0,6,2
Armand Lauriente,FRA,FW,23,1998,3.0,136,0,26,52,64,19,136,17,14,82.4,1,5.9,103,800,445,14,5,5,4,4,87,21
Ayman Kari,FRA,"MF,DF",17,2004,1.1,94,0,32,38,27,6,94,7,4,57.1,2,28.6,70,401,215,5,4,1,3,1,64,3
Bamba Dieng,SEN,FW,22,2000,8.3,259,6,26,131,105,36,258,31,9,29.0,14,45.2,193,989,291,4,5,4,21,15,195,48
Bamo Meïté,CIV,DF,20,2001,16.7,1107,184,614,472,22,9,1107,11,8,72.7,2,18.2,858,4901,2649,10,2,0,14,4,801,1
Bonke Innocent,NGA,MF,26,1996,13.1,718,60,252,424,47,2,718,8,6,75.0,0,0.0,503,2178,742,3,8,0,7,4,442,0
Chrislain Matsima,FRA,"DF,MF",20,2002,2.5,145,25,90,51,4,3,145,0,0,,0,,114,599,310,0,2,0,2,0,108,0
Dango Ouattara,BFA,"FW,MF",20,2002,17.2,720,37,145,251,339,84,720,79,28,35.4,35,44.3,502,3755,1766,64,28,34,45,22,457,151
Darlin Yongwa,CMR,DF,21,2000,8.7,451,20,98,167,190,28,451,48,13,27.1,32,66.7,311,1862,800,29,16,8,13,10,273,70
Eli Junior Kroupi,FRA,"FW,MF",16,2006,0.1,5,0,1,4,0,0,5,0,0,,0,,3,27,6,0,0,0,0,0,3,0
Enzo Le Fée,FRA,MF,22,2000,33.6,2611,89,558,1422,675,35,2611,155,68,43.9,67,43.2,1970,12115,5413,96,90,13,74,55,1798,105
Gedeon Kalulu,COD,DF,24,1997,27.1,1653,140,609,745,314,40,1653,41,21,51.2,15,36.6,1091,7029,3264,58,48,6,31,18,964,82
Ibrahima Koné,MLI,FW,23,1999,17.5,565,17,59,262,247,68,562,22,14,63.6,6,27.3,380,1873,577,15,13,10,65,27,421,109
Igor Carioca,BRA,DF,25,1996,5.1,348,19,115,162,74,8,348,15,6,40.0,7,46.7,227,1269,662,8,13,1,8,1,200,23
Jean-Victor Makengo,FRA,MF,24,1998,11.8,652,27,152,405,109,6,652,35,21,60.0,8,22.9,546,3480,1530,23,25,1,16,23,497,30
Julien Laporte,FRA,DF,28,1993,18.4,1005,230,578,411,17,6,1005,1,1,100.0,0,0.0,709,3935,2026,4,5,0,5,2,671,0
Julien Ponceau,FRA,MF,21,2000,18.4,1014,32,168,534,328,43,1014,30,10,33.3,17,56.7,781,4815,2245,53,53,7,39,18,707,103
Laurent Abergel,FRA,MF,29,1993,26.0,1779,76,581,1069,151,4,1779,41,23,56.1,14,34.1,1384,6069,2597,13,29,0,29,19,1257,14
Montassar Talbi,TUN,DF,24,1998,38.0,2365,481,1500,847,28,16,2365,11,7,63.6,4,36.4,1681,10840,5959,13,7,0,14,8,1547,0
Quentin Boisgard,FRA,MF,25,1997,2.0,135,2,21,58,58,8,135,4,1,25.0,2,50.0,90,566,263,7,4,1,5,2,84,15
Romain Faivre,FRA,"MF,FW",24,1998,13.8,688,5,71,342,289,43,688,88,48,54.5,27,30.7,557,4523,2310,77,56,17,30,9,520,66
Siriné Doucouré,MLI,"FW,MF",20,2002,1.5,86,0,8,35,44,12,86,15,7,46.7,6,40.0,65,511,194,5,2,1,14,6,71,20
Stéphane Diarra,FRA,"FW,MF",23,1998,11.8,525,19,123,204,218,40,525,78,24,30.8,45,57.7,381,2900,1516,40,25,20,32,14,306,85
Terem Moffi,NGA,FW,23,1999,15.4,364,10,32,192,152,63,362,38,20,52.6,13,34.2,268,1799,812,29,23,11,41,13,263,61
Théo Le Bris,FRA,"MF,DF",19,2002,16.1,792,34,211,323,265,48,792,38,15,39.5,23,60.5,556,3435,1566,51,31,20,21,10,503,103
Vincent Le Goff,FRA,DF,32,1989,37.0,2358,173,848,1158,371,31,2358,32,12,37.5,14,43.8,1584,8872,4688,69,57,4,18,12,1423,84
Vito Mannone,ITA,GK,34,1988,17.9,618,544,616,2,0,0,618,0,0,,0,,436,2037,1358,0,0,0,0,0,279,0
Yoann Cathline,FRA,"FW,MF",20,2002,12.1,548,16,122,169,267,29,548,63,23,36.5,31,49.2,410,2896,1414,46,30,10,38,27,369,106
Yvon Mvogo,SUI,GK,28,1994,20.1,661,601,659,2,0,0,661,1,1,100.0,0,0.0,451,2490,1670,0,0,0,1,0,274,0
