General,General,General,General,General,General,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal kicks,Goal kicks,Goal kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper
Player,Nation,Pos,Age,Born,90s,Ga,Pka,Fk,Ck,Og,Psxg,Psxg/sot,Psxg+/-,/90,Cmp,Att,Cmp%,Att (gk),Thr,Launch%,Avglen,Att,Launch%,Avglen,Opp,Stp,Stp%,#opa,#opa/90,Avgdist
Vito Mannone,ITA,GK,34,1988,17.9,24,1,2,2,0,25.2,0.29,1.2,0.07,56,176,31.8,471,101,25.9,29.5,112,48.2,37.5,344,12,3.5,9,0.5,10.6
Yvon Mvogo,SUI,GK,28,1994,20.1,29,1,0,4,1,27.1,0.27,-0.9,-0.04,86,228,37.7,473,85,34.0,32.1,145,46.2,36.6,381,21,5.5,7,0.35,8.5
