General,General,General,General,General,General,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,General,General,General,General
Player,Nation,Pos,Age,Born,90s,Tkl,Tklw,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+int,Clr,Err
Adil Aouchiche,FRA,MF,20,2002,2.8,5,2,3,1,1,1,9,11.1,8,1,0,1,4,9,1,0
Adrian Grbić,AUT,"MF,FW",25,1996,0.3,0,0,0,0,0,0,1,0.0,1,3,0,3,0,0,0,0
Armand Lauriente,FRA,FW,23,1998,3.0,8,7,3,4,1,3,7,42.9,4,5,1,4,4,12,1,0
Ayman Kari,FRA,"MF,DF",17,2004,1.1,0,0,0,0,0,0,0,,0,4,0,4,3,3,0,0
Bamba Dieng,SEN,FW,22,2000,8.3,19,10,5,12,2,3,11,27.3,8,6,0,6,2,21,6,0
Bamo Meïté,CIV,DF,20,2001,16.7,18,8,13,4,1,7,16,43.8,9,33,23,10,16,34,70,0
Bonke Innocent,NGA,MF,26,1996,13.1,28,17,13,14,1,11,36,30.6,25,22,5,17,26,54,31,0
Chrislain Matsima,FRA,"DF,MF",20,2002,2.5,0,0,0,0,0,0,0,,0,3,3,0,2,2,7,0
Dango Ouattara,BFA,"FW,MF",20,2002,17.2,41,26,20,11,10,15,28,53.6,13,24,6,18,19,60,21,0
Darlin Yongwa,CMR,DF,21,2000,8.7,13,11,7,5,1,4,15,26.7,11,13,1,12,5,18,11,0
Eli Junior Kroupi,FRA,"FW,MF",16,2006,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0
Enzo Le Fée,FRA,MF,22,2000,33.6,108,64,52,40,16,43,113,38.1,70,50,5,45,34,142,38,1
Gedeon Kalulu,COD,DF,24,1997,27.1,64,34,43,14,7,30,48,62.5,18,32,3,29,28,92,79,2
Ibrahima Koné,MLI,FW,23,1999,17.5,24,13,3,13,8,5,11,45.5,6,13,0,13,4,28,18,0
Igor Carioca,BRA,DF,25,1996,5.1,18,11,12,2,4,12,21,57.1,9,7,0,7,5,23,17,0
Jean-Victor Makengo,FRA,MF,24,1998,11.8,16,8,5,10,1,6,20,30.0,14,8,5,3,10,26,13,1
Julien Laporte,FRA,DF,28,1993,18.4,22,16,18,3,1,16,22,72.7,6,33,27,6,18,40,108,2
Julien Ponceau,FRA,MF,21,2000,18.4,28,19,10,14,4,10,32,31.3,22,27,3,24,14,42,12,0
Laurent Abergel,FRA,MF,29,1993,26.0,92,52,59,30,3,39,92,42.4,53,47,8,39,34,126,39,0
Montassar Talbi,TUN,DF,24,1998,38.0,53,25,40,13,0,22,35,62.9,13,55,34,21,40,93,190,3
Quentin Boisgard,FRA,MF,25,1997,2.0,6,2,1,4,1,3,4,75.0,1,3,1,2,4,10,2,0
Romain Faivre,FRA,"MF,FW",24,1998,13.8,13,8,5,4,4,5,25,20.0,20,11,0,11,1,14,4,0
Siriné Doucouré,MLI,"FW,MF",20,2002,1.5,2,2,2,0,0,1,2,50.0,1,0,0,0,1,3,0,0
Stéphane Diarra,FRA,"FW,MF",23,1998,11.8,25,17,14,9,2,11,29,37.9,18,13,1,12,22,47,9,0
Terem Moffi,NGA,FW,23,1999,15.4,8,5,1,4,3,3,5,60.0,2,11,3,8,3,11,10,0
Théo Le Bris,FRA,"MF,DF",19,2002,16.1,31,19,17,11,3,15,33,45.5,18,21,2,19,18,49,31,0
Vincent Le Goff,FRA,DF,32,1989,37.0,75,32,56,16,3,45,62,72.6,17,29,9,20,41,116,105,1
Vito Mannone,ITA,GK,34,1988,17.9,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,3
Yoann Cathline,FRA,"FW,MF",20,2002,12.1,19,12,7,6,6,5,12,41.7,7,10,1,9,8,27,16,1
Yvon Mvogo,SUI,GK,28,1994,20.1,0,0,0,0,0,0,0,,0,0,0,0,2,2,6,3
