General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes
Player,Nation,Pos,Age,Born,Mp,Starts,Min,90s,Gls,Ast,G+a,G-pk,Pk,Pkatt,Crdy,Crdr,Xg,Npxg,Xag,Npxg+xag,Prgc,Prgp,Prgr,Gls,Ast,G+a,G-pk,G+a-pk,Xg,Xag,Xg+xag,Npxg,Npxg+xag
Adil Aouchiche,FRA,MF,20,2002,11,1,250,2.8,0,0,0,0,0,0,0,0,0.5,0.5,0.1,0.6,16,23,20,0.0,0.0,0.0,0.0,0.0,0.2,0.02,0.22,0.2,0.22
Adrian Grbić,AUT,"MF,FW",25,1996,2,0,25,0.3,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,0,2,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.67,0.67,0.67
Armand Lauriente,FRA,FW,23,1998,3,3,266,3.0,1,0,1,1,0,0,0,0,1.8,1.8,1.1,2.9,14,14,21,0.34,0.0,0.34,0.34,0.34,0.6,0.38,0.98,0.6,0.98
Ayman Kari,FRA,"MF,DF",17,2004,5,0,96,1.1,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.6,5,7,3,0.0,0.0,0.0,0.0,0.0,0.51,0.03,0.54,0.51,0.54
Bamba Dieng,SEN,FW,22,2000,15,9,747,8.3,3,0,3,2,1,1,1,0,4.9,4.1,0.6,4.7,4,7,48,0.36,0.0,0.36,0.24,0.24,0.59,0.08,0.67,0.5,0.57
Bamo Meïté,CIV,DF,20,2001,17,16,1503,16.7,1,0,1,1,0,0,5,0,0.7,0.7,0.1,0.8,10,32,1,0.06,0.0,0.06,0.06,0.06,0.04,0.01,0.05,0.04,0.05
Bonke Innocent,NGA,MF,26,1996,25,14,1182,13.1,0,1,1,0,0,0,5,0,0.1,0.1,0.3,0.4,3,31,0,0.0,0.08,0.08,0.0,0.08,0.01,0.02,0.03,0.01,0.03
Chrislain Matsima,FRA,"DF,MF",20,2002,6,2,227,2.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
Dango Ouattara,BFA,"FW,MF",20,2002,18,18,1548,17.2,6,5,11,6,0,0,3,1,5.2,5.2,3.1,8.3,64,39,151,0.35,0.29,0.64,0.35,0.64,0.3,0.18,0.48,0.3,0.48
Darlin Yongwa,CMR,DF,21,2000,14,8,781,8.7,1,1,2,1,0,0,2,0,0.7,0.7,1.7,2.3,29,24,70,0.12,0.12,0.23,0.12,0.23,0.08,0.19,0.27,0.08,0.27
Eli Junior Kroupi,FRA,"FW,MF",16,2006,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Enzo Le Fée,FRA,MF,22,2000,35,35,3028,33.6,5,6,11,5,0,0,5,0,3.5,3.5,6.8,10.3,96,218,105,0.15,0.18,0.33,0.15,0.33,0.11,0.2,0.31,0.11,0.31
Gedeon Kalulu,COD,DF,24,1997,29,28,2438,27.1,0,4,4,0,0,0,6,0,0.6,0.6,1.5,2.2,58,106,82,0.0,0.15,0.15,0.0,0.15,0.02,0.06,0.08,0.02,0.08
Ibrahima Koné,MLI,FW,23,1999,37,15,1577,17.5,7,1,8,5,2,3,3,0,5.6,3.2,1.0,4.3,15,27,109,0.4,0.06,0.46,0.29,0.34,0.32,0.06,0.38,0.18,0.24
