General,General,General,General,General,General,General,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Corner kicks,Corner kicks,Corner kicks,Outcomes,Outcomes,Outcomes
Player,Nation,Pos,Age,Born,90s,Att,Live,Dead,Fk,Tb,Sw,Crs,Ti,Ck,In,Out,Str,Cmp,Off,Blocks
Adu Ares,ESP,"FW,MF",20,2001,0.9,51,49,2,0,0,1,8,1,1,0,0,0,42,0,1
Aitor Paredes,ESP,DF,22,2000,9.5,521,493,25,12,1,3,2,12,0,0,0,0,464,3,2
Ander Capa,ESP,DF,30,1992,1.2,91,67,22,1,0,1,4,21,0,0,0,0,74,2,0
Ander Herrera,ESP,MF,32,1989,7.7,455,444,9,8,6,0,7,0,1,0,0,0,376,2,4
Asier Villalibre,ESP,FW,24,1997,1.1,18,18,0,0,0,0,0,0,0,0,0,0,11,0,0
Dani García,ESP,MF,32,1990,16.5,720,688,29,28,3,7,5,0,0,0,0,0,571,3,8
Daniel Vivian,ESP,DF,23,1999,26.4,1442,1381,56,49,1,27,6,6,0,0,0,0,1165,5,15
Gorka Guruzeta,ESP,FW,25,1996,15.8,394,370,21,0,0,9,4,4,0,0,0,0,286,3,19
Iker Muniain,ESP,"MF,FW",29,1992,18.8,1110,944,160,58,6,3,113,9,82,13,54,0,890,6,13
Iñaki Williams,GHA,FW,28,1994,31.5,827,773,50,1,3,6,98,15,0,0,0,0,531,4,49
Iñigo Lekue,ESP,DF,29,1993,14.7,807,668,137,16,0,4,43,119,2,0,1,0,624,2,18
Iñigo Martínez,ESP,DF,31,1991,14.9,773,725,46,35,0,26,5,2,0,0,0,0,627,2,7
Jon Morcillo,ESP,"FW,MF",23,1998,0.8,44,43,0,0,0,0,6,0,0,0,0,0,32,1,0
Julen Agirrezabala,ESP,GK,21,2000,7.5,241,169,72,10,0,0,0,0,0,0,0,0,171,0,0
Mikel Balenziaga,ESP,DF,34,1988,1.3,69,57,11,0,0,0,3,11,0,0,0,0,49,1,0
Mikel Vesga,ESP,MF,29,1993,28.6,1510,1489,13,11,2,19,12,1,0,0,0,0,1259,8,16
Nico Williams,ESP,FW,20,2002,29.5,951,872,75,5,4,5,174,4,66,17,32,0,634,4,64
Oier Zarraga,ESP,MF,23,1999,9.5,379,364,12,8,1,1,29,1,2,0,2,0,294,3,11
Oihan Sancet,ESP,MF,22,2000,28.1,975,936,28,13,9,3,17,1,3,0,2,0,788,11,19
Raúl García,ESP,"FW,MF",36,1986,10.7,318,306,10,2,1,3,13,4,0,0,0,0,199,2,9
Unai Simón,ESP,GK,25,1997,30.5,951,703,245,59,0,1,0,0,0,0,0,0,690,3,0
Unai Vencedor Paris,ESP,MF,21,2000,2.1,124,120,3,3,0,2,2,0,0,0,0,0,107,1,2
Yeray Álvarez,ESP,DF,27,1995,25.9,1392,1308,80,72,5,35,9,2,0,0,0,0,1123,4,12
Yuri Berchiche,ESP,DF,32,1990,26.7,1580,1263,311,44,2,22,66,267,0,0,0,0,1304,6,34
Álex Berenguer,ESP,FW,27,1995,25.5,955,792,151,35,0,2,162,15,100,36,32,1,630,12,31
Óscar de Marcos,ESP,DF,33,1989,31.3,1932,1552,372,32,0,11,130,340,0,0,0,0,1499,8,52
