General,General,General,General,General,General,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial duels,Aerial duels,Aerial duels
Player,Nation,Pos,Age,Born,90s,Crdy,Crdr,2crdy,Fls,Fld,Off,Crs,Int,Tklw,Pkwon,Pkcon,Og,Recov,Won,Lost,Won%
Adu Ares,ESP,"FW,MF",20,2001,0.9,0,0,0,2,8,0,8,2,2,0,0,0,7,3,0,100.0
Aitor Paredes,ESP,DF,22,2000,9.5,3,0,0,12,2,0,2,14,6,0,0,1,59,21,7,75.0
Ander Capa,ESP,DF,30,1992,1.2,1,0,0,4,0,0,4,0,1,0,0,0,10,4,0,100.0
Ander Herrera,ESP,MF,32,1989,7.7,4,1,0,20,11,0,7,11,10,0,0,0,53,7,5,58.3
Asier Villalibre,ESP,FW,24,1997,1.1,0,0,0,3,1,0,0,0,0,0,0,0,2,2,2,50.0
Dani García,ESP,MF,32,1990,16.5,6,0,0,34,14,0,5,19,27,0,0,0,97,21,17,55.3
Daniel Vivian,ESP,DF,23,1999,26.4,7,1,0,38,21,2,6,24,32,0,0,0,214,40,55,42.1
Gorka Guruzeta,ESP,FW,25,1996,15.8,2,0,0,28,14,16,4,4,20,0,0,0,49,29,47,38.2
Iker Muniain,ESP,"MF,FW",29,1992,18.8,2,0,0,13,62,1,113,4,16,0,0,0,81,3,13,18.8
Iñaki Williams,GHA,FW,28,1994,31.5,2,0,0,31,31,22,98,7,16,0,0,0,76,32,36,47.1
Iñigo Lekue,ESP,DF,29,1993,14.7,1,0,0,15,6,1,43,13,17,0,0,0,118,17,8,68.0
Iñigo Martínez,ESP,DF,31,1991,14.9,1,0,0,13,10,3,5,18,8,0,0,0,92,26,19,57.8
Jon Morcillo,ESP,"FW,MF",23,1998,0.8,0,0,0,1,1,0,6,1,0,0,0,0,7,1,1,50.0
Julen Agirrezabala,ESP,GK,21,2000,7.5,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,100.0
Mikel Balenziaga,ESP,DF,34,1988,1.3,0,0,0,3,0,0,3,1,4,0,0,0,6,0,0,
Mikel Vesga,ESP,MF,29,1993,28.6,5,0,0,44,21,0,12,36,35,1,0,1,201,65,48,57.5
Nico Williams,ESP,FW,20,2002,29.5,3,0,0,23,35,14,174,8,16,1,0,0,147,20,27,42.6
Oier Zarraga,ESP,MF,23,1999,9.5,5,0,0,17,12,0,29,10,9,0,0,0,56,9,12,42.9
Oihan Sancet,ESP,MF,22,2000,28.1,6,1,0,41,54,2,17,4,16,0,0,0,140,24,22,52.2
Raúl García,ESP,"FW,MF",36,1986,10.7,4,0,0,14,19,8,13,6,8,0,0,0,31,40,38,51.3
Unai Simón,ESP,GK,25,1997,30.5,2,0,0,0,1,0,0,0,0,0,0,0,36,0,0,
Unai Vencedor Paris,ESP,MF,21,2000,2.1,2,0,0,12,2,0,2,1,1,0,0,0,19,1,0,100.0
Yeray Álvarez,ESP,DF,27,1995,25.9,7,1,0,22,22,1,9,48,23,0,2,0,194,55,39,58.5
Yuri Berchiche,ESP,DF,32,1990,26.7,9,1,1,31,33,5,66,40,32,1,1,0,173,51,26,66.2
Álex Berenguer,ESP,FW,27,1995,25.5,2,0,0,48,25,19,162,10,37,0,0,0,114,35,42,45.5
Óscar de Marcos,ESP,DF,33,1989,31.3,7,0,0,43,16,2,130,29,33,0,0,1,198,25,23,52.1
