General,General,General,General,General,General,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal kicks,Goal kicks,Goal kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper
Player,Nation,Pos,Age,Born,90s,Ga,Pka,Fk,Ck,Og,Psxg,Psxg/sot,Psxg+/-,/90,Cmp,Att,Cmp%,Att (gk),Thr,Launch%,Avglen,Att,Launch%,Avglen,Opp,Stp,Stp%,#opa,#opa/90,Avgdist
Julen Agirrezabala,ESP,GK,21,2000,7.5,6,0,0,0,0,5.5,0.3,-0.5,-0.06,37,101,36.6,179,33,29.6,30.5,62,77.4,55.4,96,11,11.5,10,1.33,15.4
Unai Simón,ESP,GK,25,1997,30.5,37,3,1,1,3,31.7,0.28,-2.3,-0.08,134,351,38.2,762,154,30.6,33.2,186,63.4,49.4,355,18,5.1,40,1.31,17.5
