General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Playing time,Starts,Starts,Starts,Subs,Subs,Subs,Team success,Team success,Team success,Team success,Team success,Team success,Team success (xg),Team success (xg),Team success (xg),Team success (xg),Team success (xg)
Player,Nation,Pos,Age,Born,Mp,Min,Mn/mp,Min%,90s,Starts,Mn/start,Compl,Subs,Mn/sub,Unsub,Ppm,Ong,Onga,+/-,+/-90,On-off,Onxg,Onxga,Xg+/-,Xg+/-90,On-off
Abdou Diallo,SEN,"DF,MF",26,1996,8,478,60,15.6,5.3,5,87,4,3,14,12,2.75,11,4,7,1.32,0.76,9.0,5.4,3.6,0.69,-0.07
Alexander Sørloth,NOR,FW,26,1995,1,6,6,0.2,0.1,0,,0,1,6,1,1.0,0,0,0,0.0,-0.68,0.2,0.0,0.2,2.77,2.02
Amadou Haidara,MLI,MF,24,1998,31,1430,46,46.7,15.9,15,73,3,16,21,2,1.9,31,18,13,0.82,0.27,30.3,16.6,13.7,0.86,0.21
André Silva,POR,FW,26,1995,31,1738,56,56.8,19.3,20,77,6,11,17,3,1.84,37,25,12,0.62,-0.13,36.5,23.0,13.5,0.7,-0.11
Benjamin Henrichs,GER,"DF,MF",25,1997,30,2188,73,71.5,24.3,23,85,17,7,32,3,1.87,39,35,4,0.16,-1.8,41.3,29.3,12.1,0.5,-0.88
Caden Clark,USA,MF,19,2003,0,,,,,0,,0,0,,5,,,,,,,,,,,
Christopher Nkunku,FRA,"FW,MF",24,1997,25,1897,76,62.0,21.1,20,88,15,5,29,0,2.08,44,28,16,0.76,0.22,43.4,22.3,21.1,1.0,0.66
Dani Olmo,ESP,"MF,FW",24,1998,23,1282,56,41.9,14.2,15,74,4,8,21,0,2.0,32,16,16,1.12,0.77,28.6,11.6,17.0,1.19,0.77
David Raum,GER,"DF,MF",24,1998,28,1685,60,55.1,18.7,19,81,9,9,17,5,1.89,37,21,16,0.85,0.4,33.9,20.9,13.0,0.69,-0.12
Dominik Szoboszlai,HUN,"MF,FW",21,2000,31,2444,79,79.9,27.2,28,84,17,3,33,0,1.94,51,32,19,0.7,0.12,52.5,31.5,21.0,0.77,0.12
Emil Forsberg,SWE,"MF,FW",30,1991,30,1482,49,48.4,16.5,16,72,2,14,23,3,1.87,28,26,2,0.12,-1.08,26.8,23.7,3.1,0.19,-1.08
Hugo Novoa,ESP,"DF,FW",19,2003,7,184,26,6.0,2.0,2,63,0,5,12,8,1.71,5,2,3,1.47,0.84,3.8,3.0,0.7,0.36,-0.42
Janis Blaswich,GER,GK,31,1991,26,2340,90,76.5,26.0,26,90,26,0,,7,2.0,48,29,19,0.73,0.23,49.3,27.0,22.3,0.86,0.46
Jonas Nickisch,GER,GK,18,2004,0,,,,,0,,0,0,,4,,,,,,,,,,,
Joško Gvardiol,CRO,DF,20,2002,30,2170,72,70.9,24.1,24,83,19,6,30,2,1.87,45,32,13,0.54,-0.47,45.2,27.7,17.4,0.72,-0.09
Kevin Kampl,SVN,MF,31,1990,30,1372,46,44.8,15.2,16,69,5,14,20,3,2.03,28,20,8,0.52,-0.27,28.3,16.2,12.1,0.8,0.09
Konrad Laimer,AUT,MF,25,1997,21,1468,70,48.0,16.3,17,82,7,4,17,1,1.95,25,20,5,0.31,-0.71,26.8,18.8,8.0,0.49,-0.5
Lukas Klostermann,GER,DF,26,1996,15,907,60,29.6,10.1,10,86,8,5,9,6,2.0,14,9,5,0.5,-0.26,17.3,8.7,8.6,0.86,0.15
Marcel Halstenberg,GER,DF,30,1991,31,1557,50,50.9,17.3,17,76,4,14,19,1,2.0,33,21,12,0.69,0.03,31.8,17.6,14.2,0.82,0.14
Mohamed Simakan,FRA,DF,22,2000,24,1454,61,47.5,16.2,18,76,8,6,14,5,1.88,29,17,12,0.74,0.13,29.8,15.0,14.8,0.91,0.31
Péter Gulácsi,HUN,GK,32,1990,6,540,90,17.6,6.0,6,90,6,0,,0,1.33,10,10,0,0.0,-0.82,9.6,8.8,0.8,0.13,-0.75
Sanoussy Ba,GER,DF,18,2004,1,1,1,0.0,0.0,0,,0,1,1,18,3.0,0,0,0,0.0,-0.68,0.0,0.0,0.0,0.0,-0.75
Timo Werner,GER,"FW,MF",26,1996,27,1937,72,63.3,21.5,23,80,8,4,26,0,1.81,35,23,12,0.56,-0.32,34.4,21.8,12.5,0.58,-0.45
Willi Orban,HUN,DF,29,1992,33,2951,89,96.4,32.8,33,89,32,0,,1,2.0,62,39,23,0.7,0.7,60.7,35.4,25.3,0.77,0.65
Xaver Schlager,AUT,MF,24,1997,22,1506,68,49.2,16.7,16,87,12,6,19,5,2.23,40,17,23,1.37,1.37,34.8,16.4,18.4,1.1,0.69
Yussuf Poulsen,DEN,FW,28,1994,19,411,22,13.4,4.6,3,61,0,16,14,5,2.05,13,3,10,2.19,1.75,10.5,5.8,4.7,1.03,0.33
Ørjan Nyland,NOR,GK,31,1990,2,180,90,5.9,2.0,2,90,2,0,,23,3.0,6,2,4,2.0,1.41,3.8,1.4,2.4,1.21,0.49
