General,General,General,General,General,General,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-ons,Take-ons,Take-ons,Take-ons,Take-ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
Player,Nation,Pos,Age,Born,90s,Touches,Def pen,Def 3rd,Mid 3rd,Att 3rd,Att pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,Totdist,Prgdist,Prgc,1/3,Cpa,Mis,Dis,Rec,Prgr
Abdou Diallo,SEN,"DF,MF",26,1996,5.3,443,57,203,216,27,8,443,5,3,60.0,1,20.0,277,1519,942,11,3,1,3,6,305,3
Alexander Sørloth,NOR,FW,26,1995,0.1,3,0,0,0,3,3,3,1,0,0.0,1,100.0,1,2,0,0,0,0,0,0,1,1
Amadou Haidara,MLI,MF,24,1998,15.9,980,32,191,619,174,7,980,12,9,75.0,2,16.7,561,2494,1190,10,19,0,11,13,636,8
André Silva,POR,FW,26,1995,19.3,717,8,39,281,409,120,717,61,21,34.4,29,47.5,478,2386,984,35,21,23,65,43,556,142
Benjamin Henrichs,GER,"DF,MF",25,1997,24.3,1856,65,520,872,479,49,1856,38,20,52.6,13,34.2,1076,4998,2346,48,36,8,32,17,1156,149
Christopher Nkunku,FRA,"FW,MF",24,1997,21.1,854,17,57,356,448,128,850,77,38,49.4,27,35.1,588,2929,1225,43,23,23,45,38,672,176
Dani Olmo,ESP,"MF,FW",24,1998,14.2,802,6,71,385,360,53,802,74,38,51.4,24,32.4,508,2620,1358,34,36,15,45,30,599,86
David Raum,GER,"DF,MF",24,1998,18.7,1367,41,365,547,471,34,1367,34,8,23.5,21,61.8,721,3092,1564,44,23,10,17,9,817,127
Dominik Szoboszlai,HUN,"MF,FW",21,2000,27.2,1908,28,235,952,750,56,1907,105,53,50.5,41,39.0,1134,6004,2911,75,68,12,57,33,1294,157
Emil Forsberg,SWE,"MF,FW",30,1991,16.5,672,5,45,332,300,28,670,29,15,51.7,13,44.8,430,1978,855,20,29,3,28,12,497,77
Hugo Novoa,ESP,"DF,FW",19,2003,2.0,135,1,21,58,58,11,135,10,5,50.0,4,40.0,71,460,124,5,1,3,1,7,86,20
Janis Blaswich,GER,GK,31,1991,26.0,1191,846,1160,31,0,0,1191,1,1,100.0,0,0.0,786,2838,1493,0,0,0,0,0,752,0
Joško Gvardiol,CRO,DF,20,2002,24.1,2369,244,1099,1212,71,22,2369,18,16,88.9,2,11.1,1710,8087,4336,27,13,3,9,6,1795,4
Kevin Kampl,SVN,MF,31,1990,15.2,1016,26,201,656,169,4,1016,12,9,75.0,2,16.7,652,3395,1668,23,23,2,19,10,707,15
Konrad Laimer,AUT,MF,25,1997,16.3,985,26,203,553,249,38,985,56,32,57.1,18,32.1,611,3339,1895,51,29,10,35,22,645,52
Lukas Klostermann,GER,DF,26,1996,10.1,873,54,372,458,48,5,873,2,1,50.0,1,50.0,549,2340,1092,5,8,0,3,4,634,12
Marcel Halstenberg,GER,DF,30,1991,17.3,1330,38,408,653,282,21,1330,17,10,58.8,7,41.2,717,3048,1498,22,19,4,19,7,819,66
Mohamed Simakan,FRA,DF,22,2000,16.2,1301,89,434,668,211,28,1301,31,12,38.7,15,48.4,768,3765,2170,32,23,2,22,6,869,72
Péter Gulácsi,HUN,GK,32,1990,6.0,225,180,225,0,0,0,225,0,0,,0,,142,625,303,0,0,0,0,0,119,0
Sanoussy Ba,GER,DF,18,2004,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0
Timo Werner,GER,"FW,MF",26,1996,21.5,904,6,65,367,479,133,904,64,27,42.2,32,50.0,578,3302,1482,65,20,44,53,21,716,209
Willi Orban,HUN,DF,29,1992,32.8,3000,331,1473,1441,99,55,3000,17,8,47.1,6,35.3,2032,9699,4775,16,21,1,13,8,2167,9
Xaver Schlager,AUT,MF,24,1997,16.7,1090,35,275,677,160,3,1090,24,13,54.2,8,33.3,680,3392,1828,23,22,1,21,14,734,12
Yussuf Poulsen,DEN,FW,28,1994,4.6,198,6,17,102,80,28,198,9,6,66.7,3,33.3,125,616,271,10,3,3,27,10,165,40
Ørjan Nyland,NOR,GK,31,1990,2.0,103,79,103,0,0,0,103,0,0,,0,,78,422,196,0,0,0,0,0,60,0
