General,General,General,General,General,General,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial duels,Aerial duels,Aerial duels
Player,Nation,Pos,Age,Born,90s,Crdy,Crdr,2crdy,Fls,Fld,Off,Crs,Int,Tklw,Pkwon,Pkcon,Og,Recov,Won,Lost,Won%
Abdou Diallo,SEN,"DF,MF",26,1996,5.3,2,0,0,3,2,1,1,8,5,0,1,0,40,12,11,52.2
Alexander Sørloth,NOR,FW,26,1995,0.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Amadou Haidara,MLI,MF,24,1998,15.9,7,0,0,29,11,0,3,26,11,1,1,0,103,24,31,43.6
André Silva,POR,FW,26,1995,19.3,3,0,0,32,44,10,4,3,6,0,0,0,48,20,35,36.4
Benjamin Henrichs,GER,"DF,MF",25,1997,24.3,8,0,0,37,28,3,47,35,46,0,0,0,169,22,14,61.1
Christopher Nkunku,FRA,"FW,MF",24,1997,21.1,4,0,0,18,37,12,17,8,4,3,0,0,59,17,26,39.5
Dani Olmo,ESP,"MF,FW",24,1998,14.2,2,0,0,17,40,1,11,6,9,0,0,0,84,8,17,32.0
David Raum,GER,"DF,MF",24,1998,18.7,5,0,0,21,14,2,141,16,25,0,2,0,113,16,12,57.1
Dominik Szoboszlai,HUN,"MF,FW",21,2000,27.2,5,2,1,25,39,2,117,17,28,0,1,0,151,7,18,28.0
Emil Forsberg,SWE,"MF,FW",30,1991,16.5,2,0,0,22,25,7,17,3,11,0,0,0,59,12,17,41.4
Hugo Novoa,ESP,"DF,FW",19,2003,2.0,0,0,0,6,2,4,10,1,2,0,0,0,4,3,4,42.9
Janis Blaswich,GER,GK,31,1991,26.0,0,0,0,1,3,0,0,0,0,0,1,0,46,11,0,100.0
Joško Gvardiol,CRO,DF,20,2002,24.1,2,0,0,20,13,1,4,34,17,0,1,1,167,43,34,55.8
Kevin Kampl,SVN,MF,31,1990,15.2,8,0,0,22,7,1,4,22,11,0,0,0,117,7,19,26.9
Konrad Laimer,AUT,MF,25,1997,16.3,8,0,0,30,22,2,12,18,31,0,0,0,121,3,17,15.0
Lukas Klostermann,GER,DF,26,1996,10.1,0,0,0,6,3,1,4,13,8,0,0,0,72,15,18,45.5
Marcel Halstenberg,GER,DF,30,1991,17.3,2,0,0,19,7,0,45,21,21,1,0,0,102,26,16,61.9
Mohamed Simakan,FRA,DF,22,2000,16.2,2,0,0,24,25,2,14,16,14,0,1,0,92,38,25,60.3
Péter Gulácsi,HUN,GK,32,1990,6.0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,
Sanoussy Ba,GER,DF,18,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Timo Werner,GER,"FW,MF",26,1996,21.5,2,0,0,6,13,25,29,7,5,0,0,0,55,5,11,31.3
Willi Orban,HUN,DF,29,1992,32.8,3,0,0,17,34,3,3,39,30,0,0,1,194,111,75,59.7
Xaver Schlager,AUT,MF,24,1997,16.7,2,0,0,27,24,1,2,17,24,0,0,0,132,13,20,39.4
Yussuf Poulsen,DEN,FW,28,1994,4.6,1,0,0,10,9,2,4,0,4,0,0,0,21,27,12,69.2
Ørjan Nyland,NOR,GK,31,1990,2.0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0.0
