comp,round,result,squad,opponent,start,min,performance_sota,performance_ga,performance_saves,performance_save%,performance_cs,penalty kicks_pkatt,penalty kicks_pka,penalty kicks_pksv,penalty kicks_pkm,date,match_id
Premier League,Matchweek 17,L 1–3,33c895d4,d07537b9,0,0,0,0,0,0,0,0,0,0,0,2022-12-26,3527c390
Premier League,Matchweek 18,L 1–2,33c895d4,fd962109,0,0,0,0,0,0,0,0,0,0,0,2022-12-31,a15bf99e
Premier League,Matchweek 19,L 0–1,33c895d4,e4a775cb,0,0,0,0,0,0,0,0,0,0,0,2023-01-04,cc17c735
Premier League,Matchweek 20,W 2–1,33c895d4,d3fd31cc,0,0,0,0,0,0,0,0,0,0,0,2023-01-14,11603f7f
Premier League,Matchweek 21,L 0–1,33c895d4,8602292d,0,0,0,0,0,0,0,0,0,0,0,2023-01-21,91d49468
Premier League,Matchweek 22,L 0–3,33c895d4,cd051869,0,0,0,0,0,0,0,0,0,0,0,2023-02-04,ef31dad5
Premier League,Matchweek 23,L 1–2,33c895d4,8cec06e1,0,0,0,0,0,0,0,0,0,0,0,2023-02-11,8c7913ed
Premier League,Matchweek 24,W 1–0,33c895d4,cff3d9bb,0,0,0,0,0,0,0,0,0,0,0,2023-02-18,8d750d5d
Premier League,Matchweek 25,L 0–1,33c895d4,5bfb9659,0,0,0,0,0,0,0,0,0,0,0,2023-02-25,9edb32a3
Premier League,Matchweek 26,W 1–0,33c895d4,a2d435b3,0,0,0,0,0,0,0,0,0,0,0,2023-03-04,4d14422c
Premier League,Matchweek 7,L 0–2,33c895d4,cd051869,0,0,0,0,0,0,0,0,0,0,0,2023-03-15,a4202b5b
