comp,round,result,squad,opponent,start,min,performance_sota,performance_ga,performance_saves,performance_save%,performance_cs,penalty kicks_pkatt,penalty kicks_pka,penalty kicks_pksv,penalty kicks_pkm,date,match_id
Premier League,Matchweek 1,L 0–2,7c21e445,b8fd03ef,0,0,0,0,0,0,0,0,0,0,0,2022-08-07,ece62baf
Premier League,Matchweek 2,L 0–1,7c21e445,e4a775cb,0,0,0,0,0,0,0,0,0,0,0,2022-08-14,b1ebeda5
Premier League,Matchweek 5,D 1–1,7c21e445,361ca564,0,0,0,0,0,0,0,0,0,0,0,2022-08-31,9f221621
Premier League,Matchweek 6,L 1–2,7c21e445,cff3d9bb,0,0,0,0,0,0,0,0,0,0,0,2022-09-03,d7642197
Premier League,Matchweek 11,D 1–1,7c21e445,33c895d4,0,0,0,0,0,0,0,0,0,0,0,2022-10-16,2f5adfad
Premier League,Matchweek 12,L 0–1,7c21e445,822bd0ba,0,0,0,0,0,0,0,0,0,0,0,2022-10-19,dba5c5ec
Premier League,Matchweek 13,W 2–0,7c21e445,4ba7cbea,0,0,0,0,0,0,0,0,0,0,0,2022-10-24,e9d1a18b
Premier League,Matchweek 20,L 0–1,7c21e445,8cec06e1,0,0,0,0,0,0,0,0,0,0,0,2023-01-14,20fbd1a1
Premier League,Matchweek 25,L 1–4,4ba7cbea,b8fd03ef,0,0,0,0,0,0,0,0,0,0,0,2023-02-25,e731c1dd
Premier League,Matchweek 26,L 2–3,4ba7cbea,18bb7c10,0,0,0,0,0,0,0,0,0,0,0,2023-03-04,3e9a33fc
Premier League,Matchweek 38,L 0–1,4ba7cbea,d3fd31cc,0,0,0,0,0,0,0,0,0,0,0,2023-05-28,94de848f
