comp,round,result,squad,opponent,start,min,performance_sota,performance_ga,performance_saves,performance_save%,performance_cs,performance_psxg,penalty kicks_pkatt,penalty kicks_pka,penalty kicks_pksv,penalty kicks_pkm,launched_cmp,launched_att,launched_cmp%,passes_att (gk),passes_thr,passes_launch%,passes_avglen,goal kicks_att,goal kicks_launch%,goal kicks_avglen,crosses_opp,crosses_stp,crosses_stp%,sweeper_#opa,sweeper_avgdist,date,match_id
Premier League,Matchweek 1,W 2–0,b8fd03ef,7c21e445,1,90,1,0,1,100.0,1,0.1,0,0,0,0,1,4,25.0,38,5,10.5,25.0,5,0.0,19.4,11,1,9.1,3,21.8,2022-08-07,ece62baf
Premier League,Matchweek 2,W 4–0,b8fd03ef,4ba7cbea,1,90,1,0,1,100.0,1,0.1,0,0,0,0,0,1,0.0,15,3,6.7,24.3,1,0.0,10.0,6,1,16.7,0,11.0,2022-08-13,311d705c
Premier League,Matchweek 3,D 3–3,b8fd03ef,b2b47a98,1,90,5,3,2,40.0,0,2.3,0,0,0,0,3,7,42.9,35,13,17.1,28.4,4,25.0,33.8,9,1,11.1,1,12.0,2022-08-21,b513d9fe
Premier League,Matchweek 4,W 4–2,b8fd03ef,47c64c55,1,90,2,2,1,0.0,0,0.3,0,0,0,0,1,1,100.0,22,3,4.5,24.4,2,0.0,22.5,4,1,25.0,1,17.3,2022-08-27,3b9bbac7
Premier League,Matchweek 5,W 6–0,b8fd03ef,e4a775cb,1,90,1,0,1,100.0,1,0.1,0,0,0,0,1,5,20.0,31,1,12.9,29.8,4,25.0,29.5,6,0,0.0,4,22.0,2022-08-31,9760b466
Premier League,Matchweek 6,D 1–1,b8fd03ef,8602292d,1,90,1,1,0,0.0,0,0.6,0,0,0,0,2,5,40.0,31,1,16.1,26.5,3,0.0,32.7,7,0,0.0,0,9.5,2022-09-03,3091f0b8
Premier League,Matchweek 8,W 3–0,b8fd03ef,8cec06e1,1,90,1,0,1,100.0,1,0.1,0,0,0,0,1,3,33.3,26,4,7.7,24.2,6,16.7,23.2,7,1,14.3,2,15.5,2022-09-17,96b5cc15
Premier League,Matchweek 9,W 6–3,b8fd03ef,19538871,1,90,8,3,5,75.0,0,2.9,1,1,0,0,9,16,56.3,62,3,22.6,27.1,8,25.0,32.9,4,0,0.0,3,17.1,2022-10-02,886e6108
Premier League,Matchweek 10,W 4–0,b8fd03ef,33c895d4,1,90,0,0,0,,1,0.0,0,0,0,0,4,7,57.1,34,4,20.6,25.6,4,0.0,20.0,5,1,20.0,0,11.0,2022-10-08,864294c0
Premier League,Matchweek 11,L 0–1,b8fd03ef,822bd0ba,1,90,2,1,1,50.0,0,0.7,0,0,0,0,1,2,50.0,32,4,6.3,24.3,8,0.0,16.6,11,0,0.0,1,19.0,2022-10-16,2ed4b79f
Premier League,Matchweek 13,W 3–1,b8fd03ef,d07537b9,1,90,2,1,1,50.0,0,0.3,0,0,0,0,4,20,20.0,47,5,31.9,33.4,7,71.4,54.7,13,2,15.4,4,18.5,2022-10-22,cd5cd3f0
Premier League,Matchweek 14,W 1–0,b8fd03ef,a2d435b3,1,90,5,0,5,100.0,1,0.4,0,0,0,0,1,5,20.0,23,7,17.4,25.4,6,16.7,26.3,8,0,0.0,1,25.5,2022-10-29,96b9ae4e
Premier League,Matchweek 15,W 2–1,b8fd03ef,fd962109,1,90,2,1,1,100.0,0,1.3,1,1,0,0,3,7,42.9,38,2,15.8,23.7,2,50.0,45.0,6,0,0.0,0,,2022-11-05,6ef27b3c
Premier League,Matchweek 16,L 1–2,b8fd03ef,cd051869,1,90,7,2,5,71.4,0,2.4,0,0,0,0,3,5,60.0,27,8,14.8,27.8,3,33.3,34.7,10,3,30.0,1,12.4,2022-11-12,28b60c1b
Premier League,Matchweek 17,W 3–1,b8fd03ef,5bfb9659,1,90,1,1,0,0.0,0,0.3,0,0,0,0,3,7,42.9,39,5,17.9,28.1,6,0.0,16.5,7,1,14.3,1,16.3,2022-12-28,a85ef749
Premier League,Matchweek 18,D 1–1,b8fd03ef,d3fd31cc,1,90,1,1,0,0.0,0,0.6,0,0,0,0,0,0,,18,4,0.0,20.4,0,,,8,0,0.0,2,21.0,2022-12-31,bcfb66ff
Premier League,Matchweek 19,W 1–0,b8fd03ef,cff3d9bb,1,90,2,0,2,100.0,1,0.6,0,0,0,0,5,12,41.7,22,6,36.4,34.1,6,66.7,50.3,13,0,0.0,0,,2023-01-05,eacda90c
Premier League,Matchweek 20,L 1–2,b8fd03ef,19538871,1,90,3,2,1,33.3,0,1.6,0,0,0,0,4,7,57.1,48,6,12.5,24.7,4,25.0,30.5,4,2,50.0,2,16.3,2023-01-14,f0fd7541
Premier League,Matchweek 7,W 4–2,b8fd03ef,361ca564,1,90,3,2,1,33.3,0,0.3,0,0,0,0,5,12,41.7,31,4,32.3,32.5,4,50.0,26.8,8,1,12.5,0,13.3,2023-01-19,847f0a9c
Premier League,Matchweek 21,W 3–0,b8fd03ef,8cec06e1,1,90,1,0,1,100.0,1,0.2,0,0,0,0,4,10,40.0,33,6,24.2,31.0,3,66.7,46.0,14,1,7.1,0,10.0,2023-01-22,7337f90a
Premier League,Matchweek 22,L 0–1,b8fd03ef,361ca564,1,90,3,1,2,66.7,0,1.0,0,0,0,0,1,6,16.7,21,2,28.6,31.0,6,0.0,17.0,7,0,0.0,1,9.8,2023-02-05,8a923619
Premier League,Matchweek 23,W 3–1,b8fd03ef,8602292d,1,90,2,1,1,50.0,0,0.4,0,0,0,0,3,4,75.0,27,6,14.8,29.0,2,0.0,18.0,4,0,0.0,1,12.0,2023-02-12,18fcd595
Premier League,Matchweek 12,W 3–1,b8fd03ef,18bb7c10,1,90,1,1,0,100.0,0,1.0,1,1,0,0,9,23,39.1,27,3,51.9,42.4,10,90.0,64.6,11,0,0.0,0,19.0,2023-02-15,b9da01e6
Premier League,Matchweek 24,D 1–1,b8fd03ef,e4a775cb,1,90,1,1,0,0.0,0,1.0,0,0,0,0,2,4,50.0,23,2,17.4,26.0,4,0.0,19.3,3,0,0.0,1,30.0,2023-02-18,7f12d9aa
Premier League,Matchweek 25,W 4–1,b8fd03ef,4ba7cbea,1,90,2,1,1,50.0,0,0.7,0,0,0,0,4,5,80.0,26,7,11.5,22.7,7,28.6,33.1,14,2,14.3,1,10.0,2023-02-25,e731c1dd
