NED-Eredivisie
2223
PSV Eindhoven
André Ramalho
BRA
DF
30
1992
28
20
1832
20.4
0
0
0
0
0
0
2
0
1.0
1.0
0.1
1.1
11
78
0
0.0
0.0
0.0
0.0
0.0
0.05
0.0
0.05
0.05
0.05
