General,General,General,General,General,General,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-ons,Take-ons,Take-ons,Take-ons,Take-ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
Player,Nation,Pos,Age,Born,90s,Touches,Def pen,Def 3rd,Mid 3rd,Att 3rd,Att pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,Totdist,Prgdist,Prgc,1/3,Cpa,Mis,Dis,Rec,Prgr
Abdou Harroui,NED,MF,24,1998,7.2,395,16,68,211,126,15,395,15,11,73.3,4,26.7,228,1379,632,21,20,3,12,13,279,32
Agustín Álvarez Martínez,URU,"FW,MF",21,2001,4.1,155,4,12,76,71,16,155,17,7,41.2,8,47.1,80,294,95,2,1,2,16,12,96,19
Alessandro Russo,ITA,GK,21,2001,1.0,55,47,55,0,0,0,55,0,0,,0,,33,125,68,0,0,0,0,0,33,0
Andrea Consigli,ITA,GK,35,1987,35.0,1480,1194,1468,11,1,0,1480,0,0,,0,,873,4354,2708,0,0,0,1,0,761,0
Andrea Pinamonti,ITA,FW,23,1999,24.0,738,11,26,351,367,120,737,30,10,33.3,17,56.7,383,1470,443,17,11,11,60,56,567,166
Armand Lauriente,FRA,FW,23,1998,24.2,1100,7,81,392,654,106,1099,140,64,45.7,59,42.1,762,6095,3186,127,68,50,56,53,816,263
Davide Frattesi,ITA,MF,22,1999,31.9,1417,68,280,704,456,109,1417,74,34,45.9,27,36.5,809,4866,2374,73,54,21,56,44,993,94
Domenico Berardi,ITA,FW,27,1994,20.7,1179,17,102,463,628,111,1171,50,22,44.0,20,40.0,766,3818,1586,57,29,31,60,23,905,213
Emil Ceide,NOR,FW,20,2001,5.7,233,1,30,80,124,39,233,25,8,32.0,14,56.0,160,1103,709,37,13,23,15,8,182,47
Filippo Romagna,ITA,DF,25,1997,0.5,40,8,29,11,0,0,40,0,0,,0,,30,124,66,1,0,0,0,0,29,0
Giacomo Raspadori,ITA,FW,22,2000,0.5,15,0,0,7,8,2,15,0,0,,0,,10,33,6,0,1,0,2,1,12,4
Gian Marco Ferrari,ITA,DF,30,1992,24.7,1476,210,749,672,66,14,1476,2,0,0.0,1,50.0,858,4530,2799,11,10,0,10,2,938,4
Gianluca Pegolo,ITA,GK,41,1981,2.0,81,71,81,0,0,0,81,0,0,,0,,46,198,122,0,0,0,0,0,43,0
Giorgos Kyriakopoulos,GRE,"FW,DF",26,1996,8.5,505,14,140,187,186,16,505,31,14,45.2,15,48.4,312,1875,1061,17,15,5,14,18,333,46
Grégoire Defrel,MTQ,FW,31,1991,13.0,362,7,34,175,159,34,362,21,7,33.3,14,66.7,216,1003,331,11,12,2,28,17,254,75
Hamed Junior Traorè,CIV,"MF,FW",22,2000,6.6,308,3,43,142,127,24,308,15,4,26.7,9,60.0,194,1312,600,14,7,7,16,23,226,36
Janis Antiste,FRA,FW,19,2002,0.6,23,0,7,9,7,1,23,1,0,0.0,1,100.0,14,49,9,0,0,0,1,0,16,2
Jeremy Toljan,GER,DF,27,1994,29.7,1817,79,630,868,328,23,1817,13,7,53.8,6,46.2,970,5068,2834,56,41,3,25,14,1105,99
Kaan Ayhan,TUR,DF,27,1994,6.1,385,54,198,182,6,0,385,0,0,,0,,235,1168,744,8,5,0,0,1,264,0
Kristian Thorstvedt,NOR,MF,23,1999,12.6,629,20,97,366,178,36,629,15,7,46.7,2,13.3,339,1778,892,31,19,7,20,11,445,54
Luca D'Andrea,ITA,FW,17,2004,3.5,129,0,17,61,53,12,129,12,4,33.3,6,50.0,81,535,314,11,4,5,11,7,91,29
Martin Erlic,CRO,DF,24,1998,25.9,1562,199,855,693,21,10,1562,2,1,50.0,1,50.0,912,4147,2132,7,2,1,13,1,964,1
Matheus Henrique,BRA,MF,24,1997,21.6,1025,29,153,563,321,31,1025,53,34,64.2,10,18.9,696,3965,1950,40,39,3,28,16,766,68
Maxime Lopez,FRA,MF,24,1997,25.5,1855,60,456,1070,345,14,1855,27,11,40.7,15,55.6,1214,6585,3157,54,58,2,17,12,1407,40
Mert Müldür,TUR,"FW,DF",23,1999,0.1,3,0,2,1,0,0,3,0,0,,0,,3,6,4,0,0,0,0,0,3,0
Nadir Zortea,ITA,DF,23,1999,7.3,506,27,160,230,118,8,506,20,6,30.0,9,45.0,276,1617,934,24,19,3,12,5,302,25
Nedim Bajrami,ALB,"FW,MF",23,1999,9.1,451,8,63,150,247,29,451,32,18,56.3,12,37.5,278,1652,739,23,16,12,20,9,295,96
Pedro Obiang,EQG,MF,30,1992,9.7,527,34,138,339,53,2,527,8,3,37.5,4,50.0,262,1022,335,0,7,0,6,2,325,6
Riccardo Marchizza,ITA,DF,24,1998,3.1,205,11,51,106,48,1,205,5,1,20.0,4,80.0,129,563,338,3,6,0,2,3,135,15
Rogério,BRA,DF,24,1998,33.3,2308,94,780,1033,523,31,2308,41,23,56.1,11,26.8,1272,7803,4585,110,65,13,28,8,1419,115
Ruan,BRA,DF,23,1999,19.0,1136,191,681,431,28,13,1136,4,3,75.0,1,25.0,601,2703,1221,6,5,0,4,5,660,3
