General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Playing time,Starts,Starts,Starts,Subs,Subs,Subs,Team success,Team success,Team success,Team success,Team success,Team success,Team success (xg),Team success (xg),Team success (xg),Team success (xg),Team success (xg)
Grégoire Defrel,MTQ,FW,31,1991,27,1167,43,34.1,13.0,13,65,0,14,23,0,1.26,13,24,-11,-0.85,-0.73,14.4,17.1,-2.7,-0.21,-0.39
Hamed Junior Traorè,CIV,"MF,FW",22,2000,11,591,54,17.3,6.6,6,70,1,5,34,0,0.73,10,10,0,0.0,0.45,9.6,9.4,0.2,0.03,-0.02
Janis Antiste,FRA,FW,19,2002,2,52,26,1.5,0.6,0,,0,2,26,13,1.5,2,1,1,1.73,2.13,1.0,1.0,0.0,-0.08,-0.13
Jeremy Toljan,GER,DF,27,1994,31,2672,86,78.1,29.7,29,89,27,2,51,2,1.0,32,48,-16,-0.54,-0.78,39.9,39.4,0.5,0.02,-0.15
Kaan Ayhan,TUR,DF,27,1994,10,545,55,15.9,6.1,5,90,5,5,19,8,1.4,6,11,-5,-0.83,-0.54,5.7,7.3,-1.6,-0.26,-0.37
Kevin Bruno,ITA,MF,17,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,
Kristian Thorstvedt,NOR,MF,23,1999,31,1136,37,33.2,12.6,13,63,1,18,18,6,1.1,15,27,-12,-0.95,-0.87,16.5,20.0,-3.5,-0.28,-0.49
Luca D'Andrea,ITA,FW,17,2004,5,316,63,9.2,3.5,5,63,0,0,,16,1.4,2,4,-2,-0.57,-0.22,1.9,4.1,-2.2,-0.61,-0.73
Martin Erlic,CRO,DF,24,1998,28,2330,83,68.1,25.9,26,88,22,2,15,8,1.43,35,36,-1,-0.04,1.03,36.8,32.0,4.7,0.18,0.42
Matheus Henrique,BRA,MF,24,1997,30,1947,65,56.9,21.6,21,80,9,9,30,8,1.17,27,39,-12,-0.55,-0.43,29.1,26.7,2.3,0.11,0.14
Maxime Lopez,FRA,MF,24,1997,30,2296,77,67.1,25.5,25,85,18,5,34,2,1.27,29,36,-7,-0.27,0.29,34.6,33.3,1.3,0.05,0.0
Mert Müldür,TUR,"FW,DF",23,1999,2,13,7,0.4,0.1,1,6,0,1,7,6,0.0,0,0,0,0.0,0.37,0.0,0.0,0.0,-0.32,-0.37
Nadir Zortea,ITA,DF,23,1999,10,657,66,19.2,7.3,7,87,6,3,15,6,1.4,10,11,-1,-0.14,0.29,9.5,10.9,-1.4,-0.19,-0.3
Nedim Bajrami,ALB,"FW,MF",23,1999,18,819,46,23.9,9.1,7,71,1,11,29,0,1.39,9,19,-10,-1.1,-0.96,11.7,11.9,-0.2,-0.02,-0.09
Pedro Obiang,EQG,MF,30,1992,17,876,52,25.6,9.7,11,72,4,6,13,21,1.47,17,17,0,0.0,0.5,14.7,12.3,2.4,0.24,0.26
Riccardo Marchizza,ITA,DF,24,1998,10,283,28,8.3,3.1,3,62,0,7,14,28,1.7,6,9,-3,-0.95,-0.64,3.4,4.1,-0.8,-0.24,-0.32
Rogério,BRA,DF,24,1998,36,2996,83,87.6,33.3,34,88,29,2,9,1,1.14,41,55,-14,-0.42,-0.42,46.2,44.6,1.6,0.05,0.0
Ruan,BRA,DF,23,1999,23,1711,74,50.0,19.0,21,81,12,2,7,12,1.09,25,31,-6,-0.32,0.11,24.6,23.0,1.6,0.09,0.07
