General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Playing time,Starts,Starts,Starts,Subs,Subs,Subs,Team success,Team success,Team success,Team success,Team success,Team success,Team success (xg),Team success (xg),Team success (xg),Team success (xg),Team success (xg)
Player,Nation,Pos,Age,Born,Mp,Min,Mn/mp,Min%,90s,Starts,Mn/start,Compl,Subs,Mn/sub,Unsub,Ppm,Ong,Onga,+/-,+/-90,On-off,Onxg,Onxga,Xg+/-,Xg+/-90,On-off
Abdou Harroui,NED,MF,24,1998,23,647,28,18.9,7.2,5,66,1,18,18,14,1.35,5,9,-4,-0.56,-0.23,7.6,9.3,-1.7,-0.24,-0.36
Adrian Cannavaro,ITA,DF,18,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
Agustín Álvarez Martínez,URU,"FW,MF",21,2001,22,368,17,10.8,4.1,1,53,0,21,15,13,0.86,6,9,-3,-0.73,-0.41,4.8,6.3,-1.5,-0.38,-0.48
Alessandro Russo,ITA,GK,21,2001,1,90,90,2.6,1.0,1,90,1,0,,33,0.0,1,3,-2,-2.0,-1.68,1.1,1.6,-0.5,-0.5,-0.56
Andrea Consigli,ITA,GK,35,1987,35,3150,90,92.1,35.0,35,90,35,0,,1,1.26,45,55,-10,-0.29,1.05,48.4,44.0,4.4,0.13,0.96
Andrea Pinamonti,ITA,FW,23,1999,32,2161,68,63.2,24.0,25,77,8,7,32,0,1.16,29,32,-3,-0.12,0.66,34.8,28.8,6.0,0.25,0.55
Armand Lauriente,FRA,FW,23,1998,28,2175,78,63.6,24.2,27,80,9,1,25,0,1.29,33,33,0,0.0,1.01,33.0,28.3,4.6,0.19,0.39
Davide Frattesi,ITA,MF,22,1999,36,2873,80,84.0,31.9,35,81,15,1,33,1,1.22,40,47,-7,-0.22,0.93,43.4,40.3,3.2,0.1,0.31
Domenico Berardi,ITA,FW,27,1994,26,1866,72,54.6,20.7,22,80,11,4,24,1,1.12,30,32,-2,-0.1,0.6,34.3,25.5,8.8,0.42,0.83
Edoardo Pieragnolo,ITA,"DF,MF",19,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
Emil Ceide,NOR,FW,20,2001,19,515,27,15.1,5.7,5,58,0,14,16,17,0.95,8,9,-1,-0.17,0.23,9.1,10.5,-1.4,-0.24,-0.34
Filippo Romagna,ITA,DF,25,1997,2,46,23,1.3,0.5,0,,0,2,23,17,0.5,1,3,-2,-3.91,-3.59,0.9,1.3,-0.4,-0.74,-0.8
Giacomo Raspadori,ITA,FW,22,2000,1,45,45,1.3,0.5,0,,0,1,45,0,0.0,0,1,-1,-2.0,-1.65,0.4,0.9,-0.5,-1.0,-1.06
Gian Marco Ferrari,ITA,DF,30,1992,33,2223,67,65.0,24.7,24,88,21,9,13,4,1.09,27,40,-13,-0.53,-0.45,35.5,35.3,0.2,0.01,-0.12
Gianluca Pegolo,ITA,GK,41,1981,2,180,90,5.3,2.0,2,90,2,0,,36,0.5,1,3,-2,-1.0,-0.67,2.1,4.1,-2.0,-1.0,-1.11
Gioele Zacchi,ITA,GK,19,2003,0,,,,,0,,0,0,,6,,,,,,,,,,,
Giorgos Kyriakopoulos,GRE,"FW,DF",26,1996,12,766,64,22.4,8.5,9,74,1,3,33,8,1.08,10,12,-2,-0.23,0.17,11.4,9.7,1.7,0.2,0.19
