General,General,General,General,General,General,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,General,General,General,General
Player,Nation,Pos,Age,Born,90s,Tkl,Tklw,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+int,Clr,Err
Alessandro Tuia,ITA,DF,32,1990,5.7,10,6,6,4,0,3,9,33.3,6,3,1,2,15,25,29,0
Alexis Blin,FRA,MF,25,1996,26.4,69,39,27,33,9,38,73,52.1,35,55,15,40,34,103,74,0
Antonino Gallo,ITA,DF,22,2000,27.6,56,36,35,12,9,38,57,66.7,19,37,6,31,13,69,71,0
Assan Ceesay,GAM,FW,28,1994,20.1,23,18,7,8,8,9,17,52.9,8,15,2,13,3,26,24,0
Federico Baschirotto,ITA,DF,25,1996,37.0,40,30,35,5,0,22,36,61.1,14,45,29,16,36,76,192,0
Federico Di Francesco,ITA,"FW,MF",28,1994,22.6,28,16,7,11,10,9,19,47.4,10,16,0,16,8,36,14,0
Gabriel Strefezza,BRA,"FW,MF",25,1997,27.1,50,24,18,20,12,27,53,50.9,26,36,3,33,16,66,15,0
Giuseppe Pezzella,ITA,DF,24,1997,10.2,21,9,16,2,3,9,16,56.3,7,11,3,8,8,29,31,1
Joan Gonzàlez,ESP,MF,20,2002,24.4,48,28,20,18,10,17,51,33.3,34,37,8,29,16,64,28,0
Joel Voelkerling Persson,SWE,"FW,MF",19,2003,1.1,1,1,0,0,1,0,1,0.0,1,1,0,1,0,1,0,0
Kastriot Dermaku,ALB,DF,30,1992,0.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Kristijan Bistrović,CRO,MF,24,1998,5.1,3,1,3,0,0,0,5,0.0,5,3,0,3,0,3,4,0
Kristoffer Askildsen,NOR,MF,21,2001,8.1,7,3,2,3,2,4,10,40.0,6,15,4,11,11,18,6,0
Lameck Banda,ZAM,"FW,MF",21,2001,18.2,30,20,13,14,3,15,41,36.6,26,24,2,22,8,38,5,0
Lorenzo Colombo,ITA,FW,20,2002,16.8,17,9,1,9,7,6,14,42.9,8,22,0,22,2,19,7,0
Marcin Listkowski,POL,"MF,FW",24,1998,0.9,0,0,0,0,0,0,0,,0,0,0,0,3,3,2,0
Marin Pongračić,CRO,DF,24,1997,8.8,16,14,8,7,1,5,7,71.4,2,4,3,1,16,32,31,0
Morten Hjulmand,DEN,MF,23,1999,32.9,90,52,49,40,1,37,67,55.2,30,43,11,32,72,162,54,0
Pablo Rodríguez,ESP,"FW,MF",20,2001,0.6,2,1,2,0,0,0,2,0.0,2,3,0,3,0,2,0,0
Pietro Ceccaroni,ITA,DF,26,1995,0.5,0,0,0,0,0,0,0,,0,1,1,0,3,3,2,0
Remi Oudin,FRA,"FW,MF",25,1996,14.7,25,13,9,12,4,10,23,43.5,13,16,2,14,29,54,23,0
Samuel Umtiti,FRA,DF,28,1993,23.5,52,34,25,25,2,18,26,69.2,8,26,14,12,26,78,79,0
Simone Romagnoli,ITA,DF,32,1990,1.9,6,5,3,3,0,2,2,100.0,0,4,1,3,1,7,11,0
Tommaso Cassandro,ITA,DF,22,2000,0.1,1,1,0,1,0,0,0,,0,1,1,0,0,1,0,0
Valentin Gendrey,FRA,DF,22,2000,34.5,88,57,54,25,9,40,71,56.3,31,45,4,41,37,125,89,0
Wladimiro Falcone,ITA,GK,27,1995,38.0,2,0,2,0,0,2,2,100.0,0,0,0,0,2,4,21,3
Youssef Maleh,MAR,MF,23,1998,7.5,17,8,3,7,7,6,14,42.9,8,20,1,19,5,22,10,0
Yıldırım Mert Çetin,TUR,DF,25,1997,0.2,1,0,1,0,0,0,0,,0,0,0,0,1,2,1,0
Þórir Jóhann Helgason,ISL,MF,21,2000,2.5,2,2,1,0,1,2,3,66.7,1,3,1,2,3,5,3,0
