General,General,General,General,General,General,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-ons,Take-ons,Take-ons,Take-ons,Take-ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
Player,Nation,Pos,Age,Born,90s,Touches,Def pen,Def 3rd,Mid 3rd,Att 3rd,Att pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,Totdist,Prgdist,Prgc,1/3,Cpa,Mis,Dis,Rec,Prgr
Alessandro Tuia,ITA,DF,32,1990,5.7,267,26,136,127,7,2,267,4,2,50.0,1,25.0,106,510,264,1,1,0,1,0,123,0
Alexis Blin,FRA,MF,25,1996,26.4,1299,86,352,697,257,33,1299,11,5,45.5,6,54.5,536,2330,1095,13,17,1,34,15,665,32
Antonino Gallo,ITA,DF,22,2000,27.6,1509,91,472,646,415,14,1509,29,15,51.7,10,34.5,683,4301,2501,71,44,5,22,7,706,65
Assan Ceesay,GAM,FW,28,1994,20.1,642,28,69,270,311,71,641,36,22,61.1,12,33.3,304,1456,590,21,15,8,64,25,417,111
Federico Baschirotto,ITA,DF,25,1996,37.0,1823,238,968,771,96,36,1823,5,3,60.0,1,20.0,849,4481,2352,12,4,0,10,2,918,12
Federico Di Francesco,ITA,"FW,MF",28,1994,22.6,745,14,88,288,383,82,745,49,17,34.7,27,55.1,447,2745,1387,50,27,18,56,28,500,177
Gabriel Strefezza,BRA,"FW,MF",25,1997,27.1,1285,14,131,531,648,68,1282,92,36,39.1,42,45.7,839,5004,2248,72,58,19,82,69,935,177
Giuseppe Pezzella,ITA,DF,24,1997,10.2,649,41,217,253,185,11,649,19,7,36.8,9,47.4,320,2060,1151,28,16,3,12,11,334,48
Joan Gonzàlez,ESP,MF,20,2002,24.4,1080,44,226,570,299,37,1080,49,18,36.7,25,51.0,536,2563,1053,18,19,6,50,25,626,67
Joel Voelkerling Persson,SWE,"FW,MF",19,2003,1.1,49,1,1,26,23,3,49,1,1,100.0,0,0.0,22,110,38,1,1,0,5,3,34,10
Kastriot Dermaku,ALB,DF,30,1992,0.4,2,0,0,2,0,0,2,0,0,,0,,0,0,0,0,0,0,0,0,0,0
Kristijan Bistrović,CRO,MF,24,1998,5.1,168,5,29,84,55,3,168,1,1,100.0,0,0.0,83,378,119,4,1,0,3,5,99,8
Kristoffer Askildsen,NOR,MF,21,2001,8.1,351,17,68,190,97,8,351,6,3,50.0,1,16.7,131,665,336,10,2,2,13,3,176,17
Lameck Banda,ZAM,"FW,MF",21,2001,18.2,720,13,75,266,403,74,720,112,48,42.9,48,42.9,505,4583,2236,86,55,38,67,36,509,160
Lorenzo Colombo,ITA,FW,20,2002,16.8,588,6,24,266,304,74,586,37,11,29.7,22,59.5,307,1330,408,14,12,6,79,38,418,119
Marcin Listkowski,POL,"MF,FW",24,1998,0.9,34,2,10,11,13,1,34,0,0,,0,,17,157,81,6,1,0,1,1,20,4
Marin Pongračić,CRO,DF,24,1997,8.8,435,48,232,201,11,4,435,2,2,100.0,0,0.0,223,1491,754,3,1,0,5,0,210,1
Morten Hjulmand,DEN,MF,23,1999,32.9,1665,101,472,982,225,6,1665,26,17,65.4,3,11.5,750,3378,1324,9,16,0,29,19,791,16
Pablo Rodríguez,ESP,"FW,MF",20,2001,0.6,32,0,4,18,11,0,32,1,0,0.0,0,0.0,21,97,54,2,2,0,1,2,22,7
Pietro Ceccaroni,ITA,DF,26,1995,0.5,22,4,9,10,3,1,22,0,0,,0,,7,30,16,0,0,0,0,0,7,1
Remi Oudin,FRA,"FW,MF",25,1996,14.7,776,23,125,341,320,32,776,22,10,45.5,10,45.5,423,2369,869,24,22,5,21,11,448,54
Samuel Umtiti,FRA,DF,28,1993,23.5,1107,123,538,543,37,10,1107,13,6,46.2,5,38.5,529,2483,1341,12,9,0,7,5,530,2
Simone Romagnoli,ITA,DF,32,1990,1.9,100,20,56,43,2,2,100,0,0,,0,,44,159,69,0,0,0,0,0,47,0
Tommaso Cassandro,ITA,DF,22,2000,0.1,8,1,4,3,1,0,8,0,0,,0,,2,5,4,0,0,0,0,0,3,0
Valentin Gendrey,FRA,DF,22,2000,34.5,1811,106,616,778,436,16,1811,35,14,40.0,17,48.6,757,4118,2380,47,34,4,48,12,787,107
Wladimiro Falcone,ITA,GK,27,1995,38.0,1272,1056,1267,5,0,0,1272,0,0,,0,,660,4252,2301,0,0,0,1,0,432,0
Youssef Maleh,MAR,MF,23,1998,7.5,296,11,72,138,87,15,296,8,2,25.0,5,62.5,143,561,266,9,7,3,9,10,167,19
Yıldırım Mert Çetin,TUR,DF,25,1997,0.2,8,2,5,3,0,0,8,0,0,,0,,3,12,1,0,0,0,2,0,2,0
Þórir Jóhann Helgason,ISL,MF,21,2000,2.5,96,8,25,42,31,3,96,1,0,0.0,1,100.0,41,181,88,2,2,1,4,2,50,5
