General,General,General,General,General,General,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,General,General,Expected,Expected,General,General,General,General,General
Player,Nation,Pos,Age,Born,90s,Cmp,Att,Cmp%,Totdist,Prgdist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,Xag,Xa,A-xag,Kp,1/3,Ppa,Crspa,Prgp
Alessandro Tuia,ITA,DF,32,1990,5.7,142,204,69.6,3226,1193,31,42,73.8,82,100,82.0,26,58,44.8,0,0.0,0.1,0.0,1,15,1,1,20
Alexis Blin,FRA,MF,25,1996,26.4,766,963,79.5,12309,3766,379,446,85.0,290,353,82.2,59,96,61.5,0,1.1,0.8,-1.1,15,88,13,3,101
Antonino Gallo,ITA,DF,22,2000,27.6,843,1254,67.2,15118,6837,373,438,85.2,365,511,71.4,89,245,36.3,1,1.9,2.1,-0.9,38,121,34,19,154
Assan Ceesay,GAM,FW,28,1994,20.1,226,394,57.4,2930,366,128,193,66.3,62,106,58.5,12,28,42.9,0,0.8,0.7,-0.8,8,13,5,1,16
Federico Baschirotto,ITA,DF,25,1996,37.0,1049,1432,73.3,22612,8666,280,331,84.6,588,706,83.3,170,350,48.6,0,0.7,0.8,-0.7,8,86,7,3,107
Federico Di Francesco,ITA,"FW,MF",28,1994,22.6,340,511,66.5,4915,1626,191,230,83.0,105,156,67.3,22,63,34.9,2,2.7,2.2,-0.7,25,29,18,3,60
Gabriel Strefezza,BRA,"FW,MF",25,1997,27.1,553,886,62.4,9963,3082,278,353,78.8,170,258,65.9,87,196,44.4,4,4.3,3.8,-0.3,48,64,43,17,107
Giuseppe Pezzella,ITA,DF,24,1997,10.2,419,534,78.5,6752,2619,209,238,87.8,176,215,81.9,25,55,45.5,1,0.6,0.3,0.4,7,44,10,4,65
Joan Gonzàlez,ESP,MF,20,2002,24.4,598,782,76.5,9263,2561,311,380,81.8,218,255,85.5,42,83,50.6,3,1.3,1.6,1.7,15,72,9,3,71
Joel Voelkerling Persson,SWE,"FW,MF",19,2003,1.1,24,39,61.5,241,67,16,19,84.2,5,12,41.7,0,2,0.0,0,0.0,0.0,0.0,1,0,1,0,3
Kastriot Dermaku,ALB,DF,30,1992,0.4,1,2,50.0,27,0,0,0,,1,2,50.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Kristijan Bistrović,CRO,MF,24,1998,5.1,101,140,72.1,1867,682,45,52,86.5,35,48,72.9,16,25,64.0,0,0.4,0.5,-0.4,6,10,2,1,16
Kristoffer Askildsen,NOR,MF,21,2001,8.1,165,269,61.3,2965,1017,80,117,68.4,52,80,65.0,24,48,50.0,0,0.3,0.4,-0.3,7,20,2,0,24
Lameck Banda,ZAM,"FW,MF",21,2001,18.2,278,428,65.0,3757,907,173,219,79.0,81,128,63.3,13,33,39.4,1,1.3,1.1,-0.3,14,17,7,1,28
Lorenzo Colombo,ITA,FW,20,2002,16.8,208,332,62.7,2639,568,133,180,73.9,40,62,64.5,11,28,39.3,2,1.4,0.5,0.6,17,14,6,2,21
Marcin Listkowski,POL,"MF,FW",24,1998,0.9,16,24,66.7,204,71,14,16,87.5,0,3,0.0,1,4,25.0,0,0.0,0.0,0.0,0,0,0,0,1
Marin Pongračić,CRO,DF,24,1997,8.8,296,361,82.0,6388,2314,73,94,77.7,171,195,87.7,47,63,74.6,0,0.1,0.0,-0.1,2,16,2,0,19
Morten Hjulmand,DEN,MF,23,1999,32.9,1040,1325,78.5,19699,6227,428,516,82.9,452,521,86.8,138,225,61.3,4,2.1,1.5,1.9,26,152,19,5,159
Pablo Rodríguez,ESP,"FW,MF",20,2001,0.6,14,21,66.7,215,66,6,10,60.0,6,7,85.7,1,1,100.0,0,0.0,0.0,0.0,1,2,0,0,3
Pietro Ceccaroni,ITA,DF,26,1995,0.5,10,14,71.4,187,78,6,6,100.0,2,4,50.0,2,4,50.0,0,0.2,0.0,-0.2,1,0,0,0,0
Remi Oudin,FRA,"FW,MF",25,1996,14.7,372,596,62.4,8130,2809,132,171,77.2,126,181,69.6,96,187,51.3,0,2.3,1.7,-2.3,30,47,7,1,63
Samuel Umtiti,FRA,DF,28,1993,23.5,724,868,83.4,14243,4927,243,281,86.5,371,396,93.7,97,159,61.0,0,0.1,0.2,-0.1,3,47,5,1,56
Simone Romagnoli,ITA,DF,32,1990,1.9,61,74,82.4,1136,497,18,19,94.7,42,49,85.7,1,6,16.7,0,0.0,0.0,0.0,0,1,0,0,5
Tommaso Cassandro,ITA,DF,22,2000,0.1,6,6,100.0,125,104,3,3,100.0,2,2,100.0,1,1,100.0,0,0.0,0.0,0.0,0,1,1,0,0
Valentin Gendrey,FRA,DF,22,2000,34.5,1031,1448,71.2,16693,8217,539,637,84.6,399,551,72.4,70,188,37.2,2,2.9,1.8,-0.9,27,72,21,13,112
Wladimiro Falcone,ITA,GK,27,1995,38.0,597,1167,51.2,19884,15815,88,88,100.0,221,230,96.1,285,836,34.1,0,0.2,0.1,-0.2,3,16,2,0,0
Youssef Maleh,MAR,MF,23,1998,7.5,146,206,70.9,2208,566,81,103,78.6,53,76,69.7,7,15,46.7,1,0.3,0.2,0.7,6,16,3,1,19
Yıldırım Mert Çetin,TUR,DF,25,1997,0.2,2,3,66.7,38,8,1,1,100.0,0,0,,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0
Þórir Jóhann Helgason,ISL,MF,21,2000,2.5,55,75,73.3,967,363,26,34,76.5,19,22,86.4,8,15,53.3,0,0.4,0.3,-0.4,4,2,0,0,2
