General,General,General,General,General,General,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
Player,Nation,Pos,Age,Born,90s,Gls,Sh,Sot,Sot%,Sh/90,Sot/90,G/sh,G/sot,Dist,Fk,Pk,Pkatt,Xg,Npxg,Npxg/sh,G-xg,Np:g-xg
Alessandro Tuia,ITA,DF,32,1990,5.7,0,2,1,50.0,0.35,0.18,0.0,0.0,11.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1
Alexis Blin,FRA,MF,25,1996,26.4,1,22,4,18.2,0.83,0.15,0.05,0.25,12.9,0,0,0,2.8,2.8,0.13,-1.8,-1.8
Antonino Gallo,ITA,DF,22,2000,27.6,0,10,2,20.0,0.36,0.07,0.0,0.0,25.8,0,0,0,0.6,0.6,0.06,-0.6,-0.6
Assan Ceesay,GAM,FW,28,1994,20.1,6,41,10,24.4,2.04,0.5,0.12,0.5,14.7,0,1,1,5.1,4.3,0.11,0.9,0.7
Federico Baschirotto,ITA,DF,25,1996,37.0,3,21,6,28.6,0.57,0.16,0.14,0.5,11.8,0,0,0,1.9,1.9,0.09,1.1,1.1
Federico Di Francesco,ITA,"FW,MF",28,1994,22.6,2,39,16,41.0,1.73,0.71,0.05,0.13,17.4,1,0,0,3.3,3.3,0.08,-1.3,-1.3
Gabriel Strefezza,BRA,"FW,MF",25,1997,27.1,8,68,18,26.5,2.51,0.66,0.09,0.33,21.4,4,2,3,6.2,3.9,0.06,1.8,2.1
Giuseppe Pezzella,ITA,DF,24,1997,10.2,0,4,0,0.0,0.39,0.0,0.0,,20.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Joan Gonzàlez,ESP,MF,20,2002,24.4,1,17,4,23.5,0.7,0.16,0.06,0.25,16.4,0,0,0,1.5,1.5,0.09,-0.5,-0.5
Joel Voelkerling Persson,SWE,"FW,MF",19,2003,1.1,0,1,0,0.0,0.91,0.0,0.0,,13.1,0,0,0,0.0,0.0,0.04,0.0,0.0
Kastriot Dermaku,ALB,DF,30,1992,0.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Kristijan Bistrović,CRO,MF,24,1998,5.1,0,8,1,12.5,1.56,0.2,0.0,0.0,24.4,4,0,0,0.3,0.3,0.04,-0.3,-0.3
Kristoffer Askildsen,NOR,MF,21,2001,8.1,0,10,3,30.0,1.24,0.37,0.0,0.0,24.0,1,0,0,0.5,0.5,0.05,-0.5,-0.5
Lameck Banda,ZAM,"FW,MF",21,2001,18.2,2,36,12,33.3,1.98,0.66,0.06,0.17,19.0,0,0,0,3.1,3.1,0.09,-1.1,-1.1
Lorenzo Colombo,ITA,FW,20,2002,16.8,5,43,11,25.6,2.55,0.65,0.09,0.36,16.8,0,1,2,6.2,4.6,0.11,-1.2,-0.6
Marcin Listkowski,POL,"MF,FW",24,1998,0.9,0,1,0,0.0,1.17,0.0,0.0,,13.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1
Marin Pongračić,CRO,DF,24,1997,8.8,0,1,0,0.0,0.11,0.0,0.0,,16.5,0,0,0,0.0,0.0,0.02,0.0,0.0
Morten Hjulmand,DEN,MF,23,1999,32.9,0,17,4,23.5,0.52,0.12,0.0,0.0,26.2,0,0,0,0.6,0.6,0.03,-0.6,-0.6
Pablo Rodríguez,ESP,"FW,MF",20,2001,0.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Pietro Ceccaroni,ITA,DF,26,1995,0.5,0,2,0,0.0,4.19,0.0,0.0,,17.9,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Remi Oudin,FRA,"FW,MF",25,1996,14.7,3,38,13,34.2,2.59,0.89,0.08,0.23,22.6,3,0,0,2.0,2.0,0.05,1.0,1.0
Samuel Umtiti,FRA,DF,28,1993,23.5,0,12,0,0.0,0.51,0.0,0.0,,16.4,0,0,0,0.8,0.8,0.07,-0.8,-0.8
Simone Romagnoli,ITA,DF,32,1990,1.9,0,1,0,0.0,0.54,0.0,0.0,,11.2,0,0,0,0.0,0.0,0.01,0.0,0.0
Tommaso Cassandro,ITA,DF,22,2000,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Valentin Gendrey,FRA,DF,22,2000,34.5,0,10,0,0.0,0.29,0.0,0.0,,22.0,0,0,0,0.6,0.6,0.06,-0.6,-0.6
Wladimiro Falcone,ITA,GK,27,1995,38.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Youssef Maleh,MAR,MF,23,1998,7.5,0,6,1,16.7,0.8,0.13,0.0,0.0,21.0,0,0,0,0.3,0.3,0.05,-0.3,-0.3
Yıldırım Mert Çetin,TUR,DF,25,1997,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Þórir Jóhann Helgason,ISL,MF,21,2000,2.5,0,2,0,0.0,0.81,0.0,0.0,,32.6,1,0,0,0.1,0.1,0.03,-0.1,-0.1
