General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Playing time,Starts,Starts,Starts,Subs,Subs,Subs,Team success,Team success,Team success,Team success,Team success,Team success,Team success (xg),Team success (xg),Team success (xg),Team success (xg),Team success (xg)
Marco Bleve,ITA,GK,26,1995,0,,,,,0,,0,0,,38,,,,,,,,,,,
Marin Pongračić,CRO,DF,24,1997,9,790,88,23.1,8.8,9,88,8,0,,10,1.44,9,9,0,0.0,0.44,7.6,8.0,-0.4,-0.04,0.15
Mats Lemmens,BEL,DF,20,2002,0,,,,,0,,0,0,,20,,,,,,,,,,,
Mattia Ciucci,ITA,DF,19,2002,0,,,,,0,,0,0,,4,,,,,,,,,,,
Medon Berisha,ALB,FW,18,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
Morten Hjulmand,DEN,MF,23,1999,35,2962,85,86.6,32.9,34,86,30,1,27,1,0.94,31,44,-13,-0.4,-0.4,32.3,36.2,-3.9,-0.12,0.3
Pablo Rodríguez,ESP,"FW,MF",20,2001,4,54,14,1.6,0.6,0,,0,4,14,14,0.25,0,0,0,0.0,0.35,0.6,0.8,-0.1,-0.21,-0.05
Pietro Ceccaroni,ITA,DF,26,1995,2,43,22,1.3,0.5,0,,0,2,22,16,1.5,1,1,0,0.0,0.35,0.8,1.0,-0.3,-0.53,-0.38
Remi Oudin,FRA,"FW,MF",25,1996,31,1321,43,38.6,14.7,12,77,4,19,21,3,1.03,12,15,-3,-0.2,0.22,17.2,14.0,3.3,0.22,0.62
Samuel Umtiti,FRA,DF,28,1993,25,2113,85,61.8,23.5,24,88,20,1,8,9,1.04,22,28,-6,-0.26,0.23,25.2,23.9,1.4,0.06,0.57
Simone Romagnoli,ITA,DF,32,1990,7,167,24,4.9,1.9,1,90,1,6,13,11,0.71,1,4,-3,-1.62,-1.34,2.9,3.1,-0.3,-0.15,0.01
Tommaso Cassandro,ITA,DF,22,2000,1,13,13,0.4,0.1,0,,0,1,13,19,0.0,0,0,0,0.0,0.34,0.1,0.4,-0.4,-2.5,-2.35
Valentin Gendrey,FRA,DF,22,2000,37,3101,84,90.7,34.5,35,88,29,2,11,1,0.97,30,42,-12,-0.35,-0.07,32.2,38.2,-6.0,-0.17,-0.16
Wladimiro Falcone,ITA,GK,27,1995,38,3420,90,100.0,38.0,38,90,38,0,,0,0.95,33,46,-13,-0.34,,36.1,42.1,-6.1,-0.16,
Youssef Maleh,MAR,MF,23,1998,17,674,40,19.7,7.5,7,66,0,10,21,3,0.88,6,14,-8,-1.07,-0.9,8.0,9.5,-1.5,-0.19,-0.04
Yıldırım Mert Çetin,TUR,DF,25,1997,1,20,20,0.6,0.2,1,20,0,0,,9,0.0,0,1,-1,-4.5,-4.18,0.0,0.7,-0.6,-2.86,-2.71
Þórir Jóhann Helgason,ISL,MF,21,2000,12,222,19,6.5,2.5,2,45,0,10,13,24,0.58,1,4,-3,-1.22,-0.93,2.0,3.7,-1.7,-0.7,-0.57
