General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Playing time,Starts,Starts,Starts,Subs,Subs,Subs,Team success,Team success,Team success,Team success,Team success,Team success,Team success (xg),Team success (xg),Team success (xg),Team success (xg),Team success (xg)
Player,Nation,Pos,Age,Born,Mp,Min,Mn/mp,Min%,90s,Starts,Mn/start,Compl,Subs,Mn/sub,Unsub,Ppm,Ong,Onga,+/-,+/-90,On-off,Onxg,Onxga,Xg+/-,Xg+/-90,On-off
Alessandro Tuia,ITA,DF,32,1990,7,509,73,14.9,5.7,6,82,4,1,18,29,0.57,2,6,-4,-0.71,-0.43,3.1,7.0,-3.9,-0.69,-0.62
Alexis Blin,FRA,MF,25,1996,35,2376,68,69.5,26.4,26,80,13,9,32,2,1.0,22,29,-7,-0.27,0.25,24.6,28.8,-4.2,-0.16,0.0
Antonino Gallo,ITA,DF,22,2000,32,2486,78,72.7,27.6,28,86,23,4,21,4,1.09,24,28,-4,-0.14,0.72,26.4,27.1,-0.7,-0.03,0.49
Assan Ceesay,GAM,FW,28,1994,34,1812,53,53.0,20.1,20,75,4,14,22,3,0.91,13,27,-14,-0.7,-0.75,16.6,22.4,-5.7,-0.29,-0.27
Federico Baschirotto,ITA,DF,25,1996,37,3330,90,97.4,37.0,37,90,37,0,,0,0.97,33,44,-11,-0.3,1.7,35.5,41.3,-5.8,-0.16,0.11
Federico Brancolini,ITA,GK,21,2001,0,,,,,0,,0,0,,33,,,,,,,,,,,
Federico Di Francesco,ITA,"FW,MF",28,1994,36,2031,56,59.4,22.6,23,73,4,13,27,0,1.0,19,24,-5,-0.22,0.3,22.0,23.0,-1.0,-0.04,0.28
Francesco Di Mariano,ITA,"FW,MF",26,1996,0,,,,,0,,0,0,,1,,,,,,,,,,,
Gabriel Strefezza,BRA,"FW,MF",25,1997,35,2442,70,71.4,27.1,30,78,4,5,22,0,1.0,25,35,-10,-0.37,-0.09,24.7,30.0,-5.3,-0.2,-0.13
Gianluca Frabotta,ITA,DF,23,1999,0,,,,,0,,0,0,,4,,,,,,,,,,,
Giuseppe Pezzella,ITA,DF,24,1997,16,918,57,26.8,10.2,10,80,5,6,20,18,0.75,10,18,-8,-0.78,-0.6,10.1,14.7,-4.5,-0.44,-0.39
Jasper Samooja,FIN,GK,19,2003,0,,,,,0,,0,0,,3,,,,,,,,,,,
Joan Gonzàlez,ESP,MF,20,2002,35,2197,63,64.2,24.4,26,76,5,9,24,2,0.86,21,29,-8,-0.33,0.04,20.4,25.1,-4.6,-0.19,-0.08
Joel Voelkerling Persson,SWE,"FW,MF",19,2003,9,99,11,2.9,1.1,0,,0,9,11,22,0.56,0,2,-2,-1.82,-1.52,1.2,1.1,0.0,0.02,0.19
Kastriot Dermaku,ALB,DF,30,1992,1,34,34,1.0,0.4,0,,0,1,34,5,1.0,0,1,-1,-2.65,-2.33,0.1,1.1,-1.0,-2.7,-2.57
Kristijan Bistrović,CRO,MF,24,1998,11,461,42,13.5,5.1,5,68,0,6,20,5,1.09,4,5,-1,-0.2,0.17,3.1,4.2,-1.1,-0.21,-0.06
Kristoffer Askildsen,NOR,MF,21,2001,21,728,35,21.3,8.1,7,63,0,14,21,15,1.19,9,10,-1,-0.12,0.28,8.6,10.7,-2.1,-0.26,-0.12
Lameck Banda,ZAM,"FW,MF",21,2001,36,1636,45,47.8,18.2,19,69,3,17,19,1,0.97,14,20,-6,-0.33,0.02,15.9,21.4,-5.5,-0.3,-0.27
Lorenzo Colombo,ITA,FW,20,2002,33,1515,46,44.3,16.8,18,69,0,15,18,4,0.97,20,18,2,0.12,0.83,18.8,19.3,-0.5,-0.03,0.23
Marcin Listkowski,POL,"MF,FW",24,1998,5,77,15,2.3,0.9,0,,0,5,15,13,0.4,0,1,-1,-1.17,-0.85,0.4,1.8,-1.4,-1.63,-1.5
