General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes
Player,Nation,Pos,Age,Born,Mp,Starts,Min,90s,Gls,Ast,G+a,G-pk,Pk,Pkatt,Crdy,Crdr,Xg,Npxg,Xag,Npxg+xag,Prgc,Prgp,Prgr,Gls,Ast,G+a,G-pk,G+a-pk,Xg,Xag,Xg+xag,Npxg,Npxg+xag
Agustín Martegani,ARG,MF,23,2000,18,6,731,8.1,1,0,1,1,0,0,1,0,0.6,0.6,0.5,1.1,14,28,22,0.12,0.0,0.12,0.12,0.12,0.07,0.06,0.13,0.07,0.13
Alessandro Zanoli,ITA,DF,22,2000,17,10,921,10.2,0,2,2,0,0,0,3,0,0.2,0.2,1.8,1.9,27,28,45,0.0,0.2,0.2,0.0,0.2,0.02,0.17,0.19,0.02,0.19
Andres Sfait,ROU,"DF,MF",18,2004,2,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.26,0.0,0.26
Antonio Candreva,ITA,"MF,FW",36,1987,34,32,2750,30.6,6,6,12,5,1,1,5,0,4.9,4.1,5.0,9.1,67,149,182,0.2,0.2,0.39,0.16,0.36,0.16,0.16,0.32,0.13,0.3
Benoît Costil,FRA,GK,36,1987,13,13,1170,13.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boulaye Dia,SEN,"FW,MF",26,1996,17,12,1143,12.7,4,0,4,3,1,1,1,0,3.9,3.1,0.5,3.6,18,22,57,0.31,0.0,0.31,0.24,0.24,0.31,0.04,0.35,0.24,0.28
Chukwubuikem Ikwuemesi,NGA,FW,21,2001,25,11,1061,11.8,1,1,2,1,0,0,2,0,2.4,2.4,0.7,3.1,11,10,70,0.08,0.08,0.17,0.08,0.17,0.21,0.06,0.26,0.21,0.26
Domagoj Bradarić,CRO,DF,23,1999,34,30,2749,30.5,0,3,3,0,0,0,5,0,0.8,0.8,1.8,2.6,57,76,120,0.0,0.1,0.1,0.0,0.1,0.03,0.06,0.08,0.03,0.08
Dylan Bronn,TUN,"DF,MF",28,1995,4,0,52,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05
Emanuel Vignato,ITA,"MF,FW",22,2000,9,3,311,3.5,0,1,1,0,0,0,1,0,0.0,0.0,0.3,0.4,5,11,15,0.0,0.29,0.29,0.0,0.29,0.01,0.1,0.11,0.01,0.11
Emil Bohinen,NOR,MF,24,1999,12,7,535,5.9,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,7,26,10,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05
Erik Botheim,NOR,"FW,MF",23,2000,7,4,316,3.5,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,3,5,9,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
Federico Fazio,ARG,DF,36,1987,17,15,1355,15.1,1,0,1,1,0,0,3,1,0.4,0.4,0.1,0.5,2,27,2,0.07,0.0,0.07,0.07,0.07,0.03,0.01,0.03,0.03,0.03
Flavius Daniliuc,AUT,DF,22,2001,14,8,744,8.3,0,0,0,0,0,0,2,0,0.2,0.2,0.2,0.5,8,37,2,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.03,0.06
Gerardo Fusco,ITA,FW,18,2005,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.22,0.0,0.22
Giulio Maggiore,ITA,MF,25,1998,27,20,1800,20.0,4,2,6,4,0,0,9,1,2.3,2.3,1.1,3.4,8,64,25,0.2,0.1,0.3,0.2,0.3,0.11,0.06,0.17,0.11,0.17
Grigoris Kastanos,CYP,"MF,DF",25,1998,26,18,1480,16.4,3,3,6,3,0,0,5,0,2.9,2.9,2.8,5.7,28,78,69,0.18,0.18,0.36,0.18,0.36,0.17,0.17,0.35,0.17,0.35
Guillermo Ochoa,MEX,GK,38,1985,21,21,1890,21.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Iron Gomis,FRA,MF,23,1999,5,1,134,1.5,0,0,0,0,0,0,0,0,0.6,0.6,0.2,0.7,3,4,16,0.0,0.0,0.0,0.0,0.0,0.38,0.11,0.49,0.38,0.49
Jovane Cabral,CPV,"MF,FW",25,1998,12,8,678,7.5,1,0,1,1,0,0,1,0,1.2,1.2,0.4,1.6,22,40,39,0.13,0.0,0.13,0.13,0.13,0.15,0.06,0.21,0.15,0.21
