General,General,General,General,General,General,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-ons,Take-ons,Take-ons,Take-ons,Take-ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
Player,Nation,Pos,Age,Born,90s,Touches,Def pen,Def 3rd,Mid 3rd,Att 3rd,Att pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,Totdist,Prgdist,Prgc,1/3,Cpa,Mis,Dis,Rec,Prgr
Adam Masina,MAR,DF,28,1994,8.8,496,55,243,219,41,6,496,4,3,75.0,0,0.0,297,1477,714,4,3,1,4,1,307,6
Axel Guessand,FRA,DF,17,2004,0.9,32,9,20,12,0,0,32,0,0,,0,,13,41,28,0,0,0,1,0,20,0
Beto,GNB,FW,24,1998,23.7,652,34,49,274,336,130,651,76,32,42.1,40,52.6,364,1825,594,25,15,14,114,43,475,121
Bram Nuytinck,NED,DF,32,1990,4.3,185,37,117,65,4,2,185,1,1,100.0,0,0.0,90,425,187,1,0,0,1,0,88,0
Brandon Soppy,FRA,DF,20,2002,1.0,48,2,8,19,21,3,48,6,1,16.7,4,66.7,33,272,137,4,4,0,0,0,27,4
Destiny Udogie,ITA,DF,19,2002,30.0,1503,67,346,652,545,76,1503,122,51,41.8,50,41.0,904,6569,3420,109,71,31,58,36,902,155
Enzo Ebosse,CMR,DF,23,1999,10.3,667,51,292,306,72,0,667,7,4,57.1,1,14.3,338,1593,868,11,7,1,8,3,383,20
Festy Ebosele,IRL,DF,19,2002,4.6,233,16,64,82,97,13,233,36,19,52.8,13,36.1,129,1242,644,27,18,6,17,9,125,22
Florian Thauvin,FRA,"FW,MF",29,1993,6.1,292,4,15,138,144,19,292,33,10,30.3,21,63.6,187,1209,518,19,19,5,19,8,216,49
Gerard Deulofeu,ESP,FW,28,1994,13.5,725,5,44,295,400,82,725,45,20,44.4,21,46.7,455,3177,2005,72,39,33,22,18,506,118
Ilija Nestorovski,MKD,"FW,MF",32,1990,7.1,228,10,18,125,86,29,228,5,3,60.0,1,20.0,118,379,128,1,1,1,14,3,169,29
Isaac Success,NGA,FW,26,1996,20.2,831,20,48,356,439,101,831,64,30,46.9,29,45.3,569,2585,914,37,26,13,95,44,735,200
Jaka Bijol,SVN,DF,23,1999,30.3,1729,296,1068,612,53,40,1729,5,2,40.0,3,60.0,972,4732,2415,3,7,2,10,4,1032,7
James Abankwah,IRL,DF,18,2004,0.7,39,8,26,13,0,0,39,1,1,100.0,0,0.0,18,48,19,0,0,0,1,1,21,0
Jean-Victor Makengo,FRA,MF,24,1998,8.9,393,11,64,223,112,6,393,15,11,73.3,1,6.7,259,1518,688,18,17,0,15,11,290,31
Kingsley Ehizibue,NED,DF,27,1995,17.1,779,51,267,282,236,31,779,43,14,32.6,19,44.2,400,2323,1020,29,16,7,20,11,407,69
Lazar Samardzic,SRB,MF,20,2002,20.5,1098,20,160,572,381,38,1098,64,28,43.8,34,53.1,619,3575,1568,34,33,7,29,20,716,65
Leonardo Buta,POR,DF,20,2002,0.2,14,0,2,7,5,0,14,0,0,,0,,10,66,43,1,0,0,0,0,12,1
Marco Silvestri,ITA,GK,31,1991,38.0,1267,1140,1267,0,0,0,1267,0,0,,0,,625,2964,2110,0,0,0,0,0,544,0
Marvin Zeegelaar,NED,DF,31,1990,3.9,223,13,90,90,47,7,223,10,8,80.0,1,10.0,126,497,234,6,2,1,8,4,139,11
Mato Jajalo,BIH,MF,34,1988,0.7,36,4,7,14,16,1,36,2,1,50.0,1,50.0,17,67,40,0,2,0,1,0,22,1
Nehuén Pérez,ARG,DF,22,2000,31.3,2136,248,1051,947,153,21,2136,11,5,45.5,6,54.5,1217,6225,3638,23,24,1,15,9,1379,26
Nicolò Cocetta,ITA,DF,18,2003,0.4,14,4,8,6,0,0,14,0,0,,0,,6,17,4,0,0,0,0,0,6,0
Roberto Pereyra,ARG,"DF,MF",31,1991,31.3,1602,53,323,722,583,102,1601,101,39,38.6,51,50.5,984,5692,2599,66,43,16,53,37,1102,186
Rodrigo Becão,BRA,DF,26,1996,27.6,1667,135,805,701,172,43,1667,10,5,50.0,5,50.0,850,3682,2219,19,15,3,16,2,948,48
Sandi Lovrić,SVN,MF,24,1998,25.9,1272,35,210,646,438,55,1272,38,14,36.8,20,52.6,734,3806,1793,42,34,10,51,22,818,90
Simone Pafundi,ITA,"MF,FW",16,2006,0.9,90,0,8,55,30,1,90,7,2,28.6,3,42.9,66,401,169,3,1,0,2,3,68,9
Tolgay Arslan,GER,MF,31,1990,13.5,770,13,145,398,234,26,770,36,15,41.7,13,36.1,473,2944,1530,45,31,11,26,17,504,37
Vivaldo Semedo,POR,"FW,MF",17,2005,0.4,11,1,1,4,7,2,11,0,0,,0,,10,27,9,0,1,0,2,1,10,3
Walace,BRA,MF,27,1995,35.4,2151,121,649,1266,260,15,2151,28,11,39.3,13,46.4,1222,6377,2966,47,32,0,39,29,1297,36
