General,General,General,General,General,General,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,General,General,General,General
Player,Nation,Pos,Age,Born,90s,Tkl,Tklw,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+int,Clr,Err
Adam Masina,MAR,DF,28,1994,8.8,10,7,7,3,0,6,15,40.0,9,11,4,7,10,20,28,1
Axel Guessand,FRA,DF,17,2004,0.9,2,1,2,0,0,1,2,50.0,1,1,0,1,2,4,3,0
Beto,GNB,FW,24,1998,23.7,16,9,0,9,7,4,17,23.5,13,18,3,15,6,22,30,0
Bram Nuytinck,NED,DF,32,1990,4.3,7,4,3,4,0,4,8,50.0,4,6,6,0,5,12,22,0
Brandon Soppy,FRA,DF,20,2002,1.0,1,1,0,1,0,0,0,,0,4,0,4,1,2,1,0
Destiny Udogie,ITA,DF,19,2002,30.0,71,45,42,24,5,34,59,57.6,25,34,6,28,36,107,25,0
Enzo Ebosse,CMR,DF,23,1999,10.3,15,9,11,4,0,9,13,69.2,4,27,6,21,11,26,29,0
Festy Ebosele,IRL,DF,19,2002,4.6,15,10,8,7,0,4,10,40.0,6,5,0,5,2,17,5,0
Florian Thauvin,FRA,"FW,MF",29,1993,6.1,2,1,0,2,0,2,13,15.4,11,5,0,5,2,4,2,0
Gerard Deulofeu,ESP,FW,28,1994,13.5,8,5,5,1,2,5,15,33.3,10,8,1,7,2,10,1,0
Ilija Nestorovski,MKD,"FW,MF",32,1990,7.1,7,3,2,1,4,5,11,45.5,6,6,1,5,2,9,10,0
Isaac Success,NGA,FW,26,1996,20.2,8,4,2,5,1,3,8,37.5,5,13,2,11,4,12,18,0
Jaka Bijol,SVN,DF,23,1999,30.3,39,23,32,7,0,16,27,59.3,11,41,25,16,29,68,165,0
James Abankwah,IRL,DF,18,2004,0.7,1,1,0,1,0,0,0,,0,4,2,2,0,1,5,0
Jean-Victor Makengo,FRA,MF,24,1998,8.9,16,13,7,7,2,5,9,55.6,4,8,2,6,9,25,3,0
Kingsley Ehizibue,NED,DF,27,1995,17.1,47,31,28,13,6,29,45,64.4,16,21,3,18,10,57,42,1
Lazar Samardzic,SRB,MF,20,2002,20.5,33,16,9,20,4,17,43,39.5,26,13,0,13,11,44,16,0
Leonardo Buta,POR,DF,20,2002,0.2,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0
Marco Silvestri,ITA,GK,31,1991,38.0,2,1,2,0,0,2,3,66.7,1,0,0,0,1,3,15,1
Marvin Zeegelaar,NED,DF,31,1990,3.9,8,4,6,2,0,3,4,75.0,1,2,0,2,3,11,5,0
Mato Jajalo,BIH,MF,34,1988,0.7,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,2,0
Nehuén Pérez,ARG,DF,22,2000,31.3,77,40,54,20,3,39,55,70.9,16,53,23,30,35,112,106,1
Nicolò Cocetta,ITA,DF,18,2003,0.4,0,0,0,0,0,0,1,0.0,1,1,1,0,1,1,1,0
Roberto Pereyra,ARG,"DF,MF",31,1991,31.3,36,20,21,12,3,16,44,36.4,28,20,5,15,16,52,28,0
Rodrigo Becão,BRA,DF,26,1996,27.6,70,36,50,17,3,40,53,75.5,13,44,24,20,26,96,68,2
Sandi Lovrić,SVN,MF,24,1998,25.9,40,18,16,16,8,25,43,58.1,18,25,2,23,26,66,21,0
Simone Pafundi,ITA,"MF,FW",16,2006,0.9,8,5,1,5,2,2,4,50.0,2,0,0,0,1,9,0,0
Tolgay Arslan,GER,MF,31,1990,13.5,29,18,13,15,1,14,39,35.9,25,19,0,19,12,41,9,1
Vivaldo Semedo,POR,"FW,MF",17,2005,0.4,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0
Walace,BRA,MF,27,1995,35.4,82,39,42,31,9,41,90,45.6,49,47,12,35,51,133,51,1
