General,General,General,General,General,General,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,General,General,Expected,Expected,General,General,General,General,General
Marco Silvestri,ITA,GK,31,1991,38.0,916,1177,77.8,23603,17093,190,190,100.0,486,492,98.8,236,488,48.4,0,0.0,0.0,0.0,0,9,0,0,0
Marvin Zeegelaar,NED,DF,31,1990,3.9,153,187,81.8,2535,860,74,87,85.1,67,75,89.3,9,18,50.0,0,0.2,0.1,-0.2,4,6,3,1,9
Mato Jajalo,BIH,MF,34,1988,0.7,23,29,79.3,401,166,10,13,76.9,9,9,100.0,3,4,75.0,0,0.0,0.1,0.0,1,1,1,0,4
Nehuén Pérez,ARG,DF,22,2000,31.3,1538,1807,85.1,30754,10954,557,598,93.1,730,810,90.1,224,352,63.6,0,0.5,0.5,-0.5,10,107,8,3,101
Nicolò Cocetta,ITA,DF,18,2003,0.4,11,12,91.7,170,57,4,4,100.0,7,8,87.5,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Roberto Pereyra,ARG,"DF,MF",31,1991,31.3,1038,1277,81.3,15942,5060,561,611,91.8,377,460,82.0,61,104,58.7,7,5.5,5.7,1.5,49,86,49,14,143
Rodrigo Becão,BRA,DF,26,1996,27.6,1089,1400,77.8,20616,8692,425,477,89.1,524,626,83.7,128,239,53.6,1,0.6,0.9,0.4,10,77,5,2,98
Sandi Lovrić,SVN,MF,24,1998,25.9,767,963,79.6,12855,3831,378,432,87.5,266,320,83.1,83,142,58.5,6,3.2,3.0,2.8,47,86,24,10,105
Simone Pafundi,ITA,"MF,FW",16,2006,0.9,55,66,83.3,801,186,31,36,86.1,14,17,82.4,5,8,62.5,0,0.1,0.1,-0.1,3,7,2,0,6
Tolgay Arslan,GER,MF,31,1990,13.5,485,605,80.2,8750,2629,228,261,87.4,169,200,84.5,71,101,70.3,0,1.6,1.6,-1.6,15,51,19,4,77
Vivaldo Semedo,POR,"FW,MF",17,2005,0.4,6,7,85.7,66,22,5,6,83.3,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,1,1,0,1
Walace,BRA,MF,27,1995,35.4,1482,1771,83.7,27539,8344,586,670,87.5,667,745,89.5,189,257,73.5,1,1.7,1.0,-0.7,17,153,12,3,170
