General,General,General,General,General,General,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
Gaëtan Laborde,FRA,FW,28,1994,27.8,13,74,39,52.7,2.66,1.4,0.18,0.33,15.7,1,0,1,11.8,11.0,0.15,1.2,2.0
Hicham Boudaoui,ALG,MF,22,1999,20.8,1,21,9,42.9,1.01,0.43,0.05,0.11,23.8,0,0,0,0.9,0.9,0.04,0.1,0.1
Jean-Clair Todibo,FRA,DF,22,1999,31.9,0,14,4,28.6,0.44,0.13,0.0,0.0,13.4,0,0,0,0.8,0.8,0.06,-0.8,-0.8
Joe Bryan,ENG,"MF,DF",28,1993,2.0,0,1,0,0.0,0.51,0.0,0.0,,18.9,0,0,0,0.0,0.0,0.03,0.0,0.0
Jordan Lotomba,SUI,DF,23,1998,27.3,0,13,5,38.5,0.48,0.18,0.0,0.0,19.8,0,0,0,0.9,0.9,0.07,-0.9,-0.9
Kasper Schmeichel,DEN,GK,35,1986,36.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Khéphren Thuram,FRA,MF,21,2001,28.3,2,38,9,23.7,1.34,0.32,0.05,0.22,18.4,0,0,0,3.2,3.2,0.08,-1.2,-1.2
Marcin Bułka,POL,GK,22,1999,2.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Mario Lemina,GAB,"MF,DF",28,1993,9.3,0,6,3,50.0,0.64,0.32,0.0,0.0,20.1,0,0,0,0.3,0.3,0.05,-0.3,-0.3
Mattia Viti,ITA,DF,20,2002,7.0,1,2,1,50.0,0.28,0.14,0.5,1.0,7.8,0,0,0,0.1,0.1,0.05,0.9,0.9
Melvin Bard,FRA,DF,21,2000,27.3,0,7,2,28.6,0.26,0.07,0.0,0.0,15.4,0,0,0,0.5,0.5,0.07,-0.5,-0.5
Nicolas Pépé,CIV,"FW,MF",27,1995,16.6,6,46,17,37.0,2.77,1.02,0.07,0.18,17.6,2,3,3,8.1,5.8,0.13,-2.1,-2.8
Pablo Rosario,NED,"MF,DF",25,1997,19.6,0,10,2,20.0,0.51,0.1,0.0,0.0,16.3,0,0,0,0.9,0.9,0.09,-0.9,-0.9
Rareş Ilie,ROU,"MF,FW",19,2003,1.6,0,4,0,0.0,2.43,0.0,0.0,,16.8,0,0,0,0.3,0.3,0.07,-0.3,-0.3
Reda Belahyane,FRA,MF,18,2004,2.0,0,1,0,0.0,0.49,0.0,0.0,,21.9,0,0,0,0.1,0.1,0.09,-0.1,-0.1
Ross Barkley,ENG,"MF,FW",28,1993,10.7,4,38,17,44.7,3.56,1.59,0.11,0.24,19.7,3,0,0,4.3,4.3,0.11,-0.3,-0.3
Sofiane Diop,FRA,"MF,FW",22,2000,13.6,1,28,9,32.1,2.05,0.66,0.04,0.11,20.0,1,0,0,2.6,2.6,0.09,-1.6,-1.6
Terem Moffi,NGA,FW,23,1999,14.8,6,44,18,40.9,2.98,1.22,0.14,0.33,14.9,0,0,0,8.3,8.3,0.19,-2.3,-2.3
Théo Trinker,FRA,MF,21,2001,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Youcef Atal,ALG,"DF,MF",26,1996,8.7,1,12,5,41.7,1.39,0.58,0.08,0.2,17.3,0,0,0,1.0,1.0,0.09,0.0,0.0
Youssouf Ndayishimiye,BDI,"MF,DF",23,1998,6.3,1,8,4,50.0,1.27,0.63,0.13,0.25,18.2,0,0,0,0.5,0.5,0.06,0.5,0.5
