General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Playing time,Starts,Starts,Starts,Subs,Subs,Subs,Team success,Team success,Team success,Team success,Team success,Team success,Team success (xg),Team success (xg),Team success (xg),Team success (xg),Team success (xg)
Player,Nation,Pos,Age,Born,Mp,Min,Mn/mp,Min%,90s,Starts,Mn/start,Compl,Subs,Mn/sub,Unsub,Ppm,Ong,Onga,+/-,+/-90,On-off,Onxg,Onxga,Xg+/-,Xg+/-90,On-off
Aaron Ramsey,WAL,MF,31,1990,27,1584,59,46.3,17.6,18,74,6,9,27,0,1.59,25,10,15,0.85,1.05,28.2,17.2,11.0,0.63,0.55
Alexis Beka Beka,FRA,"MF,DF",21,2001,14,545,39,15.9,6.1,7,63,0,7,14,19,1.29,5,9,-4,-0.66,-1.13,7.5,8.8,-1.2,-0.2,-0.64
Alexis Claude-Maurice,FRA,FW,24,1998,2,64,32,1.9,0.7,1,45,0,1,19,2,0.0,0,3,-3,-4.22,-4.59,0.9,1.2,-0.3,-0.36,-0.7
Amine Gouiri,ALG,"FW,MF",22,2000,3,226,75,6.6,2.5,3,75,1,0,,1,0.67,1,3,-2,-0.8,-1.16,3.5,2.3,1.2,0.48,0.16
Andréa Dacourt,FRA,MF,17,2005,1,1,1,0.0,0.0,0,,0,1,1,0,3.0,0,0,0,0.0,-0.29,0.0,0.0,0.0,0.0,-0.33
Andy Delort,ALG,FW,30,1991,14,781,56,22.8,8.7,9,78,4,5,16,0,1.36,12,9,3,0.35,0.07,13.1,8.8,4.3,0.5,0.22
Antoine Mendy,FRA,DF,18,2004,11,518,47,15.1,5.8,7,71,2,4,6,14,1.64,10,5,5,0.87,0.68,8.9,6.4,2.5,0.43,0.12
Ayoub Amraoui,MAR,"DF,FW",18,2004,7,294,42,8.6,3.3,3,75,2,4,17,4,1.71,5,3,2,0.61,0.35,6.4,2.9,3.6,1.09,0.83
Badredine Bouanani,ALG,"FW,MF",17,2004,19,863,45,25.2,9.6,9,71,1,10,22,3,1.63,12,7,5,0.52,0.31,15.5,10.8,4.7,0.49,0.21
Bilal Brahimi,ALG,"FW,MF",22,2000,26,800,31,23.4,8.9,5,67,1,21,22,10,1.31,11,8,3,0.34,0.06,14.5,11.5,3.0,0.33,0.0
Calvin Stengs,NED,FW,23,1998,4,212,53,6.2,2.4,3,66,0,1,13,0,0.5,1,3,-2,-0.85,-1.21,3.1,2.3,0.8,0.32,-0.01
Dante,BRA,DF,38,1983,37,3299,89,96.5,36.7,37,89,36,0,,0,1.54,47,36,11,0.3,0.3,55.4,43.4,12.0,0.33,-0.1
Flavius Daniliuc,AUT,DF,21,2001,2,91,46,2.7,1.0,1,90,1,1,1,0,0.5,0,1,-1,-0.99,-1.31,1.4,0.9,0.5,0.48,0.16
Gaëtan Laborde,FRA,FW,28,1994,33,2506,76,73.3,27.8,28,85,19,5,28,0,1.61,38,26,12,0.43,0.53,41.1,33.0,8.1,0.29,-0.15
Hicham Boudaoui,ALG,MF,22,1999,27,1875,69,54.8,20.8,22,78,11,5,30,2,1.78,27,14,13,0.62,0.74,34.9,25.4,9.5,0.46,0.28
Jean-Clair Todibo,FRA,DF,22,1999,34,2870,84,83.9,31.9,33,86,30,1,31,0,1.53,43,29,14,0.44,0.93,47.5,37.1,10.4,0.33,-0.03
Joe Bryan,ENG,"MF,DF",28,1993,6,177,30,5.2,2.0,2,69,0,4,10,12,1.67,3,1,2,1.02,0.77,3.2,1.5,1.7,0.84,0.54
Jordan Lotomba,SUI,DF,23,1998,33,2453,74,71.7,27.3,27,83,18,6,34,1,1.61,37,26,11,0.4,0.4,41.0,33.3,7.6,0.28,-0.18
Kasper Schmeichel,DEN,GK,35,1986,36,3240,90,94.7,36.0,36,90,36,0,,2,1.58,47,35,12,0.33,0.83,54.6,42.3,12.4,0.34,0.24
Khéphren Thuram,FRA,MF,21,2001,35,2547,73,74.5,28.3,30,80,15,5,31,0,1.46,33,24,9,0.32,0.11,40.3,31.1,9.2,0.33,-0.02
Mads Bech Sørensen,DEN,DF,23,1999,0,,,,,0,,0,0,,4,,,,,,,,,,,
Marcin Bułka,POL,GK,22,1999,2,180,90,5.3,2.0,2,90,2,0,,20,0.5,1,2,-1,-0.5,-0.83,2.6,2.3,0.2,0.11,-0.24
Mario Lemina,GAB,"MF,DF",28,1993,14,838,60,24.5,9.3,11,69,2,3,26,0,1.29,15,9,6,0.64,0.47,13.8,9.4,4.4,0.48,0.19
Mattia Viti,ITA,DF,20,2002,9,634,70,18.5,7.0,7,86,6,2,17,18,1.33,7,11,-4,-0.57,-1.05,9.2,7.4,1.8,0.25,-0.1
Melvin Bard,FRA,DF,21,2000,33,2456,74,71.8,27.3,28,83,19,5,28,2,1.42,31,32,-1,-0.04,-1.16,39.5,35.8,3.7,0.13,-0.7
Nicolas Pépé,CIV,"FW,MF",27,1995,18,1495,83,43.7,16.6,17,85,10,1,51,1,1.39,17,16,1,0.06,-0.41,22.8,19.2,3.6,0.21,-0.22
Pablo Rosario,NED,"MF,DF",25,1997,31,1767,57,51.7,19.6,17,83,11,14,26,6,1.58,22,26,-4,-0.2,-1.02,28.2,23.5,4.7,0.24,-0.19
Rareş Ilie,ROU,"MF,FW",19,2003,4,148,37,4.3,1.6,2,60,0,2,14,8,1.25,2,4,-2,-1.22,-1.57,1.9,1.8,0.2,0.1,-0.24
Reda Belahyane,FRA,MF,18,2004,4,182,46,5.3,2.0,1,90,1,3,31,14,1.0,0,2,-2,-0.99,-1.35,1.4,2.5,-1.1,-0.57,-0.95
Ross Barkley,ENG,"MF,FW",28,1993,27,960,36,28.1,10.7,9,73,3,18,17,4,1.48,12,14,-2,-0.19,-0.66,16.1,15.0,1.1,0.11,-0.31
Sofiane Diop,FRA,"MF,FW",22,2000,22,1228,56,35.9,13.6,14,73,3,8,26,0,1.77,21,10,11,0.81,0.81,22.8,16.7,6.1,0.45,0.19
Soudeysse Kari,FRA,MF,20,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,
Teddy Boulhendi,FRA,GK,21,2001,0,,,,,0,,0,0,,19,,,,,,,,,,,
Terem Moffi,NGA,FW,23,1999,16,1328,83,38.8,14.8,15,86,9,1,45,0,1.63,22,15,7,0.47,0.3,24.9,19.0,5.9,0.4,0.11
Théo Trinker,FRA,MF,21,2001,1,1,1,0.0,0.0,0,,0,1,1,1,3.0,0,0,0,0.0,-0.29,0.0,0.0,0.0,0.0,-0.33
Tom Louchet,FRA,MF,19,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
Yannis Nahounou,FRA,DF,18,2004,0,,,,,0,,0,0,,4,,,,,,,,,,,
Youcef Atal,ALG,"DF,MF",26,1996,18,779,43,22.8,8.7,8,66,2,10,25,2,1.56,10,6,4,0.46,0.22,13.8,8.9,4.9,0.57,0.31
Youssouf Ndayishimiye,BDI,"MF,DF",23,1998,10,568,57,16.6,6.3,6,83,4,4,18,1,1.8,11,6,5,0.79,0.6,9.8,7.4,2.4,0.38,0.06
