General,General,General,General,General,General,General,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Corner kicks,Corner kicks,Corner kicks,Outcomes,Outcomes,Outcomes
Player,Nation,Pos,Age,Born,90s,Att,Live,Dead,Fk,Tb,Sw,Crs,Ti,Ck,In,Out,Str,Cmp,Off,Blocks
Aaron Ramsey,WAL,MF,31,1990,17.6,1088,998,88,37,5,11,62,6,45,16,18,0,915,2,10
Alexis Beka Beka,FRA,"MF,DF",21,2001,6.1,303,288,15,2,0,2,17,9,4,2,0,0,236,0,5
Alexis Claude-Maurice,FRA,FW,24,1998,0.7,25,25,0,0,0,1,1,0,0,0,0,0,20,0,2
Amine Gouiri,ALG,"FW,MF",22,2000,2.5,74,66,6,1,0,0,6,0,3,3,0,0,53,2,7
Andréa Dacourt,FRA,MF,17,2005,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andy Delort,ALG,FW,30,1991,8.7,230,211,17,1,1,2,15,0,0,0,0,0,139,2,4
Antoine Mendy,FRA,DF,18,2004,5.8,325,279,45,2,0,1,13,43,0,0,0,0,262,1,4
Ayoub Amraoui,MAR,"DF,FW",18,2004,3.3,185,174,11,0,0,1,14,11,0,0,0,0,155,0,5
Badredine Bouanani,ALG,"FW,MF",17,2004,9.6,378,352,25,6,6,5,47,6,13,6,2,0,288,1,12
Bilal Brahimi,ALG,"FW,MF",22,2000,8.9,389,355,34,6,1,3,76,15,10,5,2,0,280,0,17
Calvin Stengs,NED,FW,23,1998,2.4,100,94,6,0,2,2,3,3,3,2,0,0,82,0,0
Dante,BRA,DF,38,1983,36.7,2643,2550,88,69,4,12,2,9,0,0,0,0,2376,5,14
Flavius Daniliuc,AUT,DF,21,2001,1.0,63,50,13,2,0,1,2,11,0,0,0,0,57,0,1
Gaëtan Laborde,FRA,FW,28,1994,27.8,714,663,47,1,3,2,71,2,24,12,11,0,471,4,29
Hicham Boudaoui,ALG,MF,22,1999,20.8,1226,1199,25,23,5,0,23,1,1,0,0,0,1081,2,26
Jean-Clair Todibo,FRA,DF,22,1999,31.9,2181,2113,63,60,2,10,5,1,0,0,0,0,1931,5,18
Joe Bryan,ENG,"MF,DF",28,1993,2.0,101,86,15,0,0,0,3,15,0,0,0,0,80,0,3
Jordan Lotomba,SUI,DF,23,1998,27.3,1412,1173,237,19,2,0,48,218,0,0,0,0,1183,2,38
Kasper Schmeichel,DEN,GK,35,1986,36.0,1188,834,353,75,0,4,0,0,0,0,0,0,918,1,1
Khéphren Thuram,FRA,MF,21,2001,28.3,1358,1328,21,17,6,4,23,4,0,0,0,0,1155,9,32
Marcin Bułka,POL,GK,22,1999,2.0,67,43,24,6,0,0,0,0,0,0,0,0,54,0,0
Mario Lemina,GAB,"MF,DF",28,1993,9.3,637,629,5,5,1,6,2,0,0,0,0,0,569,3,4
Mattia Viti,ITA,DF,20,2002,7.0,360,345,15,12,0,1,0,3,0,0,0,0,303,0,4
Melvin Bard,FRA,DF,21,2000,27.3,1505,1278,224,22,1,3,70,202,0,0,0,0,1201,3,46
Nicolas Pépé,CIV,"FW,MF",27,1995,16.6,694,641,51,15,2,3,42,10,24,11,5,0,558,2,19
Pablo Rosario,NED,"MF,DF",25,1997,19.6,1049,1022,25,17,1,3,11,8,0,0,0,0,930,2,9
Rareş Ilie,ROU,"MF,FW",19,2003,1.6,60,60,0,0,0,0,1,0,0,0,0,0,47,0,3
Reda Belahyane,FRA,MF,18,2004,2.0,114,113,1,0,0,1,0,1,0,0,0,0,103,0,2
Ross Barkley,ENG,"MF,FW",28,1993,10.7,497,441,55,13,1,2,46,4,38,19,14,0,391,1,11
Sofiane Diop,FRA,"MF,FW",22,2000,13.6,703,655,47,11,6,11,44,7,28,12,8,0,556,1,15
Terem Moffi,NGA,FW,23,1999,14.8,232,198,32,1,2,1,1,0,0,0,0,0,186,2,6
Théo Trinker,FRA,MF,21,2001,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Youcef Atal,ALG,"DF,MF",26,1996,8.7,509,432,77,11,1,1,40,66,0,0,0,0,408,0,19
Youssouf Ndayishimiye,BDI,"MF,DF",23,1998,6.3,374,364,9,8,1,0,2,1,0,0,0,0,337,1,2
