General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Playing time,Starts,Starts,Starts,Subs,Subs,Subs,Team success,Team success,Team success,Team success,Team success,Team success,Team success (xg),Team success (xg),Team success (xg),Team success (xg),Team success (xg)
Player,Nation,Pos,Age,Born,Mp,Min,Mn/mp,Min%,90s,Starts,Mn/start,Compl,Subs,Mn/sub,Unsub,Ppm,Ong,Onga,+/-,+/-90,On-off,Onxg,Onxga,Xg+/-,Xg+/-90,On-off
Ado Onaiwu,JPN,FW,26,1995,34,1082,32,31.6,12.0,9,63,0,25,20,4,1.24,12,21,-9,-0.75,-0.86,14.5,18.1,-3.5,-0.29,-0.26
Anthony Rouault,FRA,DF,21,2001,37,3314,90,96.9,36.8,37,90,35,0,,1,1.27,51,55,-4,-0.11,1.59,51.7,54.0,-2.4,-0.06,1.75
Bonota Traoré,FRA,FW,19,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
Branco van den Boomen,NED,MF,27,1995,35,2888,83,84.4,32.1,32,88,25,3,29,0,1.17,44,54,-10,-0.31,-0.99,44.4,49.6,-5.2,-0.16,-0.28
Brecht Dejaegere,BEL,MF,31,1991,30,1809,60,52.9,20.1,25,67,0,5,26,3,1.17,33,29,4,0.2,0.76,29.4,29.5,0.0,0.0,0.25
Christian Mawissa,FRA,DF,17,2005,2,98,49,2.9,1.1,1,90,1,1,8,5,1.5,1,6,-5,-4.59,-4.56,1.8,2.6,-0.8,-0.72,-0.62
Denis Genreau,AUS,MF,23,1999,20,657,33,19.2,7.3,7,69,0,13,13,10,1.5,5,6,-1,-0.14,0.03,8.8,9.8,-1.0,-0.14,-0.03
Edhy Zuliani,ITA,MF,17,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
Fares Chaïbi,ALG,"FW,MF",19,2002,36,2340,65,68.4,26.0,24,81,8,12,33,0,1.22,39,30,9,0.35,1.6,36.8,37.5,-0.7,-0.03,0.28
Gabriel Suazo,CHI,DF,24,1997,18,1259,70,36.8,14.0,14,87,12,4,10,0,1.33,17,18,-1,-0.07,0.14,22.0,20.2,1.8,0.13,0.39
Issiaga Sylla,GUI,DF,28,1994,17,1372,81,40.1,15.2,16,84,11,1,28,0,1.29,24,24,0,0.0,0.26,20.8,21.0,-0.3,-0.02,0.17
Junior Flemmings,JAM,"FW,MF",26,1996,0,,,,,0,,0,0,,1,,,,,,,,,,,
Kjetil Haug,NOR,GK,24,1998,0,,,,,0,,0,0,,38,,,,,,,,,,,
Kévin Keben Biakolo,CMR,DF,18,2004,11,362,33,10.6,4.0,4,68,2,7,13,8,0.82,1,8,-7,-1.74,-1.77,2.9,6.8,-3.9,-0.98,-0.96
