General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Playing time,Starts,Starts,Starts,Subs,Subs,Subs,Team success,Team success,Team success,Team success,Team success,Team success,Team success (xg),Team success (xg),Team success (xg),Team success (xg),Team success (xg)
Logan Costa,CPV,DF,21,2001,6,415,69,12.1,4.6,4,90,4,2,28,30,1.17,3,6,-3,-0.65,-0.56,5.8,10.0,-4.3,-0.93,-0.92
Maxime Dupé,FRA,GK,29,1993,38,3420,90,100.0,38.0,38,90,38,0,,0,1.26,51,57,-6,-0.16,,52.5,57.0,-4.5,-0.12,
Mikkel Desler,DEN,DF,27,1995,27,2257,84,66.0,25.1,26,86,18,1,29,2,1.37,36,35,1,0.04,0.58,36.1,35.1,1.0,0.04,0.47
Moussa Diarra,MLI,DF,21,2000,23,1225,53,35.8,13.6,12,85,8,11,18,13,1.61,18,20,-2,-0.15,0.02,15.8,22.6,-6.8,-0.5,-0.59
Naatan Skyttä,FIN,MF,20,2002,2,23,12,0.7,0.3,0,,0,2,12,2,2.0,1,0,1,3.91,4.1,0.5,0.4,0.2,0.61,0.73
Nathan N'Goumou,FRA,FW,22,2000,1,90,90,2.6,1.0,1,90,1,0,,0,1.0,1,1,0,0.0,0.16,0.9,1.2,-0.3,-0.33,-0.21
Oliver Zandén,SWE,"DF,MF",20,2001,5,146,29,4.3,1.6,1,62,0,4,21,8,1.2,0,5,-5,-3.08,-3.05,1.3,3.7,-2.3,-1.44,-1.39
Rafael Ratão,BRA,"FW,MF",26,1995,30,1851,62,54.1,20.6,25,68,1,5,30,1,1.3,34,33,1,0.05,0.45,31.5,28.7,2.8,0.14,0.55
Rasmus Nicolaisen,DEN,DF,25,1997,34,2995,88,87.6,33.3,34,88,32,0,,1,1.32,48,47,1,0.03,1.51,46.9,46.7,0.2,0.01,1.01
Rhys Healey,WAL,FW,27,1994,4,64,16,1.9,0.7,0,,0,4,16,0,2.0,2,1,1,1.41,1.59,0.9,1.6,-0.7,-0.94,-0.84
Saïd Hamulic,BIH,FW,21,2000,6,104,17,3.0,1.2,0,,0,6,17,4,0.33,1,3,-2,-1.73,-1.62,0.8,3.8,-3.0,-2.54,-2.5
Steve Mvoué,CMR,MF,20,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,
Stijn Spierings,NED,MF,26,1996,36,3120,87,91.2,34.7,35,89,31,1,22,1,1.25,48,53,-5,-0.14,0.16,48.0,50.7,-2.8,-0.08,0.44
Theocharis Tsingaras,GRE,MF,21,2000,1,7,7,0.2,0.1,0,,0,1,7,12,3.0,1,0,1,12.86,13.04,0.7,0.0,0.7,8.96,9.09
Thijs Dallinga,NED,FW,21,2000,36,2353,65,68.8,26.1,28,75,5,8,33,1,1.22,32,36,-4,-0.15,0.02,35.6,36.6,-1.0,-0.04,0.26
Veljko Birmančević,SRB,"FW,MF",24,1998,25,444,18,13.0,4.9,2,57,0,23,14,7,1.16,5,10,-5,-1.01,-0.98,6.0,9.9,-4.0,-0.8,-0.78
Vincent Sierro,SUI,MF,26,1995,15,665,44,19.4,7.4,7,78,3,8,15,1,1.27,6,8,-2,-0.27,-0.14,11.3,10.2,1.1,0.15,0.34
Waren Kamanzi,NOR,DF,21,2000,11,665,60,19.4,7.4,7,86,6,4,16,10,1.55,8,9,-1,-0.14,0.03,10.8,13.5,-2.7,-0.36,-0.3
Yanis Begraoui,MAR,"FW,MF",21,2001,3,65,22,1.9,0.7,1,45,0,2,10,11,0.0,1,4,-3,-4.15,-4.07,0.3,2.2,-1.9,-2.65,-2.58
Ylies Aradj,FRA,DF,17,2005,0,,,,,0,,0,0,,2,,,,,,,,,,,
Zakaria Aboukhlal,MAR,"FW,MF",22,2000,37,2473,67,72.3,27.5,28,80,12,9,26,0,1.27,38,45,-7,-0.25,-0.35,38.9,42.3,-3.3,-0.12,-0.01
