General,General,General,General,General,General,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
Player,Nation,Pos,Age,Born,90s,Gls,Sh,Sot,Sot%,Sh/90,Sot/90,G/sh,G/sot,Dist,Fk,Pk,Pkatt,Xg,Npxg,Npxg/sh,G-xg,Np:g-xg
Ado Onaiwu,JPN,FW,26,1995,12.0,2,19,4,21.1,1.58,0.33,0.11,0.5,17.2,0,0,0,1.6,1.6,0.09,0.4,0.4
Anthony Rouault,FRA,DF,21,2001,36.8,2,19,10,52.6,0.52,0.27,0.11,0.2,9.0,0,0,0,3.3,3.3,0.17,-1.3,-1.3
Branco van den Boomen,NED,MF,27,1995,32.1,5,48,20,41.7,1.5,0.62,0.02,0.05,25.1,16,4,4,6.0,2.9,0.06,-1.0,-1.9
Brecht Dejaegere,BEL,MF,31,1991,20.1,4,23,7,30.4,1.14,0.35,0.17,0.57,14.6,0,0,0,2.6,2.6,0.11,1.4,1.4
Christian Mawissa,FRA,DF,17,2005,1.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Denis Genreau,AUS,MF,23,1999,7.3,0,7,2,28.6,0.96,0.27,0.0,0.0,16.5,0,0,0,0.6,0.6,0.08,-0.6,-0.6
Fares Chaïbi,ALG,"FW,MF",19,2002,26.0,5,63,25,39.7,2.42,0.96,0.08,0.2,16.8,2,0,0,5.9,5.9,0.09,-0.9,-0.9
Gabriel Suazo,CHI,DF,24,1997,14.0,0,2,0,0.0,0.14,0.0,0.0,,17.8,0,0,0,0.1,0.1,0.07,-0.1,-0.1
Issiaga Sylla,GUI,DF,28,1994,15.2,0,9,3,33.3,0.59,0.2,0.0,0.0,17.9,0,0,0,0.4,0.4,0.05,-0.4,-0.4
Kévin Keben Biakolo,CMR,DF,18,2004,4.0,0,1,0,0.0,0.25,0.0,0.0,,18.2,0,0,0,0.0,0.0,0.04,0.0,0.0
Logan Costa,CPV,DF,21,2001,4.6,0,5,2,40.0,1.08,0.43,0.0,0.0,8.6,0,0,0,0.6,0.6,0.12,-0.6,-0.6
Maxime Dupé,FRA,GK,29,1993,38.0,0,1,0,0.0,0.03,0.0,0.0,,13.4,0,0,0,0.0,0.0,0.04,0.0,0.0
Mikkel Desler,DEN,DF,27,1995,25.1,1,11,4,36.4,0.44,0.16,0.09,0.25,17.6,0,0,0,0.8,0.8,0.07,0.2,0.2
Moussa Diarra,MLI,DF,21,2000,13.6,0,1,0,0.0,0.07,0.0,0.0,,6.4,0,0,0,0.2,0.2,0.16,-0.2,-0.2
Naatan Skyttä,FIN,MF,20,2002,0.3,0,1,0,0.0,3.91,0.0,0.0,,15.5,0,0,0,0.1,0.1,0.1,-0.1,-0.1
Nathan N'Goumou,FRA,FW,22,2000,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Oliver Zandén,SWE,"DF,MF",20,2001,1.6,0,2,1,50.0,1.23,0.62,0.0,0.0,17.6,0,0,0,0.0,0.0,0.01,0.0,0.0
Rafael Ratão,BRA,"FW,MF",26,1995,20.6,5,31,11,35.5,1.51,0.53,0.16,0.45,12.4,0,0,0,5.1,5.1,0.17,-0.1,-0.1
Rasmus Nicolaisen,DEN,DF,25,1997,33.3,0,13,7,53.8,0.39,0.21,0.0,0.0,11.5,0,0,0,1.2,1.2,0.09,-1.2,-1.2
Rhys Healey,WAL,FW,27,1994,0.7,2,5,3,60.0,7.03,4.22,0.4,0.67,15.3,0,0,0,0.4,0.4,0.08,1.6,1.6
Saïd Hamulic,BIH,FW,21,2000,1.2,0,1,0,0.0,0.87,0.0,0.0,,23.7,0,0,0,0.0,0.0,0.04,0.0,0.0
Stijn Spierings,NED,MF,26,1996,34.7,2,24,5,20.8,0.69,0.14,0.08,0.4,20.2,0,0,0,1.8,1.8,0.07,0.2,0.2
Theocharis Tsingaras,GRE,MF,21,2000,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Thijs Dallinga,NED,FW,21,2000,26.1,12,61,30,49.2,2.33,1.15,0.2,0.4,12.1,0,0,0,9.8,9.8,0.16,2.2,2.2
Veljko Birmančević,SRB,"FW,MF",24,1998,4.9,0,13,3,23.1,2.64,0.61,0.0,0.0,19.3,0,0,0,1.3,1.3,0.1,-1.3,-1.3
Vincent Sierro,SUI,MF,26,1995,7.4,0,8,3,37.5,1.08,0.41,0.0,0.0,22.3,1,0,0,0.5,0.5,0.06,-0.5,-0.5
Waren Kamanzi,NOR,DF,21,2000,7.4,0,2,1,50.0,0.27,0.14,0.0,0.0,18.1,0,0,0,0.3,0.3,0.13,-0.3,-0.3
Yanis Begraoui,MAR,"FW,MF",21,2001,0.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Zakaria Aboukhlal,MAR,"FW,MF",22,2000,27.5,10,83,30,36.1,3.02,1.09,0.12,0.33,15.9,0,0,0,11.5,11.5,0.14,-1.5,-1.5
