General,General,General,General,General,General,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
Player,Nation,Pos,Age,Born,90s,Gls,Sh,Sot,Sot%,Sh/90,Sot/90,G/sh,G/sot,Dist,Fk,Pk,Pkatt,Xg,Npxg,Npxg/sh,G-xg,Np:g-xg
Anuar,MAR,"MF,FW",27,1995,2.3,1,3,1,33.3,1.29,0.43,0.33,1.0,13.0,0,0,0,0.4,0.4,0.12,0.6,0.6
Babatunde Akinsola,NGA,FW,19,2003,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Cyle Larin,CAN,FW,27,1995,16.3,8,49,17,34.7,3.0,1.04,0.12,0.35,14.1,0,2,2,7.5,5.9,0.12,0.5,0.1
Darwin Machís,VEN,FW,29,1993,6.7,0,19,6,31.6,2.85,0.9,0.0,0.0,18.7,0,0,0,1.1,1.1,0.06,-1.1,-1.1
David Torres,ESP,DF,19,2003,4.3,0,1,0,0.0,0.23,0.0,0.0,,4.8,0,0,0,0.5,0.5,0.54,-0.5,-0.5
Gonzalo Plata,ECU,FW,21,2000,25.6,1,37,13,35.1,1.45,0.51,0.03,0.08,17.5,1,0,0,3.7,3.7,0.1,-2.7,-2.7
Iván Fresneda,ESP,DF,17,2004,19.4,0,4,0,0.0,0.21,0.0,0.0,,17.8,0,0,0,0.6,0.6,0.15,-0.6,-0.6
Iván Sánchez,ESP,"MF,FW",29,1992,12.8,1,17,7,41.2,1.33,0.55,0.06,0.14,22.6,0,0,0,0.8,0.8,0.05,0.2,0.2
Javi Sánchez,ESP,DF,25,1997,26.6,1,9,2,22.2,0.34,0.08,0.11,0.5,17.9,1,0,0,0.7,0.7,0.08,0.3,0.3
Jawad El Yamiq,MAR,DF,30,1992,17.9,1,17,4,23.5,0.95,0.22,0.06,0.25,20.2,0,0,0,1.1,1.1,0.07,-0.1,-0.1
Joaquín Fernández,ESP,DF,26,1996,24.0,1,10,1,10.0,0.42,0.04,0.1,1.0,13.5,0,0,0,0.5,0.5,0.05,0.5,0.5
Jordi Masip,ESP,GK,33,1989,27.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Juanjo Narváez,COL,"MF,FW",27,1995,1.6,0,3,0,0.0,1.82,0.0,0.0,,10.6,0,0,0,0.2,0.2,0.06,-0.2,-0.2
Kenedy,BRA,"FW,DF",26,1996,3.1,0,6,3,50.0,1.96,0.98,0.0,0.0,21.2,0,0,0,0.5,0.5,0.08,-0.5,-0.5
Kike Pérez,ESP,MF,25,1997,25.6,1,46,10,21.7,1.79,0.39,0.02,0.1,22.6,1,0,0,2.3,2.3,0.05,-1.3,-1.3
Lucas Olaza,URU,DF,28,1994,16.6,0,5,2,40.0,0.3,0.12,0.0,0.0,26.4,2,0,0,0.4,0.4,0.08,-0.4,-0.4
Lucas Oliveira Rosa,BRA,DF,22,2000,10.3,0,6,1,16.7,0.58,0.1,0.0,0.0,18.1,0,0,0,0.4,0.4,0.06,-0.4,-0.4
Luis Pérez,ESP,DF,27,1995,13.5,0,4,0,0.0,0.3,0.0,0.0,,27.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Manuel Pozo,ESP,FW,20,2001,0.2,0,1,0,0.0,4.74,0.0,0.0,,20.1,0,0,0,0.1,0.1,0.1,-0.1,-0.1
Martin Hongla,CMR,"DF,MF",24,1998,14.5,0,1,0,0.0,0.07,0.0,0.0,,33.5,0,0,0,0.0,0.0,0.03,0.0,0.0
Mickael Malsa,MTQ,MF,26,1995,0.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Monchu,ESP,MF,22,1999,22.6,3,39,10,25.6,1.73,0.44,0.08,0.3,24.4,9,0,0,2.4,2.4,0.06,0.6,0.6
Roberto Arroyo,ESP,MF,18,2003,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Roque Mesa,ESP,MF,33,1989,18.0,2,26,10,38.5,1.45,0.56,0.08,0.2,26.5,0,0,0,1.4,1.4,0.05,0.6,0.6
Selim Amallah,MAR,"MF,FW",25,1996,3.0,2,5,2,40.0,1.69,0.67,0.4,1.0,19.2,1,0,0,0.9,0.9,0.17,1.1,1.1
Sergi Guardiola,ESP,FW,31,1991,5.6,0,11,3,27.3,1.97,0.54,0.0,0.0,17.7,0,0,0,1.0,1.0,0.09,-1.0,-1.0
Sergio Asenjo,ESP,GK,33,1989,10.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Sergio Escudero,ESP,DF,32,1989,16.0,1,27,7,25.9,1.69,0.44,0.04,0.14,23.4,3,0,0,1.5,1.5,0.06,-0.5,-0.5
Sergio León,ESP,FW,33,1989,14.8,6,26,15,57.7,1.75,1.01,0.19,0.33,16.3,0,1,2,3.9,2.3,0.09,2.1,2.7
Shon Weissman,ISR,FW,26,1996,8.3,1,18,7,38.9,2.17,0.84,0.06,0.14,12.8,0,0,0,2.3,2.3,0.13,-1.3,-1.3
Sékou Gassama,SEN,FW,27,1995,0.4,0,2,0,0.0,5.0,0.0,0.0,,10.7,0,0,0,0.4,0.4,0.21,-0.4,-0.4
Toni Villa,ESP,MF,27,1995,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Zouhair Feddal,MAR,DF,33,1989,4.2,0,1,0,0.0,0.24,0.0,0.0,,3.5,0,0,0,0.2,0.2,0.2,-0.2,-0.2
Álvaro Aceves,ESP,GK,19,2003,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Álvaro Aguado,ESP,MF,26,1996,21.0,1,20,6,30.0,0.95,0.29,0.05,0.17,24.6,1,0,0,1.0,1.0,0.05,0.0,0.0
Óscar Plano,ESP,"FW,MF",31,1991,22.6,1,30,10,33.3,1.32,0.44,0.03,0.1,17.3,0,0,0,2.8,2.8,0.09,-1.8,-1.8
