General,General,General,General,General,General,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-ons,Take-ons,Take-ons,Take-ons,Take-ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
Player,Nation,Pos,Age,Born,90s,Touches,Def pen,Def 3rd,Mid 3rd,Att 3rd,Att pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,Totdist,Prgdist,Prgc,1/3,Cpa,Mis,Dis,Rec,Prgr
Anuar,MAR,"MF,FW",27,1995,2.3,70,8,20,30,20,8,70,4,2,50.0,0,0.0,37,261,127,6,2,3,7,4,41,4
Babatunde Akinsola,NGA,FW,19,2003,0.1,4,0,1,2,1,0,4,0,0,,0,,4,29,14,1,1,0,2,1,5,3
Cyle Larin,CAN,FW,27,1995,16.3,472,21,48,189,242,89,470,26,10,38.5,15,57.7,304,1538,607,25,15,11,65,36,370,72
Darwin Machís,VEN,FW,29,1993,6.7,295,7,41,110,148,32,295,30,11,36.7,16,53.3,199,1326,588,29,17,11,21,6,204,53
David Torres,ESP,DF,19,2003,4.3,254,19,105,137,14,1,254,1,1,100.0,0,0.0,152,599,338,2,3,0,4,0,176,2
Gonzalo Plata,ECU,FW,21,2000,25.6,1203,13,183,462,578,102,1203,172,66,38.4,86,50.0,703,5277,2466,97,64,45,68,39,763,213
Iván Fresneda,ESP,DF,17,2004,19.4,1163,87,390,497,284,16,1163,42,15,35.7,19,45.2,563,3218,1672,48,26,7,22,18,625,101
Iván Sánchez,ESP,"MF,FW",29,1992,12.8,616,9,99,292,241,26,616,63,36,57.1,16,25.4,449,3611,1974,58,31,12,21,15,472,61
Javi Sánchez,ESP,DF,25,1997,26.6,1444,219,838,577,41,15,1444,7,7,100.0,0,0.0,800,4466,2820,21,9,1,7,4,906,5
Jawad El Yamiq,MAR,DF,30,1992,17.9,1163,177,613,519,45,19,1163,14,10,71.4,3,21.4,606,3424,1777,21,9,3,14,5,660,3
Joaquín Fernández,ESP,DF,26,1996,24.0,1228,167,672,517,41,17,1228,2,1,50.0,1,50.0,672,3137,1642,6,7,1,9,1,759,3
Jordi Masip,ESP,GK,33,1989,27.9,1025,947,1025,0,0,0,1025,0,0,,0,,539,2791,1785,0,0,0,0,0,427,0
Juanjo Narváez,COL,"MF,FW",27,1995,1.6,51,1,9,17,25,6,51,3,1,33.3,1,33.3,29,110,27,0,2,0,2,5,38,9
Kenedy,BRA,"FW,DF",26,1996,3.1,131,0,18,59,58,13,131,13,4,30.8,9,69.2,85,367,142,4,1,3,14,7,94,21
Kike Pérez,ESP,MF,25,1997,25.6,1546,52,337,836,413,45,1546,69,30,43.5,28,40.6,911,5542,2827,54,46,8,49,34,1028,82
Lucas Olaza,URU,DF,28,1994,16.6,929,55,263,404,268,11,929,11,4,36.4,7,63.6,413,1428,707,12,15,1,14,7,480,90
Lucas Oliveira Rosa,BRA,DF,22,2000,10.3,572,25,168,218,191,10,572,21,9,42.9,10,47.6,263,1627,761,24,17,7,13,7,270,61
Luis Pérez,ESP,DF,27,1995,13.5,724,38,206,330,196,4,724,20,8,40.0,10,50.0,375,1920,933,24,16,1,16,5,397,84
Manuel Pozo,ESP,FW,20,2001,0.2,14,0,2,8,4,0,14,3,1,33.3,2,66.7,10,42,17,0,0,0,0,1,7,1
Martin Hongla,CMR,"DF,MF",24,1998,14.5,745,84,333,371,46,1,745,11,9,81.8,2,18.2,455,2458,1302,6,7,1,14,1,463,5
Mickael Malsa,MTQ,MF,26,1995,0.8,31,4,12,18,1,0,31,1,1,100.0,0,0.0,17,77,9,0,0,0,2,2,15,0
Monchu,ESP,MF,22,1999,22.6,1276,48,319,693,270,24,1276,20,10,50.0,7,35.0,636,2794,1252,17,18,3,34,15,749,25
Roberto Arroyo,ESP,MF,18,2003,0.2,7,0,1,3,3,1,7,1,1,100.0,0,0.0,8,38,25,1,0,1,1,2,8,4
Roque Mesa,ESP,MF,33,1989,18.0,1134,62,286,683,181,9,1134,31,15,48.4,14,45.2,748,4717,2201,29,23,3,21,21,772,24
Selim Amallah,MAR,"MF,FW",25,1996,3.0,138,2,21,77,44,11,138,25,11,44.0,12,48.0,80,507,254,11,7,3,6,10,84,9
Sergi Guardiola,ESP,FW,31,1991,5.6,191,7,27,91,74,17,191,7,0,0.0,6,85.7,99,373,144,7,6,2,18,4,125,20
Sergio Asenjo,ESP,GK,33,1989,10.0,384,327,384,0,0,0,384,0,0,,0,,198,910,556,0,0,0,2,0,153,0
Sergio Escudero,ESP,DF,32,1989,16.0,937,61,320,371,255,16,937,17,7,41.2,9,52.9,363,1672,814,17,16,3,13,8,435,37
Sergio León,ESP,FW,33,1989,14.8,345,5,26,159,170,49,343,30,10,33.3,17,56.7,210,1122,563,21,16,6,45,17,242,75
