General,General,General,General,General,General,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial duels,Aerial duels,Aerial duels
Player,Nation,Pos,Age,Born,90s,Crdy,Crdr,2crdy,Fls,Fld,Off,Crs,Int,Tklw,Pkwon,Pkcon,Og,Recov,Won,Lost,Won%
Anuar,MAR,"MF,FW",27,1995,2.3,1,0,0,3,6,1,1,3,4,0,0,0,10,2,5,28.6
Babatunde Akinsola,NGA,FW,19,2003,0.1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,
Cyle Larin,CAN,FW,27,1995,16.3,4,0,0,23,25,29,6,0,3,0,1,0,41,43,60,41.7
Darwin Machís,VEN,FW,29,1993,6.7,1,0,0,10,12,2,37,3,2,0,0,0,26,2,6,25.0
David Torres,ESP,DF,19,2003,4.3,1,0,0,3,2,0,1,3,1,0,0,0,14,9,9,50.0
Gonzalo Plata,ECU,FW,21,2000,25.6,1,0,0,22,41,4,54,12,35,3,0,0,123,17,44,27.9
Iván Fresneda,ESP,DF,17,2004,19.4,3,0,0,13,25,0,59,15,34,0,0,0,103,8,18,30.8
Iván Sánchez,ESP,"MF,FW",29,1992,12.8,0,0,0,9,43,1,38,8,14,0,0,0,62,2,12,14.3
Javi Sánchez,ESP,DF,25,1997,26.6,11,0,0,34,9,0,5,46,26,0,2,0,115,46,45,50.5
Jawad El Yamiq,MAR,DF,30,1992,17.9,1,1,0,13,9,1,0,37,11,0,1,0,118,42,25,62.7
Joaquín Fernández,ESP,DF,26,1996,24.0,4,0,0,16,11,3,1,27,28,0,1,1,93,52,29,64.2
Jordi Masip,ESP,GK,33,1989,27.9,4,0,0,0,5,0,0,1,0,0,0,0,31,6,2,75.0
Juanjo Narváez,COL,"MF,FW",27,1995,1.6,0,0,0,1,9,1,1,0,1,0,0,0,5,3,6,33.3
Kenedy,BRA,"FW,DF",26,1996,3.1,3,0,0,9,2,0,5,1,2,0,0,0,14,2,3,40.0
Kike Pérez,ESP,MF,25,1997,25.6,9,0,0,57,57,4,58,20,33,0,0,0,186,31,31,50.0
Lucas Olaza,URU,DF,28,1994,16.6,3,0,0,12,20,2,71,14,14,0,0,0,72,27,30,47.4
Lucas Oliveira Rosa,BRA,DF,22,2000,10.3,3,0,0,19,11,1,37,15,18,0,0,0,55,15,12,55.6
Luis Pérez,ESP,DF,27,1995,13.5,2,0,0,12,16,4,54,16,24,0,0,0,55,7,16,30.4
Manuel Pozo,ESP,FW,20,2001,0.2,0,0,0,0,0,0,1,2,0,0,0,0,4,0,0,
Martin Hongla,CMR,"DF,MF",24,1998,14.5,7,2,1,21,3,2,7,8,13,0,1,0,98,7,16,30.4
Mickael Malsa,MTQ,MF,26,1995,0.8,0,0,0,2,0,0,0,2,2,0,0,0,5,1,1,50.0
Monchu,ESP,MF,22,1999,22.6,10,0,0,46,28,1,76,18,29,0,1,0,119,18,31,36.7
Roberto Arroyo,ESP,MF,18,2003,0.2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,
Roque Mesa,ESP,MF,33,1989,18.0,11,1,1,38,25,1,12,13,15,0,1,0,145,11,23,32.4
Selim Amallah,MAR,"MF,FW",25,1996,3.0,2,1,0,10,8,1,2,5,9,0,0,0,10,7,8,46.7
Sergi Guardiola,ESP,FW,31,1991,5.6,1,0,0,14,9,4,3,2,7,0,0,0,14,9,14,39.1
Sergio Asenjo,ESP,GK,33,1989,10.0,0,0,0,0,4,0,0,0,0,0,0,0,22,0,0,
Sergio Escudero,ESP,DF,32,1989,16.0,3,0,0,19,20,1,56,26,19,0,0,0,89,24,24,50.0
Sergio León,ESP,FW,33,1989,14.8,0,1,0,8,22,20,9,0,4,0,0,0,45,18,47,27.7
Shon Weissman,ISR,FW,26,1996,8.3,1,0,0,5,8,7,2,1,1,0,0,0,24,4,23,14.8
Sékou Gassama,SEN,FW,27,1995,0.4,0,0,0,1,0,0,0,0,0,0,0,0,2,2,2,50.0
Toni Villa,ESP,MF,27,1995,1.0,0,0,0,0,1,1,5,0,3,0,0,0,6,0,0,
Zouhair Feddal,MAR,DF,33,1989,4.2,1,0,0,4,2,0,1,5,2,0,1,0,19,6,7,46.2
Álvaro Aceves,ESP,GK,19,2003,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,50.0
Álvaro Aguado,ESP,MF,26,1996,21.0,4,0,0,13,33,0,57,13,15,0,1,0,130,15,17,46.9
Óscar Plano,ESP,"FW,MF",31,1991,22.6,3,0,0,23,49,7,23,29,25,1,0,0,108,34,50,40.5
