General,General,General,General,General,General,General,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Corner kicks,Corner kicks,Corner kicks,Outcomes,Outcomes,Outcomes
Player,Nation,Pos,Age,Born,90s,Att,Live,Dead,Fk,Tb,Sw,Crs,Ti,Ck,In,Out,Str,Cmp,Off,Blocks
Anuar,MAR,"MF,FW",27,1995,2.3,40,39,1,0,0,0,1,1,0,0,0,0,30,0,4
Babatunde Akinsola,NGA,FW,19,2003,0.1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
Cyle Larin,CAN,FW,27,1995,16.3,247,241,6,0,1,2,6,0,0,0,0,0,170,0,16
Darwin Machís,VEN,FW,29,1993,6.7,208,191,12,2,1,5,37,8,1,1,0,0,137,5,13
David Torres,ESP,DF,19,2003,4.3,231,223,7,2,0,0,1,5,0,0,0,0,184,1,4
Gonzalo Plata,ECU,FW,21,2000,25.6,782,712,69,6,3,1,54,34,23,16,2,1,582,1,31
Iván Fresneda,ESP,DF,17,2004,19.4,922,729,190,19,1,0,59,171,0,0,0,0,710,3,30
Iván Sánchez,ESP,"MF,FW",29,1992,12.8,480,460,15,3,1,10,38,2,6,3,1,1,381,5,16
Javi Sánchez,ESP,DF,25,1997,26.6,1175,1119,51,41,1,23,5,4,0,0,0,0,962,5,13
Jawad El Yamiq,MAR,DF,30,1992,17.9,919,850,68,47,1,15,0,14,0,0,0,0,745,1,11
Joaquín Fernández,ESP,DF,26,1996,24.0,994,943,46,31,0,14,1,8,0,0,0,0,820,5,9
Jordi Masip,ESP,GK,33,1989,27.9,963,645,316,77,0,1,0,0,0,0,0,0,679,2,1
Juanjo Narváez,COL,"MF,FW",27,1995,1.6,36,35,0,0,0,0,1,0,0,0,0,0,25,1,2
Kenedy,BRA,"FW,DF",26,1996,3.1,86,80,5,0,0,1,5,2,1,0,0,0,57,1,4
Kike Pérez,ESP,MF,25,1997,25.6,1223,1122,88,47,4,27,58,19,18,10,7,0,927,13,34
Lucas Olaza,URU,DF,28,1994,16.6,797,596,199,27,0,3,71,153,19,1,16,0,606,2,28
Lucas Oliveira Rosa,BRA,DF,22,2000,10.3,437,332,104,5,1,1,37,99,0,0,0,0,315,1,15
Luis Pérez,ESP,DF,27,1995,13.5,574,455,113,9,1,4,54,104,0,0,0,0,436,6,19
Manuel Pozo,ESP,FW,20,2001,0.2,8,7,1,0,0,0,1,1,0,0,0,0,6,0,0
Martin Hongla,CMR,"DF,MF",24,1998,14.5,634,610,18,15,1,10,7,1,0,0,0,0,520,6,7
Mickael Malsa,MTQ,MF,26,1995,0.8,20,20,0,0,0,0,0,0,0,0,0,0,13,0,1
Monchu,ESP,MF,22,1999,22.6,1054,918,128,80,5,23,76,1,46,9,28,1,833,8,10
Roberto Arroyo,ESP,MF,18,2003,0.2,5,5,0,0,0,1,1,0,0,0,0,0,0,0,2
Roque Mesa,ESP,MF,33,1989,18.0,963,900,55,52,4,21,12,0,1,0,0,0,790,8,14
Selim Amallah,MAR,"MF,FW",25,1996,3.0,83,80,3,0,0,1,2,2,0,0,0,0,63,0,1
Sergi Guardiola,ESP,FW,31,1991,5.6,117,108,8,0,0,0,3,0,0,0,0,0,74,1,6
Sergio Asenjo,ESP,GK,33,1989,10.0,353,234,118,26,0,2,0,0,0,0,0,0,233,1,1
Sergio Escudero,ESP,DF,32,1989,16.0,743,548,189,23,0,6,56,147,19,5,13,0,528,6,23
Sergio León,ESP,FW,33,1989,14.8,206,172,31,0,0,6,9,2,0,0,0,0,138,3,6
Shon Weissman,ISR,FW,26,1996,8.3,91,74,17,0,0,0,2,0,0,0,0,0,70,0,2
Sékou Gassama,SEN,FW,27,1995,0.4,9,7,2,0,0,0,0,0,0,0,0,0,7,0,0
Toni Villa,ESP,MF,27,1995,1.0,32,31,1,0,0,0,5,0,1,1,0,0,20,0,2
Zouhair Feddal,MAR,DF,33,1989,4.2,201,187,13,11,0,5,1,0,0,0,0,0,159,1,1
Álvaro Aceves,ESP,GK,19,2003,0.1,8,7,1,0,0,0,0,0,0,0,0,0,7,0,0
Álvaro Aguado,ESP,MF,26,1996,21.0,1142,1040,95,50,3,39,57,5,35,3,24,0,930,7,17
Óscar Plano,ESP,"FW,MF",31,1991,22.6,640,614,21,3,5,4,23,3,0,0,0,0,468,5,22
