General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes
Player,Nation,Pos,Age,Born,Mp,Starts,Min,90s,Gls,Ast,G+a,G-pk,Pk,Pkatt,Crdy,Crdr,Xg,Npxg,Xag,Npxg+xag,Prgc,Prgp,Prgr,Gls,Ast,G+a,G-pk,G+a-pk,Xg,Xag,Xg+xag,Npxg,Npxg+xag
Alejandro Blanco,ESP,MF,21,1998,13,6,580,6.4,1,0,1,1,0,0,1,0,0.5,0.5,0.5,0.9,17,2,44,0.16,0.0,0.16,0.16,0.16,0.07,0.08,0.15,0.07,0.15
Carlos Soler,ESP,MF,23,1997,32,31,2735,30.4,11,8,19,4,7,9,7,0,9.5,2.4,4.7,7.1,46,153,30,0.36,0.26,0.63,0.13,0.39,0.31,0.15,0.47,0.08,0.23
Christian Oliva,URU,MF,24,1996,9,1,198,2.2,0,2,2,0,0,0,0,0,0.0,0.0,0.1,0.2,3,8,1,0.0,0.91,0.91,0.0,0.91,0.02,0.06,0.08,0.02,0.08
Cristiano Piccini,ITA,DF,27,1992,3,0,67,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,7,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
Daniel Wass,DEN,"MF,DF",31,1989,35,35,2979,33.1,4,1,5,3,1,1,8,0,2.9,2.1,2.3,4.4,37,122,89,0.12,0.03,0.15,0.09,0.12,0.09,0.07,0.16,0.06,0.13
Denis Cheryshev,RUS,MF,29,1990,21,13,1101,12.2,0,3,3,0,0,0,3,0,1.0,1.0,2.4,3.4,37,37,95,0.0,0.25,0.25,0.0,0.25,0.08,0.19,0.28,0.08,0.28
Eliaquim Mangala,FRA,DF,29,1991,7,4,321,3.6,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,0,3,0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05
Francisco Reis Ferreira,POR,DF,23,1997,3,2,181,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gabriel Paulista,BRA,DF,29,1990,31,31,2716,30.2,4,1,5,4,0,0,6,0,1.0,1.0,0.5,1.5,9,81,4,0.13,0.03,0.17,0.13,0.17,0.03,0.02,0.05,0.03,0.05
Geoffrey Kondogbia,CTA,MF,27,1993,5,5,440,4.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,5,18,1,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
Gonçalo Guedes,POR,"MF,FW",23,1996,31,27,2287,25.4,5,5,10,5,0,0,3,1,3.7,3.7,4.0,7.7,111,115,154,0.2,0.2,0.39,0.2,0.39,0.15,0.16,0.3,0.15,0.3
Guillem Molina,ESP,DF,20,2000,2,1,153,1.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hugo Guillamón,ESP,DF,20,2000,25,21,1988,22.1,1,0,1,1,0,0,8,0,0.7,0.7,0.1,0.8,18,93,1,0.05,0.0,0.05,0.05,0.05,0.03,0.01,0.04,0.03,0.04
Jason,ESP,"MF,DF",26,1994,17,4,441,4.9,0,0,0,0,0,0,4,1,0.2,0.2,0.5,0.7,17,13,23,0.0,0.0,0.0,0.0,0.0,0.04,0.11,0.14,0.04,0.14
Jasper Cillessen,NED,GK,31,1989,10,10,900,10.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jaume Doménech,ESP,GK,29,1990,28,28,2520,28.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
José Luis Gayà,ESP,DF,25,1995,33,32,2846,31.6,1,7,8,1,0,0,6,0,2.6,2.6,3.9,6.5,62,119,201,0.03,0.22,0.25,0.03,0.25,0.08,0.12,0.21,0.08,0.21
Koba Koindredi,FRA,MF,18,2001,2,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
