General,General,General,General,General,General,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
Player,Nation,Pos,Age,Born,90s,Gls,Sh,Sot,Sot%,Sh/90,Sot/90,G/sh,G/sot,Dist,Fk,Pk,Pkatt,Xg,Npxg,Npxg/sh,G-xg,Np:g-xg
Benno Schmitz,GER,DF,27,1994,26.9,1,10,2,20.0,0.37,0.07,0.1,0.5,19.5,0,0,0,0.4,0.4,0.04,0.6,0.6
Davie Selke,GER,FW,27,1995,9.7,5,28,15,53.6,2.9,1.55,0.18,0.33,11.5,0,0,0,3.4,3.4,0.12,1.6,1.6
Dejan Ljubicic,AUT,"MF,FW",24,1997,19.0,5,34,14,41.2,1.79,0.74,0.12,0.29,22.1,0,1,1,3.3,2.6,0.08,1.7,1.4
Denis Huseinbasic,BIH,"MF,FW",21,2001,8.8,4,16,4,25.0,1.82,0.46,0.25,1.0,14.1,0,0,0,2.4,2.4,0.15,1.6,1.6
Dimitris Limnios,GRE,FW,24,1998,0.4,0,1,0,0.0,2.31,0.0,0.0,,19.5,0,0,0,0.0,0.0,0.02,0.0,0.0
Ellyes Skhiri,TUN,MF,27,1995,31.7,7,32,11,34.4,1.01,0.35,0.22,0.64,15.3,0,0,0,5.3,5.3,0.17,1.7,1.7
Eric Martel,GER,MF,20,2002,22.4,1,28,8,28.6,1.25,0.36,0.04,0.13,20.6,0,0,0,1.7,1.7,0.06,-0.7,-0.7
Florian Dietz,GER,FW,23,1998,4.4,1,17,6,35.3,3.87,1.37,0.06,0.17,11.9,0,0,0,2.5,2.5,0.15,-1.5,-1.5
Florian Kainz,AUT,"MF,FW",29,1992,26.0,6,51,19,37.3,1.96,0.73,0.06,0.16,22.2,6,3,3,6.0,3.6,0.07,0.0,-0.6
Jan Thielmann,GER,FW,20,2002,9.7,2,13,7,53.8,1.35,0.72,0.15,0.29,18.1,0,0,0,1.1,1.1,0.08,0.9,0.9
Jonas Hector,GER,DF,32,1990,31.4,0,25,5,20.0,0.8,0.16,0.0,0.0,16.2,0,0,0,1.7,1.7,0.07,-1.7,-1.7
Julian Chabot,GER,DF,24,1998,20.0,0,14,3,21.4,0.7,0.15,0.0,0.0,9.1,0,0,0,1.6,1.6,0.11,-1.6,-1.6
Justin Diehl,GER,"MF,FW",17,2004,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Kingsley Ehizibue,NED,DF,27,1995,0.7,0,1,1,100.0,1.48,1.48,0.0,0.0,35.5,0,0,0,0.0,0.0,0.02,0.0,0.0
Kingsley Schindler,GHA,"DF,MF",29,1993,12.1,0,11,4,36.4,0.91,0.33,0.0,0.0,12.8,0,0,0,2.2,2.2,0.2,-2.2,-2.2
Kristian Pedersen,DEN,DF,27,1994,3.1,0,1,0,0.0,0.33,0.0,0.0,,4.2,0,0,0,0.1,0.1,0.1,-0.1,-0.1
Linton Maina,GER,"FW,MF",23,1999,24.9,3,35,13,37.1,1.41,0.52,0.09,0.23,15.3,0,0,0,4.6,4.6,0.13,-1.6,-1.6
Luca Kilian,GER,DF,22,1999,12.5,1,4,1,25.0,0.32,0.08,0.25,1.0,9.8,0,0,0,1.1,1.1,0.28,-0.1,-0.1
Mark Uth,GER,"MF,FW",30,1991,0.5,0,1,1,100.0,1.96,1.96,0.0,0.0,13.2,0,0,0,0.1,0.1,0.07,-0.1,-0.1
Marvin Schwäbe,GER,GK,27,1995,34.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Mathias Olesen,LUX,MF,21,2001,5.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Nikola Soldo,CRO,DF,21,2001,6.6,0,6,0,0.0,0.91,0.0,0.0,,15.2,0,0,0,0.6,0.6,0.11,-0.6,-0.6
Ondrej Duda,SVK,MF,27,1994,7.7,0,12,3,25.0,1.57,0.39,0.0,0.0,18.6,0,0,0,0.7,0.7,0.06,-0.7,-0.7
Sargis Adamyan,ARM,"FW,MF",29,1993,7.2,1,21,11,52.4,2.93,1.54,0.05,0.09,14.0,0,0,0,3.4,3.4,0.16,-2.4,-2.4
Steffen Tigges,GER,FW,24,1998,17.7,6,35,11,31.4,1.97,0.62,0.17,0.55,12.3,0,0,0,5.0,5.0,0.14,1.0,1.0
Tim Lemperle,GER,"FW,MF",20,2002,1.5,0,2,0,0.0,1.36,0.0,0.0,,12.6,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Timo Hübers,GER,DF,26,1996,28.4,3,15,7,46.7,0.53,0.25,0.2,0.43,10.9,0,0,0,1.8,1.8,0.12,1.2,1.2
