General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Playing time,Starts,Starts,Starts,Subs,Subs,Subs,Team success,Team success,Team success,Team success,Team success,Team success,Team success (xg),Team success (xg),Team success (xg),Team success (xg),Team success (xg)
Player,Nation,Pos,Age,Born,Mp,Min,Mn/mp,Min%,90s,Starts,Mn/start,Compl,Subs,Mn/sub,Unsub,Ppm,Ong,Onga,+/-,+/-90,On-off,Onxg,Onxga,Xg+/-,Xg+/-90,On-off
Benno Schmitz,GER,DF,27,1994,31,2420,78,79.1,26.9,30,80,18,1,29,0,1.16,34,38,-4,-0.15,-0.01,33.1,33.4,-0.3,-0.01,-0.8
Damion Downs,USA,FW,18,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,
Davie Selke,GER,FW,27,1995,17,869,51,28.4,9.7,12,62,1,5,25,1,1.24,11,16,-5,-0.52,-0.52,10.5,13.0,-2.5,-0.26,-0.58
Dejan Ljubicic,AUT,"MF,FW",24,1997,27,1710,63,55.9,19.0,20,73,4,7,37,0,1.3,27,27,0,0.0,0.33,27.2,22.9,4.2,0.22,0.15
Denis Huseinbasic,BIH,"MF,FW",21,2001,24,791,33,25.8,8.8,7,67,2,17,19,5,1.25,17,16,1,0.11,0.35,14.2,10.1,4.1,0.46,0.42
Dimitris Limnios,GRE,FW,24,1998,2,39,20,1.3,0.4,0,,0,2,20,6,0.5,0,1,-1,-2.31,-2.19,0.9,1.3,-0.4,-0.85,-1.02
Elias Bakatukanda,GER,MF,18,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,
Ellyes Skhiri,TUN,MF,27,1995,32,2856,89,93.3,31.7,32,89,31,0,,0,1.25,46,52,-6,-0.19,-0.63,45.3,40.8,4.5,0.14,-0.22
Eric Martel,GER,MF,20,2002,29,2019,70,66.0,22.4,23,81,14,6,25,4,1.21,29,33,-4,-0.18,-0.09,30.2,27.3,3.0,0.13,-0.07
Florian Dietz,GER,FW,23,1998,11,395,36,12.9,4.4,4,62,0,7,21,0,1.27,9,10,-1,-0.23,-0.09,8.4,6.6,1.9,0.43,0.31
Florian Kainz,AUT,"MF,FW",29,1992,32,2344,73,76.6,26.0,31,75,5,1,31,0,1.22,37,38,-1,-0.04,0.46,36.3,31.3,5.0,0.19,0.16
Georg Strauch,GER,DF,21,2001,0,,,,,0,,0,0,,4,,,,,,,,,,,
Jan Thielmann,GER,FW,20,2002,23,869,38,28.4,9.7,6,72,2,17,26,0,1.3,16,11,5,0.52,0.93,15.5,10.0,5.4,0.56,0.57
Jonas Hector,GER,DF,32,1990,32,2824,88,92.3,31.4,32,88,30,0,,0,1.28,48,50,-2,-0.06,1.08,46.0,39.2,6.9,0.22,0.82
Jonas Urbig,GER,GK,18,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,
Joshua Schwirten,GER,MF,20,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,
Julian Chabot,GER,DF,24,1998,21,1803,86,58.9,20.0,21,86,18,0,,5,1.38,30,24,6,0.3,1.09,28.7,22.4,6.3,0.31,0.39
Justin Diehl,GER,"MF,FW",17,2004,2,17,9,0.6,0.2,0,,0,2,9,2,1.5,0,0,0,0.0,0.15,1.2,0.0,1.2,6.25,6.13
Kingsley Ehizibue,NED,DF,27,1995,1,61,61,2.0,0.7,1,61,0,0,,1,1.0,1,2,-1,-1.48,-1.36,1.1,0.8,0.3,0.44,0.29
Kingsley Schindler,GHA,"DF,MF",29,1993,29,1088,38,35.6,12.1,8,72,2,21,24,4,1.24,20,22,-2,-0.17,-0.03,19.7,16.0,3.7,0.31,0.24
Kristian Pedersen,DEN,DF,27,1994,6,276,46,9.0,3.1,3,80,2,3,12,17,0.67,2,6,-4,-1.3,-1.27,2.7,4.2,-1.5,-0.48,-0.7
Linton Maina,GER,"FW,MF",23,1999,33,2239,68,73.2,24.9,27,77,1,6,28,1,1.24,37,36,1,0.04,0.7,34.6,30.2,4.4,0.18,0.08
Luca Kilian,GER,DF,22,1999,16,1123,70,36.7,12.5,13,84,11,3,9,6,1.5,21,24,-3,-0.24,-0.15,20.3,18.3,2.0,0.16,0.01
Mark Uth,GER,"MF,FW",30,1991,3,46,15,1.5,0.5,0,,0,3,15,1,1.0,2,7,-5,-9.78,-9.78,0.6,1.2,-0.6,-1.25,-1.43
Marvin Schwäbe,GER,GK,27,1995,34,3060,90,100.0,34.0,34,90,34,0,,0,1.24,49,54,-5,-0.15,,47.9,42.6,5.3,0.16,
Mathias Olesen,LUX,MF,21,2001,14,478,34,15.6,5.3,6,59,1,8,15,12,1.43,5,9,-4,-0.75,-0.72,4.9,6.9,-2.0,-0.39,-0.64
Matthias Köbbing,GER,GK,25,1997,0,,,,,0,,0,0,,3,,,,,,,,,,,
Maximilian Schmid,GER,FW,19,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,
Nikola Soldo,CRO,DF,21,2001,7,593,85,19.4,6.6,6,90,6,1,53,13,0.43,4,13,-9,-1.37,-1.51,6.6,7.6,-1.0,-0.16,-0.39
Ondrej Duda,SVK,MF,27,1994,13,689,53,22.5,7.7,9,62,0,4,33,2,1.08,11,15,-4,-0.52,-0.48,11.3,11.5,-0.2,-0.02,-0.23
Rijad Smajic,BIH,DF,18,2004,0,,,,,0,,0,0,,3,,,,,,,,,,,
Sargis Adamyan,ARM,"FW,MF",29,1993,24,644,27,21.0,7.2,4,62,0,20,20,4,1.13,11,16,-5,-0.7,-0.7,11.2,11.7,-0.5,-0.06,-0.28
Steffen Tigges,GER,FW,24,1998,30,1596,53,52.2,17.7,17,71,3,13,30,1,1.23,25,24,1,0.06,0.43,25.0,19.5,5.6,0.31,0.33
Tim Lemperle,GER,"FW,MF",20,2002,12,132,11,4.3,1.5,0,,0,12,11,6,1.58,2,2,0,0.0,0.15,2.5,1.0,1.5,1.06,0.95
Timo Horn,GER,GK,29,1993,0,,,,,0,,0,0,,32,,,,,,,,,,,
Timo Hübers,GER,DF,26,1996,29,2559,88,83.6,28.4,28,90,28,1,39,0,1.31,44,45,-1,-0.04,0.68,40.2,35.3,5.0,0.18,0.12
