General,General,General,General,General,General,Sca,Sca,Sca types,Sca types,Sca types,Sca types,Sca types,Sca types,Gca,Gca,Gca types,Gca types,Gca types,Gca types,Gca types,Gca types
Player,Nation,Pos,Age,Born,90s,Sca,Sca90,Passlive,Passdead,To,Sh,Fld,Def,Gca,Gca90,Passlive,Passdead,To,Sh,Fld,Def
Benno Schmitz,GER,DF,27,1994,26.9,52,1.93,42,9,0,0,1,0,4,0.15,4,0,0,0,0,0
Davie Selke,GER,FW,27,1995,9.7,22,2.28,15,0,2,4,1,0,1,0.1,0,0,0,1,0,0
Dejan Ljubicic,AUT,"MF,FW",24,1997,19.0,56,2.95,47,1,2,5,1,0,6,0.32,6,0,0,0,0,0
Denis Huseinbasic,BIH,"MF,FW",21,2001,8.8,15,1.7,8,1,2,1,3,0,1,0.11,1,0,0,0,0,0
Dimitris Limnios,GRE,FW,24,1998,0.4,2,4.62,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Ellyes Skhiri,TUN,MF,27,1995,31.7,56,1.76,48,0,1,5,0,2,5,0.16,5,0,0,0,0,0
Eric Martel,GER,MF,20,2002,22.4,30,1.34,23,0,3,3,1,0,1,0.04,1,0,0,0,0,0
Florian Dietz,GER,FW,23,1998,4.4,6,1.37,3,1,1,1,0,0,0,0.0,0,0,0,0,0,0
Florian Kainz,AUT,"MF,FW",29,1992,26.0,127,4.87,67,44,6,4,5,1,17,0.65,13,2,0,1,1,0
Jan Thielmann,GER,FW,20,2002,9.7,29,3.0,20,0,4,1,4,0,6,0.62,3,0,1,0,2,0
Jonas Hector,GER,DF,32,1990,31.4,74,2.36,49,12,5,1,4,3,6,0.19,4,1,0,0,1,0
Julian Chabot,GER,DF,24,1998,20.0,15,0.75,10,0,0,3,1,1,2,0.1,1,0,0,1,0,0
Justin Diehl,GER,"MF,FW",17,2004,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Kingsley Ehizibue,NED,DF,27,1995,0.7,1,1.48,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Kingsley Schindler,GHA,"DF,MF",29,1993,12.1,27,2.24,20,2,0,3,2,0,4,0.33,2,1,0,1,0,0
Kristian Pedersen,DEN,DF,27,1994,3.1,1,0.33,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Linton Maina,GER,"FW,MF",23,1999,24.9,71,2.85,54,5,5,5,1,1,12,0.48,9,0,2,0,1,0
Luca Kilian,GER,DF,22,1999,12.5,10,0.8,10,0,0,0,0,0,1,0.08,1,0,0,0,0,0
Mark Uth,GER,"MF,FW",30,1991,0.5,1,1.96,0,0,1,0,0,0,1,1.96,0,0,1,0,0,0
Marvin Schwäbe,GER,GK,27,1995,34.0,4,0.12,4,0,0,0,0,0,1,0.03,1,0,0,0,0,0
Mathias Olesen,LUX,MF,21,2001,5.3,4,0.75,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Nikola Soldo,CRO,DF,21,2001,6.6,4,0.61,3,0,0,1,0,0,0,0.0,0,0,0,0,0,0
Ondrej Duda,SVK,MF,27,1994,7.7,22,2.88,17,2,2,0,1,0,3,0.39,2,0,1,0,0,0
Sargis Adamyan,ARM,"FW,MF",29,1993,7.2,22,3.07,16,0,0,6,0,0,3,0.42,1,0,0,2,0,0
Steffen Tigges,GER,FW,24,1998,17.7,34,1.92,25,0,1,6,2,0,3,0.17,2,0,0,1,0,0
Tim Lemperle,GER,"FW,MF",20,2002,1.5,7,4.81,4,0,2,1,0,0,0,0.0,0,0,0,0,0,0
Timo Hübers,GER,DF,26,1996,28.4,13,0.46,13,0,0,0,0,0,1,0.04,1,0,0,0,0,0
