General,General,General,General,General,General,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-ons,Take-ons,Take-ons,Take-ons,Take-ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
Player,Nation,Pos,Age,Born,90s,Touches,Def pen,Def 3rd,Mid 3rd,Att 3rd,Att pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,Totdist,Prgdist,Prgc,1/3,Cpa,Mis,Dis,Rec,Prgr
Alidu Seidu,GHA,DF,22,2000,27.3,1646,109,710,805,158,3,1646,61,31,50.8,9,14.8,1168,7389,3574,27,34,2,34,15,970,35
Arial Mendy,SEN,DF,27,1994,2.5,147,7,45,57,46,5,147,5,0,0.0,2,40.0,92,499,211,6,4,0,2,2,81,22
Aïman Maurer,MAR,MF,17,2004,5.6,195,4,29,81,90,24,195,30,17,56.7,10,33.3,148,1220,592,21,9,10,21,5,133,40
Baila Diallo,FRA,"DF,MF",21,2001,1.0,55,3,13,18,24,4,55,1,0,0.0,1,100.0,25,160,59,3,2,2,1,1,26,9
Brandon Baiye,BEL,MF,21,2000,0.6,42,5,10,24,8,1,42,1,1,100.0,0,0.0,27,159,54,0,0,0,1,1,24,0
Cheick Konaté,MLI,DF,18,2004,6.4,377,17,156,188,46,5,377,31,25,80.6,5,16.1,252,1643,882,12,15,2,5,8,222,9
Elba Rashani,KVX,"MF,FW",29,1993,24.0,994,28,169,436,406,93,994,56,22,39.3,26,46.4,712,4389,1714,55,39,22,49,25,664,172
Florent Ogier,FRA,DF,33,1989,18.9,1098,149,586,476,39,9,1098,8,4,50.0,3,37.5,749,3690,1777,4,5,0,7,1,683,3
Grejohn Kyei,FRA,FW,26,1995,24.8,840,28,60,457,333,98,834,73,39,53.4,31,42.5,617,3373,1004,27,20,13,95,48,670,160
Jason Berthomier,FRA,MF,32,1990,0.3,20,0,1,13,6,0,20,0,0,,0,,16,69,20,0,0,0,0,0,17,2
Jean-Claude Billong,CMR,MF,28,1993,0.3,35,4,10,24,1,0,35,0,0,,0,,29,158,56,0,0,0,0,0,26,0
Jim Allevinah,GAB,"DF,FW",27,1995,24.9,1134,39,257,502,396,65,1134,88,34,38.6,45,51.1,851,6113,2685,82,62,14,46,40,746,141
Jodel Dossou,BEN,"MF,DF",30,1992,2.9,101,1,13,40,51,9,101,21,8,38.1,10,47.6,67,446,214,8,4,2,8,5,64,23
Johan Gastien,FRA,MF,34,1988,28.9,2358,80,628,1426,325,6,2358,25,9,36.0,14,56.0,1799,8404,3491,13,30,1,26,12,1646,27
Jérémie Bela,ANG,"DF,MF",29,1993,8.3,355,15,72,132,157,15,355,27,9,33.3,14,51.9,240,1600,644,22,14,5,19,8,224,54
Komnen Andrić,SRB,FW,27,1995,16.1,597,14,44,346,210,52,595,15,6,40.0,7,46.7,431,2150,477,8,13,4,47,31,480,88
Mateusz Wieteska,POL,DF,25,1997,34.6,1925,256,1017,868,57,31,1925,13,11,84.6,0,0.0,1358,8189,4515,15,10,0,11,6,1211,8
Maxime Gonalons,FRA,MF,33,1989,16.1,997,27,259,657,97,3,997,28,15,53.6,11,39.3,742,3943,1651,10,16,0,20,10,667,3
Maximiliano Caufriez,BEL,DF,25,1997,24.7,1367,206,688,595,93,14,1367,13,5,38.5,6,46.2,1006,6727,3440,33,35,1,14,7,873,13
Mehdi Zeffane,ALG,"DF,MF",30,1992,7.3,360,19,79,178,110,11,360,9,4,44.4,5,55.6,262,1201,511,9,8,3,13,1,223,31
Mory Diaw,SEN,GK,29,1993,37.0,1561,1266,1549,12,0,0,1561,1,1,100.0,0,0.0,1064,5707,3786,0,0,0,0,0,698,0
Muhammed Cham,AUT,MF,21,2000,21.9,1268,12,148,614,527,61,1266,65,31,47.7,26,40.0,1010,6125,2895,71,74,11,39,56,967,120
Neto Borges,BRA,DF,25,1996,31.5,1869,104,566,759,576,69,1869,94,47,50.0,40,42.6,1197,6987,3368,69,57,13,44,21,1050,189
Ouparine Djoco,GNB,GK,24,1998,1.0,41,26,39,2,0,0,41,0,0,,0,,27,159,114,0,0,0,0,0,22,0
Saîf-Eddine Khaoui,TUN,MF,27,1995,22.5,963,16,147,511,330,48,963,52,24,46.2,21,40.4,665,3607,1536,23,28,4,43,23,592,88
Souleymane Cissé,FRA,DF,19,2002,0.4,19,4,11,6,2,1,19,1,0,0.0,1,100.0,13,61,7,0,0,0,1,1,10,1
Yanis Massolin,FRA,MF,19,2002,0.7,50,1,17,25,9,1,50,3,0,0.0,3,100.0,37,180,68,0,1,0,0,0,30,0
Yohann Magnin,FRA,MF,25,1997,26.7,1643,60,430,999,226,28,1643,32,7,21.9,19,59.4,1168,5308,2152,14,28,2,20,11,1071,56
