General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Playing time,Starts,Starts,Starts,Subs,Subs,Subs,Team success,Team success,Team success,Team success,Team success,Team success,Team success (xg),Team success (xg),Team success (xg),Team success (xg),Team success (xg)
Muhammed Cham,AUT,MF,21,2000,38,1968,52,57.5,21.9,23,74,3,15,18,0,1.55,27,32,-5,-0.23,-0.29,27.9,33.9,-6.0,-0.28,0.02
Neto Borges,BRA,DF,25,1996,33,2833,86,82.8,31.5,33,86,28,0,,0,1.58,38,43,-5,-0.16,-0.31,40.3,48.5,-8.2,-0.26,0.13
Ouparine Djoco,GNB,GK,24,1998,1,90,90,2.6,1.0,1,90,1,0,,30,0.0,1,2,-1,-1.0,-0.92,0.5,1.3,-0.8,-0.77,-0.5
Saîf-Eddine Khaoui,TUN,MF,27,1995,34,2027,60,59.3,22.5,23,79,5,11,20,1,1.56,23,25,-2,-0.09,0.04,26.6,33.0,-6.4,-0.28,0.0
Sofyan Chader,FRA,MF,22,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,
Souleymane Cissé,FRA,DF,19,2002,2,36,18,1.1,0.4,0,,0,2,18,18,0.0,0,1,-1,-2.5,-2.42,0.2,1.2,-1.0,-2.4,-2.14
Stan Berkani,ALG,MF,18,2003,0,,,,,0,,0,0,,4,,,,,,,,,,,
Wabo Kamdem,FRA,MF,19,2002,0,,,,,0,,0,0,,11,,,,,,,,,,,
Yanis Massolin,FRA,MF,19,2002,6,60,10,1.8,0.7,0,,0,6,10,13,1.33,1,0,1,1.5,1.63,1.9,1.6,0.4,0.56,0.86
Yohann Magnin,FRA,MF,25,1997,38,2399,63,70.1,26.7,25,86,20,13,19,0,1.55,26,35,-9,-0.34,-0.78,30.0,39.0,-9.1,-0.34,-0.19
