General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Playing time,Starts,Starts,Starts,Subs,Subs,Subs,Team success,Team success,Team success,Team success,Team success,Team success,Team success (xg),Team success (xg),Team success (xg),Team success (xg),Team success (xg)
Player,Nation,Pos,Age,Born,Mp,Min,Mn/mp,Min%,90s,Starts,Mn/start,Compl,Subs,Mn/sub,Unsub,Ppm,Ong,Onga,+/-,+/-90,On-off,Onxg,Onxga,Xg+/-,Xg+/-90,On-off
Alidu Seidu,GHA,DF,22,2000,28,2458,88,71.9,27.3,28,88,23,0,,0,1.71,37,33,4,0.15,0.89,35.8,39.4,-3.6,-0.13,0.53
Arial Mendy,SEN,DF,27,1994,5,223,45,6.5,2.5,1,90,1,4,33,9,0.8,2,3,-1,-0.4,-0.32,1.5,4.4,-2.9,-1.17,-0.95
Aïman Maurer,MAR,MF,17,2004,10,501,50,14.6,5.6,6,74,0,4,14,9,1.5,4,10,-6,-1.08,-1.14,7.5,11.3,-3.8,-0.67,-0.46
Baila Diallo,FRA,"DF,MF",21,2001,6,89,15,2.6,1.0,0,,0,6,15,13,0.67,1,1,0,0.0,0.11,1.5,1.7,-0.2,-0.15,0.13
Brandon Baiye,BEL,MF,21,2000,7,51,7,1.5,0.6,0,,0,7,7,8,1.71,2,2,0,0.0,0.11,0.8,1.6,-0.7,-1.26,-1.0
Cheick Konaté,MLI,DF,18,2004,9,572,64,16.7,6.4,6,86,5,3,20,7,1.78,5,10,-5,-0.79,-0.82,8.2,11.3,-3.1,-0.49,-0.25
Elba Rashani,KVX,"MF,FW",29,1993,32,2162,68,63.2,24.0,26,78,7,6,24,0,1.66,33,31,2,0.08,0.51,32.7,32.8,0.0,0.0,0.76
Florent Ogier,FRA,DF,33,1989,26,1701,65,49.7,18.9,18,90,17,8,11,11,1.69,19,28,-9,-0.48,-0.74,22.3,33.2,-11.0,-0.58,-0.59
Giovani Versini,FRA,FW,18,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
Grejohn Kyei,FRA,FW,26,1995,37,2232,60,65.3,24.8,26,77,5,11,22,0,1.59,33,27,6,0.24,1.0,35.0,31.9,3.1,0.13,1.18
Jason Berthomier,FRA,MF,32,1990,2,23,12,0.7,0.3,0,,0,2,12,2,3.0,0,0,0,0.0,0.11,0.1,0.6,-0.5,-2.14,-1.87
Jean-Claude Billong,CMR,MF,28,1993,1,23,23,0.7,0.3,0,,0,1,23,3,0.0,0,0,0,0.0,0.11,0.0,0.5,-0.5,-1.8,-1.53
Jim Allevinah,GAB,"DF,FW",27,1995,36,2244,62,65.6,24.9,25,80,11,11,22,0,1.56,24,33,-9,-0.36,-0.74,30.4,38.0,-7.6,-0.31,-0.07
Jodel Dossou,BEN,"MF,DF",30,1992,9,258,29,7.5,2.9,2,77,0,7,15,8,1.0,5,3,2,0.7,0.87,4.7,5.6,-0.9,-0.32,-0.04
Johan Gastien,FRA,MF,34,1988,31,2603,84,76.1,28.9,29,88,23,2,25,0,1.77,40,37,3,0.1,0.87,38.6,44.9,-6.3,-0.22,0.28
Jérémie Bela,ANG,"DF,MF",29,1993,19,743,39,21.7,8.3,7,73,2,12,20,9,1.0,8,10,-2,-0.24,-0.18,7.3,12.9,-5.6,-0.68,-0.51
Komnen Andrić,SRB,FW,27,1995,34,1446,43,42.3,16.1,16,74,2,18,15,0,1.38,14,26,-12,-0.75,-1.11,16.7,30.4,-13.7,-0.85,-0.99
Lucas Margueron,FRA,GK,21,2001,0,,,,,0,,0,0,,8,,,,,,,,,,,
Mateusz Wieteska,POL,DF,25,1997,35,3117,89,91.1,34.6,35,89,32,0,,0,1.49,40,47,-7,-0.2,-1.09,42.5,53.9,-11.4,-0.33,-0.53
Maxime Gonalons,FRA,MF,33,1989,25,1449,58,42.4,16.1,19,72,2,6,14,0,1.6,22,21,1,0.06,0.29,19.2,26.7,-7.5,-0.47,-0.32
Maximiliano Caufriez,BEL,DF,25,1997,26,2222,85,65.0,24.7,25,88,22,1,27,0,1.73,33,25,8,0.32,1.23,31.3,31.5,-0.2,-0.01,0.78
Mehdi Zeffane,ALG,"DF,MF",30,1992,18,658,37,19.2,7.3,7,71,0,11,15,2,2.0,12,6,6,0.82,1.15,11.1,11.0,0.1,0.01,0.36
Mory Diaw,SEN,GK,29,1993,37,3330,90,97.4,37.0,37,90,37,0,,0,1.59,44,47,-3,-0.08,0.92,46.9,56.9,-10.0,-0.27,0.5
