General,General,General,General,General,General,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,General,General,General,General
Player,Nation,Pos,Age,Born,90s,Tkl,Tklw,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+int,Clr,Err
Alidu Seidu,GHA,DF,22,2000,27.3,52,31,35,14,3,31,51,60.8,20,28,14,14,52,104,50,2
Arial Mendy,SEN,DF,27,1994,2.5,4,2,3,0,1,2,2,100.0,0,2,0,2,4,8,4,0
Aïman Maurer,MAR,MF,17,2004,5.6,2,1,1,1,0,1,10,10.0,9,1,0,1,3,5,5,0
Baila Diallo,FRA,"DF,MF",21,2001,1.0,1,0,1,0,0,0,0,,0,1,1,0,0,1,1,0
Brandon Baiye,BEL,MF,21,2000,0.6,3,2,2,1,0,2,3,66.7,1,1,0,1,1,4,3,0
Cheick Konaté,MLI,DF,18,2004,6.4,19,12,10,7,2,13,22,59.1,9,7,1,6,13,32,8,1
Elba Rashani,KVX,"MF,FW",29,1993,24.0,39,26,13,19,7,13,39,33.3,26,27,2,25,21,60,19,0
Florent Ogier,FRA,DF,33,1989,18.9,33,16,20,12,1,22,39,56.4,17,22,13,9,18,51,64,1
Grejohn Kyei,FRA,FW,26,1995,24.8,16,7,2,9,5,4,13,30.8,9,14,3,11,6,22,22,0
Jason Berthomier,FRA,MF,32,1990,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Jean-Claude Billong,CMR,MF,28,1993,0.3,0,0,0,0,0,0,0,,0,1,1,0,1,1,0,0
Jim Allevinah,GAB,"DF,FW",27,1995,24.9,39,24,24,11,4,19,62,30.6,43,24,2,22,24,63,26,1
Jodel Dossou,BEN,"MF,DF",30,1992,2.9,7,4,3,2,2,4,4,100.0,0,2,1,1,1,8,0,0
Johan Gastien,FRA,MF,34,1988,28.9,62,34,30,23,9,38,111,34.2,73,37,7,30,36,98,25,1
Jérémie Bela,ANG,"DF,MF",29,1993,8.3,6,4,2,1,3,3,4,75.0,1,10,1,9,9,15,8,0
Komnen Andrić,SRB,FW,27,1995,16.1,13,5,2,7,4,2,15,13.3,13,8,1,7,8,21,13,0
Mateusz Wieteska,POL,DF,25,1997,34.6,41,23,28,13,0,19,33,57.6,14,44,28,16,56,97,97,4
Maxime Gonalons,FRA,MF,33,1989,16.1,52,32,25,21,6,25,53,47.2,28,21,1,20,20,72,7,1
Maximiliano Caufriez,BEL,DF,25,1997,24.7,40,24,31,8,1,20,28,71.4,8,33,18,15,34,74,70,0
Mehdi Zeffane,ALG,"DF,MF",30,1992,7.3,12,7,5,7,0,4,21,19.0,17,14,6,8,22,34,12,0
Mory Diaw,SEN,GK,29,1993,37.0,0,0,0,0,0,0,4,0.0,4,0,0,0,2,2,13,5
Muhammed Cham,AUT,MF,21,2000,21.9,30,15,15,4,11,13,35,37.1,22,13,0,13,7,37,5,0
Neto Borges,BRA,DF,25,1996,31.5,75,45,45,20,10,46,75,61.3,29,45,11,34,41,116,62,1
Ouparine Djoco,GNB,GK,24,1998,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Saîf-Eddine Khaoui,TUN,MF,27,1995,22.5,47,28,14,25,8,15,47,31.9,32,17,2,15,33,80,8,0
Souleymane Cissé,FRA,DF,19,2002,0.4,1,1,1,0,0,1,1,100.0,0,1,1,0,1,2,2,0
Yanis Massolin,FRA,MF,19,2002,0.7,2,1,1,0,1,0,1,0.0,1,1,0,1,2,4,0,0
Yohann Magnin,FRA,MF,25,1997,26.7,89,54,37,45,7,54,106,50.9,52,50,12,38,25,114,46,0
