General,General,General,General,General,General,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,General,General,Expected,Expected,General,General,General,General,General
Player,Nation,Pos,Age,Born,90s,Cmp,Att,Cmp%,Totdist,Prgdist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,Xag,Xa,A-xag,Kp,1/3,Ppa,Crspa,Prgp
Adam Smith,ENG,DF,31,1991,32.7,953,1264,75.4,16233,6898,450,513,87.7,398,501,79.4,88,194,45.4,1,1.3,1.5,-0.3,16,70,28,19,83
Antoine Semenyo,GHA,"FW,MF",22,2000,2.9,38,57,66.7,543,153,24,33,72.7,11,13,84.6,2,4,50.0,0,0.1,0.0,-0.1,2,5,0,0,5
Ben Pearson,ENG,MF,27,1995,3.2,108,134,80.6,1814,501,50,58,86.2,45,55,81.8,8,15,53.3,0,0.0,0.0,0.0,0,8,0,0,5
Chris Mepham,WAL,DF,24,1997,24.4,870,1041,83.6,16273,5694,309,346,89.3,478,525,91.0,75,142,52.8,0,0.2,0.6,-0.2,4,42,2,0,42
Dango Ouattara,BFA,"MF,FW",20,2002,13.8,210,334,62.9,3297,1069,118,157,75.2,68,105,64.8,16,37,43.2,3,2.5,1.6,0.5,18,20,17,8,23
David Brooks,WAL,"FW,MF",25,1997,1.9,46,63,73.0,640,140,30,32,93.8,13,16,81.3,2,9,22.2,0,0.2,0.2,-0.2,2,4,1,0,11
Dominic Solanke,ENG,"FW,MF",24,1997,31.8,363,533,68.1,4673,1106,225,294,76.5,101,135,74.8,14,24,58.3,7,3.9,2.4,3.1,21,22,17,1,47
Emiliano Marcondes,DEN,MF,27,1995,0.1,1,1,100.0,56,37,0,0,,0,0,,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,1
Hamed Junior Traorè,CIV,"FW,MF",22,2000,4.7,109,178,61.2,1850,775,55,72,76.4,35,56,62.5,13,33,39.4,0,1.1,1.1,-1.1,14,11,10,3,26
Illia Zabarnyi,UKR,DF,19,2002,3.3,184,200,92.0,3523,1083,55,58,94.8,115,121,95.0,14,20,70.0,0,0.0,0.0,0.0,0,13,0,0,11
Jack Stacey,ENG,DF,26,1996,3.3,74,130,56.9,1088,392,42,53,79.2,27,50,54.0,3,12,25.0,0,0.0,0.0,0.0,0,6,1,1,2
Jack Stephens,ENG,DF,28,1994,13.0,446,543,82.1,8713,3133,156,173,90.2,233,263,88.6,53,94,56.4,0,0.2,0.2,-0.2,3,37,3,2,34
Jaidon Anthony,ENG,"MF,FW",22,1999,14.0,387,526,73.6,5818,1610,225,257,87.5,110,150,73.3,31,63,49.2,1,1.0,1.1,0.0,12,24,19,7,49
Jamal Lowe,JAM,"MF,FW",28,1994,0.1,2,4,50.0,18,3,1,1,100.0,0,0,,0,1,0.0,0,0.0,0.0,0.0,0,0,1,0,1
Jefferson Lerma,COL,MF,27,1994,36.1,1317,1611,81.8,20458,7229,695,793,87.6,502,581,86.4,77,146,52.7,0,2.3,3.1,-2.3,18,126,23,2,142
Joe Rothwell,ENG,MF,27,1995,11.3,385,457,84.2,6524,1662,179,196,91.3,154,165,93.3,36,68,52.9,1,1.0,1.5,0.0,8,34,11,1,33
Jordan Zemura,ZIM,DF,22,1999,16.2,423,594,71.2,6117,3247,242,284,85.2,133,187,71.1,23,55,41.8,1,1.9,2.1,-0.9,18,32,12,5,45
Junior Stanislas,ENG,MF,32,1989,0.7,22,28,78.6,329,71,12,14,85.7,9,11,81.8,0,1,0.0,0,0.1,0.2,-0.1,2,3,0,0,4
Kieffer Moore,WAL,FW,29,1992,14.2,212,360,58.9,2944,495,119,193,61.7,62,95,65.3,11,20,55.0,0,0.3,0.5,-0.3,5,16,6,0,23
Lewis Cook,ENG,MF,25,1997,19.1,593,751,79.0,9922,3136,291,330,88.2,238,274,86.9,48,93,51.6,2,2.5,2.3,-0.5,24,55,14,9,63
Lloyd Kelly,ENG,DF,23,1998,22.7,934,1164,80.2,17585,7174,352,387,91.0,461,510,90.4,104,227,45.8,2,0.5,0.8,1.5,7,73,9,3,47
Marcos Senesi,ARG,DF,25,1997,27.7,1064,1322,80.5,21380,9358,360,399,90.2,551,625,88.2,137,245,55.9,0,0.5,0.4,-0.5,5,86,4,1,66
Marcus Tavernier,ENG,"MF,FW",23,1999,19.4,510,724,70.4,8048,2431,285,339,84.1,165,225,73.3,40,100,40.0,4,2.9,1.3,1.1,19,34,16,5,56
Mark Travers,IRL,GK,23,1999,11.5,281,368,76.4,7963,5655,97,97,100.0,101,102,99.0,82,168,48.8,0,0.0,0.0,0.0,0,5,0,0,0
Matías Viña,URU,DF,24,1997,5.1,140,185,75.7,2103,870,84,93,90.3,49,63,77.8,5,14,35.7,0,0.2,0.1,-0.2,2,10,4,0,17
Neto,BRA,GK,33,1989,26.5,521,833,62.5,15893,12592,109,111,98.2,194,201,96.5,211,513,41.1,0,0.0,0.0,0.0,0,14,2,0,0
Owen Bevan,WAL,DF,18,2003,0.1,2,3,66.7,38,7,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Philip Billing,DEN,"MF,FW",26,1996,30.7,813,1055,77.1,11823,3165,460,542,84.9,257,317,81.1,45,94,47.9,1,3.2,2.6,-2.2,26,49,9,3,80
Ryan Christie,SCO,"MF,FW",27,1995,20.4,521,651,80.0,8356,2028,279,327,85.3,175,196,89.3,47,81,58.0,1,2.4,2.0,-1.4,30,43,19,2,71
Ryan Fredericks,ENG,DF,29,1992,5.9,149,220,67.7,2139,735,85,96,88.5,55,88,62.5,4,15,26.7,0,0.1,0.3,-0.1,1,5,6,1,15
Siriki Dembélé,CIV,"FW,MF",25,1996,1.2,37,47,78.7,543,223,22,29,75.9,10,13,76.9,2,2,100.0,0,0.3,0.2,-0.3,4,2,3,2,4
