General,General,General,General,General,General,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-ons,Take-ons,Take-ons,Take-ons,Take-ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
Player,Nation,Pos,Age,Born,90s,Touches,Def pen,Def 3rd,Mid 3rd,Att 3rd,Att pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,Totdist,Prgdist,Prgc,1/3,Cpa,Mis,Dis,Rec,Prgr
Adam Smith,ENG,DF,31,1991,32.7,1527,112,602,650,296,17,1527,30,6,20.0,17,56.7,647,2762,1368,28,21,3,21,4,771,54
Antoine Semenyo,GHA,"FW,MF",22,2000,2.9,102,8,24,43,39,5,102,6,3,50.0,2,33.3,58,508,239,5,9,4,12,6,64,11
Ben Pearson,ENG,MF,27,1995,3.2,162,8,56,90,17,0,162,1,0,0.0,0,0.0,72,242,103,2,0,0,6,0,100,4
Chris Mepham,WAL,DF,24,1997,24.4,1336,285,852,455,36,14,1336,7,3,42.9,3,42.9,650,3099,1628,2,6,2,4,3,788,1
Dango Ouattara,BFA,"MF,FW",20,2002,13.8,566,42,136,210,234,64,566,74,31,41.9,37,50.0,301,2219,1083,39,23,17,39,14,336,87
David Brooks,WAL,"FW,MF",25,1997,1.9,93,8,19,35,39,9,93,9,2,22.2,7,77.8,61,270,120,5,2,2,4,4,65,10
Dominic Solanke,ENG,"FW,MF",24,1997,31.8,1012,54,157,423,454,159,1012,110,45,40.9,54,49.1,638,4488,1731,70,41,36,134,74,730,167
Emiliano Marcondes,DEN,MF,27,1995,0.1,3,1,1,2,0,0,3,1,0,0.0,0,0.0,2,11,7,0,0,0,0,0,2,0
Hamed Junior Traorè,CIV,"FW,MF",22,2000,4.7,246,2,29,109,116,11,246,25,16,64.0,8,32.0,143,881,437,19,13,1,15,13,142,21
Illia Zabarnyi,UKR,DF,19,2002,3.3,234,37,159,74,2,0,234,2,1,50.0,0,0.0,166,1013,654,1,1,0,3,2,174,0
Jack Stacey,ENG,DF,26,1996,3.3,174,17,67,62,47,2,174,8,3,37.5,5,62.5,74,462,221,9,4,1,3,4,78,15
Jack Stephens,ENG,DF,28,1994,13.0,665,125,364,275,28,7,665,3,3,100.0,0,0.0,368,1674,863,7,3,0,5,1,398,3
Jaidon Anthony,ENG,"MF,FW",22,1999,14.0,717,23,150,271,304,33,717,47,15,31.9,30,63.8,423,2449,1032,31,25,13,25,27,464,72
Jamal Lowe,JAM,"MF,FW",28,1994,0.1,4,0,0,3,1,0,4,0,0,,0,,2,7,1,0,0,0,0,0,3,0
Jefferson Lerma,COL,MF,27,1994,36.1,1934,165,587,1030,338,44,1934,24,14,58.3,9,37.5,947,3764,1861,22,32,1,24,17,1162,30
Joe Rothwell,ENG,MF,27,1995,11.3,538,19,131,309,105,5,538,23,16,69.6,7,30.4,285,1640,790,12,12,2,8,4,319,12
Jordan Zemura,ZIM,DF,22,1999,16.2,808,46,302,297,222,31,808,43,21,48.8,18,41.9,375,2345,1235,39,29,10,35,16,409,48
Junior Stanislas,ENG,MF,32,1989,0.7,34,0,3,15,16,3,34,0,0,,0,,18,92,13,0,1,0,1,1,27,5
Kieffer Moore,WAL,FW,29,1992,14.2,522,36,59,286,178,49,522,13,2,15.4,7,53.8,252,940,302,10,8,2,42,31,396,56
Lewis Cook,ENG,MF,25,1997,19.1,935,67,290,472,184,9,935,20,8,40.0,10,50.0,427,2210,819,9,18,1,15,16,517,10
Lloyd Kelly,ENG,DF,23,1998,22.7,1394,185,752,526,124,9,1394,7,1,14.3,5,71.4,705,3316,1879,14,4,0,16,4,806,10
Marcos Senesi,ARG,DF,25,1997,27.7,1647,340,1037,568,57,16,1647,13,8,61.5,4,30.8,929,4383,2386,9,12,1,15,4,983,3
Marcus Tavernier,ENG,"MF,FW",23,1999,19.4,1008,37,200,390,450,59,1008,97,46,47.4,45,46.4,592,4060,2028,67,43,21,46,40,636,137
Mark Travers,IRL,GK,23,1999,11.5,402,373,401,1,0,0,402,0,0,,0,,182,884,457,0,0,0,0,0,145,0
Matías Viña,URU,DF,24,1997,5.1,289,27,114,105,74,11,289,24,10,41.7,11,45.8,122,686,434,10,6,5,11,6,136,19
Neto,BRA,GK,33,1989,26.5,895,768,890,6,0,0,895,1,1,100.0,0,0.0,446,2814,2029,0,0,0,1,0,271,0
Owen Bevan,WAL,DF,18,2003,0.1,3,0,3,0,0,0,3,0,0,,0,,1,0,0,0,0,0,0,0,1,0
Philip Billing,DEN,"MF,FW",26,1996,30.7,1410,76,334,666,428,71,1410,49,28,57.1,15,30.6,728,3709,1694,37,31,6,42,35,900,101
Ryan Christie,SCO,"MF,FW",27,1995,20.4,940,39,187,421,350,61,940,86,37,43.0,42,48.8,559,3396,1462,39,34,13,49,33,592,71
Ryan Fredericks,ENG,DF,29,1992,5.9,279,33,88,109,84,7,279,10,3,30.0,5,50.0,120,725,395,13,9,2,4,3,152,28
Siriki Dembélé,CIV,"FW,MF",25,1996,1.2,71,1,10,30,33,3,71,10,6,60.0,3,30.0,47,311,160,5,2,1,9,5,50,11
