General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Playing time,Starts,Starts,Starts,Subs,Subs,Subs,Team success,Team success,Team success,Team success,Team success,Team success,Team success (xg),Team success (xg),Team success (xg),Team success (xg),Team success (xg)
Player,Nation,Pos,Age,Born,Mp,Min,Mn/mp,Min%,90s,Starts,Mn/start,Compl,Subs,Mn/sub,Unsub,Ppm,Ong,Onga,+/-,+/-90,On-off,Onxg,Onxga,Xg+/-,Xg+/-90,On-off
Adam Smith,ENG,DF,31,1991,37,2943,80,86.1,32.7,34,84,25,3,29,0,1.05,34,58,-24,-0.73,1.15,33.3,53.1,-19.8,-0.61,0.44
Antoine Semenyo,GHA,"FW,MF",22,2000,11,258,23,7.5,2.9,2,77,1,9,12,4,1.45,3,6,-3,-1.05,-0.16,3.6,6.8,-3.2,-1.13,-0.5
Ben Greenwood,IRL,DF,19,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
Ben Pearson,ENG,MF,27,1995,7,286,41,8.4,3.2,3,69,1,4,20,7,1.0,1,10,-9,-2.83,-2.11,1.3,5.8,-4.6,-1.43,-0.84
Cameron Plain,ENG,GK,20,2001,0,,,,,0,,0,0,,6,,,,,,,,,,,
Chris Mepham,WAL,DF,24,1997,26,2199,85,64.3,24.4,24,90,23,2,24,7,1.0,23,52,-29,-1.19,-0.82,20.3,41.4,-21.1,-0.86,-0.55
Christian Saydee,LBR,FW,20,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,
Dango Ouattara,BFA,"MF,FW",20,2002,19,1241,65,36.3,13.8,15,78,7,4,17,0,1.21,13,23,-10,-0.73,0.27,17.5,25.4,-7.9,-0.58,0.14
Daniel Adu-Adjei,ENG,FW,17,2005,0,,,,,0,,0,0,,3,,,,,,,,,,,
Darren Randolph,IRL,GK,35,1987,0,,,,,0,,0,0,,3,,,,,,,,,,,
David Brooks,WAL,"FW,MF",25,1997,6,173,29,5.1,1.9,2,55,0,4,16,5,0.0,0,4,-4,-2.08,-1.25,1.0,4.5,-3.5,-1.83,-1.23
Dominic Sadi,ENG,MF,18,2003,0,,,,,0,,0,0,,4,,,,,,,,,,,
Dominic Solanke,ENG,"FW,MF",24,1997,33,2860,87,83.6,31.8,32,88,19,1,45,0,1.15,35,52,-17,-0.53,2.2,34.4,51.3,-16.9,-0.53,0.81
Emiliano Marcondes,DEN,MF,27,1995,1,9,9,0.3,0.1,0,,0,1,9,9,0.0,0,1,-1,-10.0,-9.13,0.0,0.3,-0.3,-2.78,-2.12
Euan Pollock,ENG,FW,19,2002,0,,,,,0,,0,0,,3,,,,,,,,,,,
Hamed Junior Traorè,CIV,"FW,MF",22,2000,7,427,61,12.5,4.7,5,75,1,2,26,0,1.0,3,8,-5,-1.05,-0.18,6.7,9.9,-3.2,-0.67,0.0
Illia Zabarnyi,UKR,DF,19,2002,5,299,60,8.7,3.3,3,90,3,2,15,6,0.6,0,5,-5,-1.51,-0.67,1.9,5.0,-3.2,-0.96,-0.32
Jack Stacey,ENG,DF,26,1996,10,299,30,8.7,3.3,3,75,2,7,11,17,1.1,1,10,-9,-2.71,-1.99,1.1,6.1,-5.0,-1.51,-0.92
Jack Stephens,ENG,DF,28,1994,15,1173,78,34.3,13.0,13,90,13,2,2,15,1.4,16,22,-6,-0.46,0.66,20.0,24.0,-4.1,-0.31,0.54
Jaidon Anthony,ENG,"MF,FW",22,1999,30,1257,42,36.8,14.0,11,76,4,19,22,8,0.97,9,29,-20,-1.43,-0.85,13.6,26.0,-12.4,-0.89,-0.35
Jamal Lowe,JAM,"MF,FW",28,1994,2,12,6,0.4,0.1,0,,0,2,6,8,0.0,0,0,0,0.0,0.9,0.1,0.7,-0.7,-4.95,-4.3
James Hill,ENG,DF,20,2002,0,,,,,0,,0,0,,6,,,,,,,,,,,
Jefferson Lerma,COL,MF,27,1994,37,3252,88,95.1,36.1,37,88,33,0,,0,1.05,34,67,-33,-0.91,-0.38,35.6,60.4,-24.8,-0.69,-0.43
Joe Rothwell,ENG,MF,27,1995,20,1016,51,29.7,11.3,12,71,3,8,20,7,1.1,16,15,1,0.09,1.4,15.1,17.1,-2.0,-0.18,0.7
Jordan Zemura,ZIM,DF,22,1999,19,1454,77,42.5,16.2,17,83,12,2,23,5,0.95,14,31,-17,-1.05,-0.27,14.0,26.9,-12.9,-0.8,-0.23
Junior Stanislas,ENG,MF,32,1989,4,61,15,1.8,0.7,0,,0,4,15,5,0.75,0,1,-1,-1.48,-0.59,0.4,0.7,-0.3,-0.48,0.19
Kieffer Moore,WAL,FW,29,1992,27,1279,47,37.4,14.2,12,86,8,15,17,8,0.85,11,34,-23,-1.62,-1.16,11.0,25.6,-14.6,-1.02,-0.57
Lewis Cook,ENG,MF,25,1997,28,1720,61,50.3,19.1,18,84,14,10,21,5,0.89,18,39,-21,-1.1,-0.41,15.8,31.7,-15.9,-0.83,-0.34
Lloyd Kelly,ENG,DF,23,1998,23,2040,89,59.6,22.7,23,89,22,0,,0,1.13,19,38,-19,-0.84,0.14,22.0,36.1,-14.1,-0.62,0.11
