General,General,General,General,General,General,General,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Corner kicks,Corner kicks,Corner kicks,Outcomes,Outcomes,Outcomes
Player,Nation,Pos,Age,Born,90s,Att,Live,Dead,Fk,Tb,Sw,Crs,Ti,Ck,In,Out,Str,Cmp,Off,Blocks
Ayoze Pérez,ESP,"MF,FW",29,1993,4.2,171,156,14,1,5,0,17,1,11,6,5,0,118,1,11
Boubakary Soumaré,FRA,MF,23,1999,18.1,902,895,7,6,2,2,2,0,0,0,0,0,776,0,19
Daniel Amartey,GHA,DF,27,1994,17.9,1114,1092,20,15,2,2,0,5,0,0,0,0,1015,2,2
Daniel Iversen,DEN,GK,25,1997,12.0,377,214,161,47,0,1,0,0,0,0,0,0,212,2,1
Danny Ward,WAL,GK,29,1993,26.0,945,679,261,71,0,4,0,0,0,0,0,0,708,5,2
Dennis Praet,BEL,"MF,FW",28,1994,7.2,270,254,14,2,2,0,15,5,2,0,0,0,200,2,15
Harry Souttar,AUS,DF,23,1998,11.0,555,531,19,17,1,9,0,2,0,0,0,0,448,5,3
Harvey Barnes,ENG,"FW,MF",24,1997,30.1,786,769,10,0,5,1,44,8,0,0,0,0,549,7,31
James Justin,ENG,DF,24,1998,13.9,819,687,130,16,0,4,21,114,0,0,0,0,667,2,19
James Maddison,ENG,"MF,FW",25,1996,27.6,1150,998,142,60,13,8,123,4,69,37,20,3,844,10,29
Jamie Vardy,ENG,FW,35,1987,20.6,263,239,23,0,3,1,7,0,0,0,0,0,137,1,9
Jonny Evans,NIR,DF,34,1988,11.7,789,764,24,23,0,2,0,1,0,0,0,0,690,1,4
Kelechi Iheanacho,NGA,"FW,MF",25,1996,12.5,316,304,9,0,4,3,6,2,2,0,0,0,236,3,12
Kiernan Dewsbury-Hall,ENG,MF,23,1998,25.6,1154,1120,24,9,9,20,46,3,7,7,0,0,872,10,26
Lewis Brunt,ENG,DF,21,2000,0.3,21,16,5,0,0,0,0,5,0,0,0,0,17,0,1
Luke Thomas,ENG,DF,21,2001,11.9,654,519,133,17,3,1,9,116,0,0,0,0,521,2,22
Marc Albrighton,ENG,"FW,MF",32,1989,2.6,148,130,17,1,1,0,28,7,7,1,3,2,89,1,10
Nampalys Mendy,SEN,MF,30,1992,8.4,413,399,12,8,1,2,1,1,0,0,0,0,362,2,11
Patson Daka,ZAM,FW,23,1998,13.2,295,264,29,0,5,0,8,10,0,0,0,0,195,2,11
Ricardo Pereira,POR,"DF,MF",28,1993,5.0,322,259,61,9,0,0,16,50,0,0,0,0,252,2,14
Tetê,BRA,FW,22,2000,8.2,258,235,20,2,1,4,19,0,6,5,0,1,186,3,10
Timothy Castagne,BEL,DF,26,1995,36.2,1836,1545,287,17,3,2,58,270,0,0,0,0,1470,4,43
Victor Bernth Kristiansen,DEN,DF,19,2002,9.9,496,376,117,6,1,0,29,100,11,6,4,0,327,3,16
Wesley Fofana,FRA,DF,21,2000,2.0,140,138,1,1,0,0,0,0,0,0,0,0,117,1,3
Wilfred Ndidi,NGA,MF,25,1996,18.7,899,868,31,25,1,5,2,3,0,0,0,0,754,0,19
Wout Faes,BEL,DF,24,1998,31.0,1846,1789,54,48,2,9,0,1,0,0,0,0,1581,3,10
Youri Tielemans,BEL,MF,25,1997,26.0,1623,1517,100,51,12,8,45,16,20,8,9,0,1303,6,38
Çağlar Söyüncü,TUR,DF,26,1996,5.9,309,292,14,12,0,5,0,0,0,0,0,0,241,3,2
