General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Playing time,Starts,Starts,Starts,Subs,Subs,Subs,Team success,Team success,Team success,Team success,Team success,Team success,Team success (xg),Team success (xg),Team success (xg),Team success (xg),Team success (xg)
Player,Nation,Pos,Age,Born,Mp,Min,Mn/mp,Min%,90s,Starts,Mn/start,Compl,Subs,Mn/sub,Unsub,Ppm,Ong,Onga,+/-,+/-90,On-off,Onxg,Onxga,Xg+/-,Xg+/-90,On-off
Alex Smithies,ENG,GK,32,1990,0,,,,,0,,0,0,,3,,,,,,,,,,,
Ayoze Pérez,ESP,"MF,FW",29,1993,8,382,48,11.2,4.2,3,75,1,5,32,10,0.75,4,5,-1,-0.24,0.24,5.7,5.6,0.2,0.04,0.42
Boubakary Soumaré,FRA,MF,23,1999,26,1629,63,47.6,18.1,20,75,9,6,23,3,1.0,19,30,-11,-0.61,-0.31,23.1,33.7,-10.5,-0.58,-0.47
Daniel Amartey,GHA,DF,27,1994,20,1610,81,47.1,17.9,18,87,16,2,22,15,0.8,20,27,-7,-0.39,0.11,19.9,27.5,-7.6,-0.42,-0.17
Daniel Iversen,DEN,GK,25,1997,12,1080,90,31.6,12.0,12,90,12,0,,26,0.83,14,22,-8,-0.67,-0.32,17.6,20.2,-2.6,-0.22,0.17
Danny Ward,WAL,GK,29,1993,26,2340,90,68.4,26.0,26,90,26,0,,9,0.92,37,46,-9,-0.35,0.32,32.9,43.1,-10.1,-0.39,-0.17
Dennis Praet,BEL,"MF,FW",28,1994,22,649,30,19.0,7.2,6,49,0,16,22,12,1.18,9,10,-1,-0.14,0.38,9.4,11.7,-2.3,-0.31,0.03
Harry Souttar,AUS,DF,23,1998,12,992,83,29.0,11.0,11,90,11,1,2,6,0.67,13,19,-6,-0.54,-0.14,14.6,18.7,-4.0,-0.37,-0.04
Harvey Barnes,ENG,"FW,MF",24,1997,34,2711,80,79.3,30.1,32,83,21,2,27,0,0.88,41,51,-10,-0.33,0.56,39.4,50.8,-11.4,-0.38,-0.21
James Justin,ENG,DF,24,1998,14,1252,89,36.6,13.9,14,89,12,0,,0,1.0,23,25,-2,-0.14,0.48,15.9,20.8,-5.0,-0.36,-0.03
James Maddison,ENG,"MF,FW",25,1996,30,2480,83,72.5,27.6,28,86,21,2,34,0,0.93,41,54,-13,-0.47,-0.09,38.0,45.8,-7.9,-0.29,0.18
Jamie Vardy,ENG,FW,35,1987,37,1857,50,54.3,20.6,19,74,6,18,26,1,0.92,24,38,-14,-0.68,-0.51,23.8,34.0,-10.2,-0.5,-0.35
