General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Playing time,Starts,Starts,Starts,Subs,Subs,Subs,Team success,Team success,Team success,Team success,Team success,Team success,Team success (xg),Team success (xg),Team success (xg),Team success (xg),Team success (xg)
Jannik Vestergaard,DEN,DF,29,1992,0,,,,,0,,0,0,,7,,,,,,,,,,,
Joe Wormleighton,ENG,DF,18,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
Jonny Evans,NIR,DF,34,1988,13,1051,81,30.7,11.7,12,88,10,1,1,3,0.62,17,28,-11,-0.94,-0.71,12.0,19.6,-7.6,-0.65,-0.46
Kasey McAteer,ENG,MF,20,2001,0,,,,,0,,0,0,,3,,,,,,,,,,,
Kelechi Iheanacho,NGA,"FW,MF",25,1996,28,1127,40,33.0,12.5,11,73,1,17,19,7,0.68,17,23,-6,-0.48,-0.05,22.6,22.5,0.1,0.01,0.51
Kiernan Dewsbury-Hall,ENG,MF,23,1998,31,2306,74,67.4,25.6,28,80,16,3,26,2,1.0,38,40,-2,-0.08,1.13,30.5,39.2,-8.7,-0.34,-0.01
Lewis Brunt,ENG,DF,21,2000,1,23,23,0.7,0.3,0,,0,1,23,6,0.0,0,1,-1,-3.91,-3.49,0.0,0.8,-0.8,-3.31,-3.0
Luke Thomas,ENG,DF,21,2001,17,1073,63,31.4,11.9,11,86,8,6,21,19,0.88,14,20,-6,-0.5,-0.08,16.8,23.2,-6.4,-0.54,-0.29
Marc Albrighton,ENG,"FW,MF",32,1989,6,237,40,6.9,2.6,1,67,0,5,34,13,1.67,4,3,1,0.38,0.89,4.9,4.3,0.6,0.24,0.62
Nampalys Mendy,SEN,MF,30,1992,19,757,40,22.1,8.4,7,72,2,12,21,14,1.42,12,13,-1,-0.12,0.42,14.6,12.9,1.7,0.2,0.69
Patson Daka,ZAM,FW,23,1998,30,1187,40,34.7,13.2,13,65,2,17,20,7,0.83,20,24,-4,-0.3,0.22,18.7,20.4,-1.7,-0.13,0.32
Ricardo Pereira,POR,"DF,MF",28,1993,10,454,45,13.3,5.0,5,79,3,5,12,2,0.7,3,11,-8,-1.59,-1.31,6.4,8.2,-1.7,-0.34,-0.01
Sammy Braybrooke,ENG,MF,18,2004,0,,,,,0,,0,0,,3,,,,,,,,,,,
Tetê,BRA,FW,22,2000,13,734,56,21.5,8.2,9,68,0,4,30,5,0.85,13,15,-2,-0.25,0.26,14.2,13.4,0.8,0.1,0.55
Timothy Castagne,BEL,DF,26,1995,37,3254,88,95.1,36.2,36,89,33,1,45,1,0.92,49,63,-14,-0.39,1.24,48.4,60.0,-11.6,-0.32,0.3
Victor Bernth Kristiansen,DEN,DF,19,2002,12,892,74,26.1,9.9,11,81,7,1,3,2,0.92,14,21,-7,-0.71,-0.35,13.7,17.2,-3.5,-0.35,-0.02
Wanya Marcal-Madivadua,POR,MF,19,2002,0,,,,,0,,0,0,,4,,,,,,,,,,,
Wesley Fofana,FRA,DF,21,2000,2,180,90,5.3,2.0,2,90,2,0,,0,0.5,4,6,-2,-1.0,-0.58,1.1,3.5,-2.4,-1.22,-0.93
Wilfred Ndidi,NGA,MF,25,1996,27,1679,62,49.1,18.7,19,79,8,8,22,4,0.7,25,39,-14,-0.75,-0.6,22.0,31.5,-9.5,-0.51,-0.34
Wout Faes,BEL,DF,24,1998,31,2786,90,81.5,31.0,31,90,30,0,,0,1.03,42,51,-9,-0.29,0.84,43.1,52.3,-9.2,-0.3,0.21
Youri Tielemans,BEL,MF,25,1997,31,2344,76,68.5,26.0,27,82,16,4,30,0,0.97,35,49,-14,-0.54,-0.29,33.0,45.0,-12.0,-0.46,-0.39
Çağlar Söyüncü,TUR,DF,26,1996,7,529,76,15.5,5.9,6,87,5,1,8,15,1.14,9,13,-4,-0.68,-0.28,13.2,9.9,3.3,0.56,1.06
