General,General,General,General,General,General,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
Player,Nation,Pos,Age,Born,90s,Gls,Sh,Sot,Sot%,Sh/90,Sot/90,G/sh,G/sot,Dist,Fk,Pk,Pkatt,Xg,Npxg,Npxg/sh,G-xg,Np:g-xg
Ayoze Pérez,ESP,"MF,FW",29,1993,4.2,0,8,2,25.0,1.88,0.47,0.0,0.0,15.9,0,0,0,1.1,1.1,0.14,-1.1,-1.1
Boubakary Soumaré,FRA,MF,23,1999,18.1,0,1,0,0.0,0.06,0.0,0.0,,28.0,0,0,0,0.0,0.0,0.03,0.0,0.0
Daniel Amartey,GHA,DF,27,1994,17.9,0,6,2,33.3,0.34,0.11,0.0,0.0,17.4,0,0,0,1.1,1.1,0.18,-1.1,-1.1
Daniel Iversen,DEN,GK,25,1997,12.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Danny Ward,WAL,GK,29,1993,26.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Dennis Praet,BEL,"MF,FW",28,1994,7.2,1,5,2,40.0,0.69,0.28,0.2,0.5,13.6,0,0,0,1.0,1.0,0.2,0.0,0.0
Harry Souttar,AUS,DF,23,1998,11.0,0,8,1,12.5,0.73,0.09,0.0,0.0,9.6,0,0,0,1.4,1.4,0.18,-1.4,-1.4
Harvey Barnes,ENG,"FW,MF",24,1997,30.1,13,72,34,47.2,2.39,1.13,0.18,0.38,15.9,0,0,0,8.9,8.9,0.12,4.1,4.1
James Justin,ENG,DF,24,1998,13.9,0,5,0,0.0,0.36,0.0,0.0,,23.4,0,0,0,0.3,0.3,0.06,-0.3,-0.3
James Maddison,ENG,"MF,FW",25,1996,27.6,10,83,27,32.5,3.01,0.98,0.11,0.33,21.1,13,1,2,8.7,6.6,0.08,1.3,2.4
Jamie Vardy,ENG,FW,35,1987,20.6,3,27,13,48.1,1.31,0.63,0.11,0.23,12.3,0,0,1,6.7,5.9,0.22,-3.7,-2.9
Jonny Evans,NIR,DF,34,1988,11.7,0,1,1,100.0,0.09,0.09,0.0,0.0,3.8,0,0,0,0.2,0.2,0.17,-0.2,-0.2
Kelechi Iheanacho,NGA,"FW,MF",25,1996,12.5,5,38,13,34.2,3.03,1.04,0.11,0.31,17.1,0,1,1,7.1,6.3,0.17,-2.1,-2.3
Kiernan Dewsbury-Hall,ENG,MF,23,1998,25.6,2,26,6,23.1,1.01,0.23,0.08,0.33,21.3,0,0,0,2.4,2.4,0.09,-0.4,-0.4
Lewis Brunt,ENG,DF,21,2000,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Luke Thomas,ENG,DF,21,2001,11.9,0,3,0,0.0,0.25,0.0,0.0,,16.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Marc Albrighton,ENG,"FW,MF",32,1989,2.6,1,2,1,50.0,0.76,0.38,0.5,1.0,8.0,0,0,0,0.3,0.3,0.17,0.7,0.7
Nampalys Mendy,SEN,MF,30,1992,8.4,1,2,1,50.0,0.24,0.12,0.5,1.0,21.1,0,0,0,0.1,0.1,0.07,0.9,0.9
Patson Daka,ZAM,FW,23,1998,13.2,4,30,16,53.3,2.27,1.21,0.13,0.25,14.6,0,0,0,3.5,3.5,0.12,0.5,0.5
Ricardo Pereira,POR,"DF,MF",28,1993,5.0,1,2,1,50.0,0.4,0.2,0.5,1.0,17.8,0,0,0,0.1,0.1,0.06,0.9,0.9
Tetê,BRA,FW,22,2000,8.2,1,15,1,6.7,1.84,0.12,0.07,1.0,19.8,0,0,0,1.8,1.8,0.12,-0.8,-0.8
Timothy Castagne,BEL,DF,26,1995,36.2,2,19,5,26.3,0.53,0.14,0.11,0.4,11.0,0,0,0,2.2,2.2,0.12,-0.2,-0.2
Victor Bernth Kristiansen,DEN,DF,19,2002,9.9,0,3,0,0.0,0.3,0.0,0.0,,18.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Wesley Fofana,FRA,DF,21,2000,2.0,0,2,1,50.0,1.0,0.5,0.0,0.0,10.1,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Wilfred Ndidi,NGA,MF,25,1996,18.7,0,7,2,28.6,0.38,0.11,0.0,0.0,25.1,0,0,0,0.2,0.2,0.03,-0.2,-0.2
Wout Faes,BEL,DF,24,1998,31.0,1,13,3,23.1,0.42,0.1,0.08,0.33,11.8,0,0,0,1.2,1.2,0.09,-0.2,-0.2
Youri Tielemans,BEL,MF,25,1997,26.0,3,29,8,27.6,1.11,0.31,0.07,0.25,27.7,1,1,2,2.5,0.9,0.03,0.5,1.1
Çağlar Söyüncü,TUR,DF,26,1996,5.9,1,5,2,40.0,0.85,0.34,0.2,0.5,9.5,0,0,0,0.4,0.4,0.08,0.6,0.6
