General,General,General,General,General,General,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,General,General,General,General
Player,Nation,Pos,Age,Born,90s,Tkl,Tklw,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+int,Clr,Err
Christian Günter,GER,"DF,MF",29,1993,30.5,29,21,18,9,2,13,43,30.2,30,22,4,18,16,45,41,0
Daniel Kyereh,GHA,"MF,FW",26,1996,6.2,6,4,2,4,0,3,6,50.0,3,4,0,4,2,8,6,0
Hugo Siquet,BEL,DF,20,2002,0.2,2,2,2,0,0,2,2,100.0,0,1,0,1,0,2,0,0
Jeong Woo-yeong,KOR,"MF,FW",22,1999,7.3,7,3,4,2,1,2,5,40.0,3,7,1,6,1,8,7,0
Jonathan Schmid,FRA,DF,32,1990,0.5,1,1,1,0,0,0,0,,0,1,0,1,1,2,1,1
Kenneth Schmidt,GER,DF,20,2002,2.8,6,3,4,2,0,5,6,83.3,1,4,2,2,0,6,2,0
Keven Schlotterbeck,GER,DF,25,1997,0.2,0,0,0,0,0,0,0,,0,1,1,0,2,2,2,0
Kevin Schade,GER,"FW,MF",20,2001,2.0,6,4,3,2,1,3,5,60.0,2,0,0,0,0,6,2,0
Kiliann Sildillia,FRA,"DF,MF",20,2002,22.0,33,20,10,19,4,18,30,60.0,12,24,9,15,21,54,47,1
Kimberly Ezekwem,GER,DF,21,2001,0.1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Lucas Höler,GER,"FW,MF",28,1994,16.7,19,14,5,7,7,6,22,27.3,16,22,5,17,10,29,17,0
Lukas Kübler,GER,DF,29,1992,18.2,37,25,24,9,4,18,30,60.0,12,25,11,14,29,66,50,0
Manuel Gulde,GER,DF,31,1991,7.1,14,8,10,4,0,2,4,50.0,2,5,1,4,19,33,25,0
Mark Flekken,NED,GK,29,1993,34.0,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,9,5
Matthias Ginter,GER,DF,28,1994,34.0,43,20,29,12,2,26,40,65.0,14,40,24,16,35,78,153,3
Maximilian Eggestein,GER,MF,25,1996,27.2,51,29,21,24,6,17,35,48.6,18,37,8,29,36,87,27,0
Merlin Röhl,GER,"MF,FW",20,2002,0.6,1,0,1,0,0,0,0,,0,0,0,0,0,1,1,0
Michael Gregoritsch,AUT,FW,28,1994,23.9,19,12,6,9,4,3,21,14.3,18,23,4,19,5,24,10,0
Nicolas Höfler,GER,MF,32,1990,31.3,66,35,28,35,3,27,61,44.3,34,40,13,27,58,124,49,0
Nils Petersen,GER,FW,33,1988,3.1,6,4,0,3,3,2,5,40.0,3,11,2,9,1,7,6,0
Noah Weißhaupt,GER,"MF,DF",20,2001,4.7,11,6,3,7,1,2,7,28.6,5,4,0,4,6,17,8,0
Philipp Lienhart,AUT,DF,26,1996,27.8,29,18,19,10,0,13,27,48.1,14,29,15,14,35,64,97,0
Ritsu Doan,JPN,"MF,FW",24,1998,26.9,61,29,19,29,13,25,55,45.5,30,40,1,39,14,75,12,0
Robert Wagner,GER,MF,19,2003,0.4,0,0,0,0,0,0,0,,0,2,0,2,0,0,2,0
Roland Sallai,HUN,"MF,FW",25,1997,11.1,11,8,4,3,4,4,10,40.0,6,7,1,6,2,13,11,0
Vincenzo Grifo,ITA,"MF,FW",29,1993,26.8,29,16,6,15,8,13,31,41.9,18,18,1,17,19,48,19,0
Yannik Keitel,GER,MF,22,2000,7.6,11,7,4,6,1,3,5,60.0,2,6,3,3,13,24,8,0
