General,General,General,General,General,General,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-ons,Take-ons,Take-ons,Take-ons,Take-ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
Player,Nation,Pos,Age,Born,90s,Touches,Def pen,Def 3rd,Mid 3rd,Att 3rd,Att pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,Totdist,Prgdist,Prgc,1/3,Cpa,Mis,Dis,Rec,Prgr
Christian Günter,GER,"DF,MF",29,1993,30.5,1583,59,337,680,576,49,1583,16,10,62.5,5,31.3,726,3238,1416,43,33,6,18,12,889,128
Daniel Kyereh,GHA,"MF,FW",26,1996,6.2,262,8,36,113,116,16,262,12,3,25.0,7,58.3,147,642,183,5,6,1,21,12,178,24
Hugo Siquet,BEL,DF,20,2002,0.2,11,2,4,7,0,0,11,0,0,,0,,3,8,0,0,0,0,1,1,5,0
Jeong Woo-yeong,KOR,"MF,FW",22,1999,7.3,319,5,47,136,140,27,319,23,8,34.8,12,52.2,190,1176,550,18,8,5,12,7,225,36
Jonathan Schmid,FRA,DF,32,1990,0.5,34,2,8,15,11,2,34,1,1,100.0,0,0.0,10,39,16,1,0,1,1,0,18,6
Kenneth Schmidt,GER,DF,20,2002,2.8,208,16,79,119,12,0,208,3,2,66.7,1,33.3,120,725,368,5,3,0,5,0,144,0
Keven Schlotterbeck,GER,DF,25,1997,0.2,11,2,8,3,0,0,11,0,0,,0,,2,3,3,0,0,0,0,0,2,0
Kevin Schade,GER,"FW,MF",20,2001,2.0,100,3,12,37,52,13,100,12,3,25.0,8,66.7,48,319,129,7,3,5,8,6,68,20
Kiliann Sildillia,FRA,"DF,MF",20,2002,22.0,1306,67,337,706,271,18,1306,27,12,44.4,14,51.9,650,3159,1546,20,24,2,21,15,693,47
Kimberly Ezekwem,GER,DF,21,2001,0.1,9,1,3,6,0,0,9,0,0,,0,,5,51,17,0,0,0,0,0,4,2
Lucas Höler,GER,"FW,MF",28,1994,16.7,671,25,99,286,295,65,671,21,11,52.4,7,33.3,307,1432,630,19,11,4,29,14,468,87
Lukas Kübler,GER,DF,29,1992,18.2,1017,78,345,486,191,20,1017,8,5,62.5,3,37.5,419,1778,776,11,10,1,13,2,515,50
Manuel Gulde,GER,DF,31,1991,7.1,491,39,209,256,28,5,491,0,0,,0,,244,1154,643,6,7,0,4,1,295,5
Mark Flekken,NED,GK,29,1993,34.0,1550,1234,1536,17,0,0,1550,3,3,100.0,0,0.0,942,5638,3160,0,0,0,0,0,739,0
Matthias Ginter,GER,DF,28,1994,34.0,2231,240,1151,994,94,46,2231,4,2,50.0,2,50.0,1305,7344,4228,23,12,0,12,4,1412,11
Maximilian Eggestein,GER,MF,25,1996,27.2,1099,38,235,599,276,34,1099,17,9,52.9,5,29.4,494,2396,990,20,23,2,21,23,581,46
Merlin Röhl,GER,"MF,FW",20,2002,0.6,30,0,6,16,8,3,30,1,0,0.0,0,0.0,20,87,39,2,1,0,2,4,20,4
Michael Gregoritsch,AUT,FW,28,1994,23.9,793,13,57,313,426,130,793,38,11,28.9,18,47.4,375,1339,577,22,12,15,50,22,601,124
Nicolas Höfler,GER,MF,32,1990,31.3,1690,100,474,1027,202,31,1690,28,17,60.7,10,35.7,804,3733,1448,12,11,2,33,13,896,10
Nils Petersen,GER,FW,33,1988,3.1,138,8,18,55,65,15,138,5,0,0.0,4,80.0,54,145,52,1,1,1,16,4,88,12
Noah Weißhaupt,GER,"MF,DF",20,2001,4.7,214,14,59,98,58,8,214,16,7,43.8,5,31.3,132,763,359,14,4,4,12,3,136,31
Philipp Lienhart,AUT,DF,26,1996,27.8,1864,220,999,812,63,20,1864,8,4,50.0,0,0.0,1126,7190,3580,16,12,2,19,1,1206,4
Ritsu Doan,JPN,"MF,FW",24,1998,26.9,1038,18,125,430,508,104,1038,129,50,38.8,62,48.1,636,4016,1993,83,50,35,75,52,690,167
Robert Wagner,GER,MF,19,2003,0.4,26,3,6,10,10,2,26,1,0,0.0,1,100.0,7,30,12,0,2,0,1,1,10,2
Roland Sallai,HUN,"MF,FW",25,1997,11.1,465,11,72,194,202,40,465,27,12,44.4,12,44.4,274,1435,579,22,11,3,21,10,328,71
Vincenzo Grifo,ITA,"MF,FW",29,1993,26.8,1595,31,216,776,619,65,1587,74,42,56.8,21,28.4,913,4875,2274,65,44,18,42,28,1060,124
Yannik Keitel,GER,MF,22,2000,7.6,313,10,68,177,73,10,313,9,4,44.4,3,33.3,159,860,401,12,9,1,7,5,174,16
